-48.1183761311363,-48.9855934291617,-48.7992818112973,-48.7620716002952,-48.2047681481689,-47.3410493662021,-46.3170829625125,-46.2268900576776,-45.8462101686923,-45.4604050376336,-45.5856521293603,-46.0352749287962,-46.0025266958375,-45.9407072495415,-45.6065988911087,-45.1222115834049,-44.6449046180091,-43.571269464108,-43.4952224664216,-43.2658592493966,-43.4179480624721,-44.6594040679102,-45.0371127634516,-46.5835139747815,-48.199499817983,-50.5912123646884,-54.3064255052361,-54.4189277209827,-54.7872416932781,-53.5250773419659,-51.7667388891844,-50.5103977663093,-49.7611448618865,-49.0847310566206,-48.8421709010396,-48.8914488762194,-49.56991936028,-48.355311247546,-47.6952438502236,-46.8329718796671,-46.6788744996943,-47.4395908005497,-48.9348263060587,-48.8614987959703,-50.4191599310369,-53.4032849574822,-58.5683382462908,-67.1645473083634,-79.1568390902062,-74.5796713937376,-62.0910230520964,-55.065195386357,-51.1765346990126,-48.1687345742733,-46.1513199866969,-44.5021813346945,-42.9204391822935,-42.0807741727215,-42.0119341847256,-41.9631431350376,-42.2716522085056,-42.6768498500964,-42.138764776021,-43.0573649813177,-43.5084621712086,-43.7216700180988,-43.6665495750598
-47.5874732266592,-47.1542642880909,-46.9284095039569,-46.2845330879944,-45.5768850823006,-44.9552565651448,-44.0427840099059,-43.9619726130111,-44.042996067092,-43.7747313707388,-43.8535889211931,-43.974069464121,-44.149326615012,-44.1945444104442,-44.304182027813,-44.6209974636236,-44.7366741919426,-44.4819001981811,-44.6403402235999,-44.438894684244,-44.9321057667741,-46.1922294626878,-46.2264088308083,-47.5052485314965,-49.5138717273262,-52.4819449221901,-59.9281975448581,-63.8195222662772,-60.8896446131501,-55.4260197951652,-52.865959720681,-51.947617824138,-51.3950121429461,-51.050301097252,-50.9604477777473,-50.3758225282133,-50.1507358814775,-47.9373942074778,-47.5471626587916,-46.5491736742411,-46.5765257169574,-47.7512294018318,-47.5756062923809,-48.3705585894954,-50.1160701212343,-54.3878107247584,-59.029556845078,-60.6932762935178,-61.9398434187656,-66.7556560357177,-62.205684351628,-54.3418813287692,-49.8802844297026,-46.9342704529471,-45.2864610030486,-44.043385231053,-42.893448422902,-41.6319955469818,-41.271232403391,-40.7500192626425,-41.1678453650209,-41.9093581315116,-41.3480043027187,-42.1892982831564,-43.0083704701687,-44.1172782862995,-44.6661476886843
-48.0250980923787,-46.437858475982,-46.0454656411694,-44.9853105722734,-44.1778362926143,-43.6445669467442,-42.9078738279272,-42.713243021451,-43.0460544493326,-43.064786519713,-43.2138905958647,-43.1680537776588,-43.4962764490283,-43.5960088593108,-43.9842895371982,-44.8594726939981,-45.5861639592901,-46.6370800929238,-47.216809207713,-47.2355033547098,-47.9136396204475,-48.1874870477557,-47.7612450756884,-48.0269190072125,-49.4613748124544,-51.6208511770763,-56.6425697450796,-60.5181121149591,-58.1911697904449,-55.302157787323,-53.7337473545013,-53.4819666170252,-53.8002447221342,-54.4178350970963,-54.5630610488296,-52.8844393884694,-50.9910502137265,-48.3425704262012,-47.8579257794939,-46.8369212055641,-47.1373850959693,-48.0739886780658,-46.9383330604079,-48.9188487787393,-50.8543589541244,-53.8688329126272,-54.2947766458319,-54.6452730963171,-57.1724458169808,-60.448175700812,-58.2788249514407,-53.2210412319537,-48.6804828196097,-45.8556562334689,-44.1418580609128,-43.0883647328371,-42.5787779991186,-41.4892405535599,-40.9235515428114,-40.2882213621178,-40.7737804946192,-41.7416272041917,-41.6495303126823,-42.4076436778205,-43.4862006913241,-45.2941780005614,-46.629830416996
-49.1775574653878,-46.5335528991209,-45.8436428121969,-44.5465182862491,-43.7041728850023,-43.2125055497712,-42.779508107149,-42.4839428312104,-42.9016053273017,-43.2364075040919,-43.4616858950655,-43.3551493245547,-43.7322609067179,-43.9098749450564,-44.5088132369901,-45.6801086833676,-47.0648481623132,-50.0617265998369,-52.2268403698811,-53.1497857329404,-52.929937176334,-50.378941375059,-49.4461357000144,-48.2835966388943,-48.5130255760948,-49.4838131894699,-51.2763989276876,-52.1761302385464,-53.1483721611084,-53.8129139341238,-53.8458394946993,-54.8793076728514,-57.5848634031955,-62.2135480530008,-61.2741446355857,-56.4627573953342,-51.8329120840218,-48.9404995637663,-47.9669435698829,-47.2404517485148,-48.0210953783406,-48.2088508067106,-47.4332418084569,-50.3243802257045,-51.9727446501,-52.356054278857,-51.8030900351738,-52.6712453665295,-55.6719385250325,-57.7695084040682,-55.1688577615133,-51.5091897083609,-47.7563430351928,-45.2692726144361,-43.3729036861567,-42.128187875324,-41.7961691050689,-41.2929961960093,-40.703882655292,-40.3240992372674,-40.8686387581361,-42.1018144778443,-43.0447172814302,-43.974519477529,-45.4252303035835,-47.5263548003871,-49.2320147853917
-50.2068497650734,-46.9010527309661,-45.8936819621186,-44.6385804217977,-43.9037021348547,-43.5021810679928,-43.5082533546766,-43.2457717354582,-43.598681528243,-44.1596365081207,-44.4057667426924,-44.3735873599761,-44.6904901616882,-45.0079260131814,-45.7475611652432,-46.8820494120151,-48.7686523176175,-53.329233030038,-62.5065719133712,-66.7894632482502,-56.8676580397628,-52.2049061812119,-50.7806952021978,-48.4521819698638,-47.5933707666658,-47.6779733117294,-47.881115630383,-48.1494395923904,-49.809871404501,-51.4475097929459,-52.3452270281546,-54.2360754749037,-57.3987553322786,-63.2827470410216,-61.4937579584182,-57.2494401646252,-51.4740190475369,-48.7771789159365,-47.7540904752594,-47.827155513297,-48.9538969426829,-48.4323255426859,-49.1865086218588,-51.5758211311354,-52.119590501414,-51.4901563761585,-51.5703951059502,-53.3031785927241,-56.6934605051978,-57.3897958057163,-54.0382433654497,-50.256068369563,-47.1519828046034,-45.0207440932793,-43.1011734963144,-41.4988541799556,-40.8178483336768,-40.7443037198329,-40.3548713217013,-40.5029673697976,-41.1183419629263,-42.7696669141722,-45.3282930316352,-47.1884007847608,-50.0539215328497,-51.3822260070636,-51.1113233352579
-49.8512743726207,-46.9195009958677,-45.7716356168936,-44.9193297907097,-44.5301824242994,-44.3780012764803,-44.9113106090124,-44.9602438982246,-45.1128813720156,-45.7109040704715,-45.8913314079728,-46.0970141318038,-46.2654910681125,-46.7831608742102,-47.5324944955194,-48.3120541694429,-50.128088223687,-53.3735147085227,-57.2504157989884,-55.1827949843631,-53.8059251832518,-52.7619291183167,-50.6338141513752,-48.2737692996103,-46.8605149548455,-46.365618378106,-45.7462271639928,-45.7389840663977,-47.2086827747261,-48.544250167386,-49.5804968225631,-50.7350469150912,-51.4881403902047,-52.6404970617509,-53.4478288004791,-52.3610774174798,-49.2802257784448,-47.9551334624315,-47.6966395175239,-48.8092950076166,-49.7774083904136,-49.2571194880713,-52.2174078816371,-51.891280584744,-51.6746140022148,-51.797028816597,-53.3241172786266,-56.8012807055579,-60.6319710069276,-59.7012334120425,-55.0711512654646,-50.1695526086987,-46.8433664549582,-44.7337974757332,-43.0202167508858,-41.18355825973,-39.9419080639258,-39.8216204183525,-39.7306472375635,-40.4154585924542,-41.0706884221359,-42.9906471785605,-46.7260554039687,-49.8299599312744,-60.4958105421071,-55.8241594883503,-50.2734382175752
-48.2881024077314,-46.5202720139669,-45.4486224599346,-45.2326557569108,-45.4114349281255,-45.7388151323905,-46.7608512025459,-47.5186915786065,-47.4330960174073,-47.8257795733344,-47.8646915583752,-48.4034850419056,-48.3948721491874,-49.1175120122956,-49.6750026091772,-49.9666525621132,-51.0478735119117,-52.2890201734241,-52.4800863018572,-51.5926437033232,-51.6657509245642,-51.6916468168609,-49.0114304057041,-47.5345922553013,-46.2331781545689,-45.4755673206696,-44.5437404762111,-44.3462220121535,-45.1544434396823,-45.8725568476766,-46.7547292673439,-47.1884145226904,-47.3190991450617,-47.8560413628838,-48.737492976242,-48.0488794966006,-46.8227873990456,-47.263295068361,-47.9221127668204,-49.4484677581348,-50.2969610421411,-51.3953320034811,-56.3193767823714,-52.695183777656,-52.1996861725219,-53.1250977236928,-56.4466223425553,-61.1895687397574,-60.5603478240242,-67.9099322586736,-58.6147106949743,-50.9296142052112,-46.5425769324715,-44.1426133521763,-42.6296704675346,-40.9220601428339,-39.2966548995626,-38.7702745506688,-38.8755821476779,-39.8061228211861,-40.4339874418562,-41.8769735374755,-44.7962943817729,-46.2014554073643,-49.6072443233008,-51.1819158291221,-47.6603742656836
-46.5982955713103,-46.0808234173566,-45.2616597605961,-45.7100423514741,-46.538730169751,-47.5591897184581,-48.8733234258263,-50.5958348566857,-50.6411493672266,-50.5556832342923,-50.3962640295977,-51.1633198402479,-51.091834917187,-51.9157472422564,-52.1022333340226,-51.9919361168378,-52.0157097970211,-51.8243108343602,-50.6515937592373,-50.6895668898864,-50.9223974318051,-49.9017789436213,-47.4150559346863,-46.6648938873577,-45.7918481999589,-45.010070462593,-44.1440331974514,-43.8181310475633,-43.8118836433657,-43.9741576708011,-44.5746190634693,-44.6780867249319,-44.7693078228925,-45.0580887339485,-45.611013352461,-45.1133895868521,-45.0857732423182,-46.7357194827172,-47.7612206628745,-48.5012587163933,-50.3634705827415,-56.3064072084254,-61.2164534779299,-55.9621209838378,-53.9802792225006,-54.6600488735586,-56.8206916996654,-54.9808957516867,-54.3705832517518,-60.6422383785175,-57.4121980756395,-50.2475512544018,-45.7886218351742,-43.3598215105999,-41.7907414436674,-40.4295763753554,-38.8764488082563,-37.8880230868948,-37.9770702446772,-38.7522741591616,-39.3389123302318,-39.9343563741972,-41.8759596980471,-42.346126010497,-43.8433246049223,-45.9133946792914,-44.9818870638483
-45.3449315099815,-45.7766598526236,-45.4590005559409,-46.4698599750616,-47.9141448073229,-49.8495318919985,-51.3823564375905,-53.8290983065889,-55.1946822088256,-54.0386232375801,-53.5668320624688,-54.2811450914941,-54.5429552032011,-55.2700546313999,-54.9982361497593,-54.4990987510372,-53.239276416116,-51.7181057296434,-50.0750929088973,-50.6016446181948,-50.6027576773437,-48.3952783425316,-46.6736425636414,-46.2562974957123,-45.7435208374514,-45.0341420653799,-44.4864002310121,-44.1030704212232,-43.3477072532099,-43.0625552073194,-43.2896235236091,-43.2472871166378,-43.3744205425766,-43.4334819754417,-43.5457198226676,-43.3162687814456,-44.1246973589108,-45.8241310013702,-46.6430264976431,-46.862873776396,-49.8561011054754,-59.039414225633,-63.9701789056559,-58.4432949189513,-53.949290365133,-54.7423396763501,-53.3286052357084,-50.3645532001918,-50.7014450975044,-53.1646591854452,-51.2762755181181,-47.4962446648235,-44.6444434211311,-42.7044519428801,-40.9277284814646,-39.7265946184832,-38.5915647748602,-37.3749214895096,-37.2450200868686,-37.5730279803264,-38.1193483219151,-38.1722171736378,-39.5567214762351,-39.9027069878872,-40.7262807191224,-42.4290897202114,-42.8248677686412
-44.767591751862,-45.5937777125948,-45.9908470744304,-47.2231715446205,-49.0555527686156,-52.1268416247289,-54.9864858431969,-58.3095087951453,-62.7931287098275,-58.1032162870923,-57.2914943870772,-57.8422016503719,-59.1949741011555,-59.9161326645822,-58.760176626679,-57.1165160894006,-54.2026636894535,-51.7613415175518,-50.3055177300267,-50.6228254020123,-50.1961855503731,-47.6948603539516,-46.9848496137124,-46.6299426848421,-46.2723303362622,-45.6375820079704,-45.5095733811752,-45.1077155761625,-43.8612481971027,-43.2227500147912,-42.9900952720998,-42.8211727270737,-42.8874217453073,-42.6894803694884,-42.4018386926707,-42.4785098243838,-43.6672851080002,-44.4775331104387,-45.1724971821301,-45.7251451938121,-48.4287850796865,-51.1268520415186,-55.8261623015769,-51.6354597636999,-50.7541955796361,-52.5703775496011,-49.9156844642873,-47.8741534469397,-48.7832511855658,-49.2408533781898,-47.5359562969718,-45.2269780282041,-43.7625147118111,-42.4475505236434,-40.5249123886755,-39.1766340150449,-38.3711475626308,-37.2990065801269,-36.8294766020978,-36.6048279449951,-37.040635109999,-36.9811397242864,-37.9291624981235,-38.4544842449974,-38.938168596324,-40.1876380344292,-41.351301385093
