-43.3890262495817,-49.3782322873963,-55.9006246731871,-46.5191555593845,-41.2094235108666,-38.3654418964431,-37.4299626528426,-37.4021259704529,-36.7110550624197,-37.120555986076,-37.6707037598012,-38.3719327522033,-38.9631736384218,-38.7719109049783,-41.147810755524,-41.1214984045985,-42.980426684751,-44.1396962796753,-46.6992318872309,-52.5178028781371,-58.7450557136457,-52.1845073663993,-46.6657323847835,-42.5957336200706,-40.3934472600234,-37.9569066172062,-37.057492761602,-37.666067632801,-37.55769199473,-37.0702374931707,-37.1470964926646,-37.9594218449463,-37.8618927865672,-36.9888664292235,-38.0863219547043,-37.8330868774045,-38.5619047989406,-39.0229511192259,-40.44678604774,-43.1747745263241,-46.226413784873,-49.8888019822626,-50.9548628733729,-47.2830977798855,-44.773989163318,-42.0794481747175,-41.6217642224114,-40.5166941061958,-41.526853504437,-41.2759735745455,-40.1872123828681,-39.1097809651457,-38.3292993613259,-37.6123552049219,-36.8180911394567,-36.2910399072125,-35.8068562967725,-35.5255365757003,-35.5969089509202,-35.8826910120174,-36.5897619052027,-37.7605649617315,-39.2935861822339,-41.6460692515281,-44.3320057586831,-46.7184529340383,-44.9101941620185,-43.3382407294109,-42.2875226647789,-41.1986268197346,-39.0605830666124,-37.4417520365623
-42.7317466670325,-46.1454205449424,-47.1309015980697,-44.2351498949501,-41.1441995064366,-38.4947562740449,-37.3379848108772,-37.3472693465791,-37.4855398494557,-37.2291482371621,-37.6109088082783,-38.2173976750576,-39.3585816291312,-38.5211280910085,-40.7604469359895,-40.2693007939689,-42.1277474574364,-43.1519245443481,-45.7468312840977,-48.6444455388713,-51.0188685890969,-48.5167145404588,-44.2876019009746,-41.1126432632577,-39.5145746809954,-37.6917584128094,-37.4485063868862,-39.1894138551873,-38.3727911341056,-39.284512441186,-40.1390726291575,-40.9605319367772,-39.9790863022585,-39.3891503524926,-39.4162504844562,-39.3887480879144,-39.6636434309335,-40.4411589770906,-41.924080133747,-45.0488787548626,-50.0027290290386,-56.3035127016296,-54.6317436411135,-50.8267439816033,-46.5241535642826,-45.0926273176272,-45.1798928869211,-43.8527881381337,-45.4333801715416,-45.6496820630446,-42.8865026020135,-40.1832199616525,-39.6133632453688,-37.9577689503731,-36.5894975063735,-35.4153210885981,-34.9385948840573,-34.7003651558261,-34.8293403732296,-35.2062425794066,-35.617588409891,-36.358011529948,-37.531845817946,-38.6215618035672,-39.6644280990329,-41.0532685016594,-41.1865516291631,-40.09495666858,-39.2816471187268,-38.3472640849015,-37.4984131053216,-36.6035832076159
-40.1275541987385,-40.9963844407663,-40.9766069457358,-40.2326105267502,-39.3014822792021,-38.0141189556118,-37.1057221958722,-37.2053758895774,-38.34845476693,-37.96172880053,-38.6077688709087,-39.3174173770064,-40.8537172234255,-39.831249812645,-40.6551843699398,-39.9938381605575,-40.7625907479173,-41.3873533576689,-42.5304347001047,-42.9856220853497,-42.8059720079104,-42.1236662721065,-40.8292560283513,-38.9744488022638,-38.3648688108372,-37.7941443930235,-38.3061544420641,-40.5644936795568,-39.9887195579261,-43.2109520704032,-45.8285105275701,-45.6796078638809,-42.9377982125942,-43.0437791931104,-40.8787557258188,-41.1474369675806,-40.6941033190442,-41.6040203055218,-42.4845232460453,-44.6020926580933,-46.8673905283419,-47.8015411618824,-49.1143690465115,-48.2445752568019,-46.4180836236383,-47.4526063518663,-48.9873934772519,-48.8234600722212,-51.5023996226957,-52.8785285395268,-46.6557084372815,-42.1062176369547,-41.2954649730925,-38.9758434411144,-37.1434580902059,-35.4679138891193,-34.8998624219608,-34.549642223687,-34.5136369123599,-34.7488705117563,-34.8471711892808,-35.2440055065057,-36.0426494660824,-36.437467338625,-36.9672483763643,-37.953154577968,-38.6621134909627,-38.0306383429611,-37.416442636854,-36.6854954552762,-36.6343467439635,-36.4081780336779
-38.2880716859797,-38.4216656573308,-38.4003605173667,-38.1199722727667,-37.8052723581919,-37.5934506431661,-37.0559769587128,-37.215888369847,-38.915404279374,-39.343273844603,-41.0191184242732,-42.4904891795946,-44.399666805087,-43.15070473385,-41.2339124307368,-40.0904849106896,-39.4063770908736,-39.4223471854733,-39.4343889713642,-39.3181380221012,-38.7308909423435,-38.3028558236688,-38.0941236547072,-37.1873745256672,-37.255460899567,-37.9876282425161,-39.2198071933549,-40.9831230383083,-42.2581272743537,-49.2533263291734,-62.8068576222352,-51.4638574008048,-46.3996761802033,-46.9000539667528,-42.4029106499115,-42.8078753999151,-41.7573552839454,-42.7272668486119,-42.9933186308351,-44.0260059402719,-44.5086611913074,-45.1249186907176,-46.4916476250347,-45.5368007680936,-45.653347902566,-48.4236007832456,-51.8529185157869,-51.6339459581851,-61.7199321629127,-63.591513037102,-48.3270603449602,-43.711419214889,-42.3342968633203,-40.0216537065313,-38.0653303725592,-36.2996804175406,-35.60225267166,-35.0516607292381,-34.7201367403661,-34.6386946101656,-34.4968007309778,-34.6369018822202,-35.0871982373392,-35.2563746412534,-35.6402930440453,-36.3137446670019,-37.1589373894663,-37.0162765411969,-36.6407774725848,-36.2073015862892,-36.531918265136,-36.7473800593275
-37.4663340417861,-37.3638846265935,-37.4442642345318,-37.3567445905617,-37.2073874561455,-37.6110251300038,-37.4336655947974,-37.5535893340275,-38.9360719832644,-40.8543123841652,-44.6418627677177,-49.6536468134864,-55.0555177321425,-48.1343517076737,-42.0384422948447,-40.026625974839,-38.1568806034001,-37.6364516294827,-37.0710957228965,-36.8554278443654,-36.3380505089185,-36.015069916994,-36.1886268771043,-36.0170071442092,-36.4004880777023,-37.9116671441451,-39.5698445855958,-40.3214239837305,-43.1802995782422,-48.961056541641,-51.4273476107036,-49.8612333743665,-48.4559378524393,-47.1457793300039,-43.8415408378761,-44.1547383448187,-43.2948143353134,-44.5208063384863,-44.6450482407154,-44.6456933446882,-44.017298577663,-44.4875442347387,-45.0011554501562,-43.8242370476425,-44.8208805716087,-47.5732855846301,-48.5805246947216,-48.3512640880495,-52.2273263754775,-52.9532895646528,-46.3558344808782,-43.7713172995201,-42.7493934467058,-40.7665916882708,-39.1238718118384,-37.7691810147594,-36.8809816239573,-36.0759801505795,-35.4121030651029,-34.9528180020347,-34.6840520889374,-34.6433420891664,-34.7960906859108,-35.0111612081564,-35.3823278325542,-35.751113038821,-36.5212700475803,-36.8929361447126,-36.8835893526025,-36.8814939400332,-37.3371040408596,-37.7314364710183
-37.5262792758972,-37.4240234429662,-37.6280202207131,-37.6731984339132,-37.5538821955285,-38.123328163894,-38.2376070844015,-38.2108209125898,-38.5732793550677,-41.0607247977897,-44.3097907076463,-47.061975512124,-49.3639216588383,-45.013404412804,-40.9036059308619,-39.1393498568097,-36.9012332487856,-36.1381345973772,-35.3906194528434,-35.2134144157898,-34.9695763044779,-34.7868157166205,-35.0554799648237,-35.4771489474657,-35.9684191709427,-37.5013612729584,-39.0039092842284,-39.3204588698424,-41.2833587155259,-44.2648087236332,-45.9353335247277,-46.1408321270257,-47.3308595096179,-44.8327949123998,-44.964089813588,-45.334609757661,-45.9169710846633,-47.9730216443638,-48.5212805094578,-46.7628942581343,-44.8784566415854,-44.651650895159,-43.8221831068527,-42.8772394892508,-44.0521599717241,-45.2484927438733,-44.5289279459169,-46.0373912525323,-47.2476335854659,-48.3423707617254,-45.0119255350432,-43.7823438532208,-43.744945956741,-41.8234377121101,-40.5107095749448,-39.6608121939201,-38.424887161705,-37.3734139767783,-36.4624339614793,-35.7284108634051,-35.4734714525567,-35.3529148626208,-35.2920349312536,-35.6672932034524,-36.0517708213943,-36.1110531693561,-36.6424409138197,-37.4874573037018,-38.0423593882082,-38.694576058045,-39.2717334191471,-39.7459239842211
-38.3053585933766,-38.4516704417185,-38.8848262793944,-39.1323421329776,-38.9959359013083,-39.1857345406564,-39.2969444639045,-38.9718549780644,-38.1968778360495,-39.6382226555134,-40.1964241879159,-40.5703333238791,-41.303496210616,-40.3144622494716,-38.1572602421059,-37.5614206827142,-35.7361908847994,-34.9960763199841,-34.3266208046321,-34.2273161856321,-34.3188983152923,-34.3730313945472,-34.669838712728,-35.547040552195,-36.1229126551147,-37.1628628909149,-38.0977417661393,-38.6454661552187,-39.3391265490474,-41.473492381609,-43.3490490778546,-43.6193408015872,-44.9087032730332,-42.8111136586116,-45.5532020036051,-46.5438564212338,-50.0767494529008,-56.0094322385857,-56.287494175222,-49.8309069245218,-46.2314275724667,-44.6157359938377,-42.7630345747643,-42.4951428545145,-43.3433296297771,-42.9415349847705,-42.276202824746,-44.8981550140526,-44.6400332233409,-45.6542909338047,-45.2043530534742,-45.6340437509781,-46.5550897560539,-44.3667217505643,-42.6964369357937,-41.5745315842566,-39.784688439276,-38.6059389987865,-37.6655634328663,-36.9558051722215,-36.9047219549635,-36.8833551731585,-36.7695117908204,-37.2975966524944,-37.6189485626063,-37.3626439997114,-37.4463500125989,-38.5555018681713,-39.8454307908174,-41.4977267556623,-42.6089063628335,-43.7314309120153
-39.5185355314109,-40.3003202614882,-41.3921585113513,-42.3085327941291,-42.1197225516503,-41.0553879065578,-40.4417416340799,-39.5169623238301,-37.9976714312685,-37.9755826797711,-37.3235625871239,-37.4119283577921,-37.6901778158826,-37.6674785355179,-36.0322672468495,-36.0726333980303,-34.9336598077948,-34.3055710781044,-33.8487979891243,-33.8077690144845,-34.1779355875452,-34.5738875015584,-35.0016368389705,-36.2028058243509,-37.0413719613028,-37.5118751343936,-37.8248927401707,-38.6545712337856,-38.6085377972939,-39.8454870101804,-41.4028737650416,-41.6066144317858,-42.3436727616644,-41.4359904972574,-45.426159641323,-46.7749060190098,-51.5455831541018,-58.062020889771,-52.9721355501815,-49.8695881080234,-46.4117004873623,-43.9032459595787,-42.049682526672,-42.4768490034512,-42.6718487225926,-41.4344003136527,-41.4200581544042,-44.0386367274683,-43.0315736689167,-43.9364657575281,-46.7530852516784,-51.1197663153448,-53.8734259342278,-49.9365148211864,-45.5813550017553,-42.9267248737546,-40.6445381048504,-39.5024267539592,-38.7920097855024,-38.5480154019179,-38.9788168916708,-39.4117245505131,-39.6259414842023,-40.2076910744037,-40.2014100442732,-39.56197482534,-38.8751892671043,-39.7363332284757,-41.5304506015037,-44.2094464436324,-46.3028199508981,-52.6437603797005
-40.535254759517,-42.2690479728529,-45.0330095333465,-49.766131564817,-48.8837564678572,-43.7024896470129,-41.2648197330412,-39.5384188128389,-37.8994468669215,-36.7796738591969,-35.8693493029867,-36.0085747553415,-36.0061929560725,-36.4164884844434,-35.1646808791378,-35.229461003323,-34.7208887952822,-34.1576519549512,-33.9232921392183,-33.8741111439873,-34.3635017824801,-35.1241165094162,-35.9055373863765,-37.3494087778387,-38.8929903554686,-39.2711888675101,-39.051492128128,-39.7218581328402,-39.1300961371896,-38.8940017964254,-39.5462123454348,-39.7427601549775,-39.9629375686506,-40.4600875057919,-44.3534078299142,-44.7142861919646,-47.2257637333606,-48.7990717421408,-47.9936992336159,-47.323308609588,-45.4788944056717,-43.2970693433926,-42.0959294376534,-42.6614124554663,-42.0571385533489,-40.7581500679074,-41.3462780591938,-42.8311836479517,-41.8474296094974,-42.9182150430827,-47.9879043871023,-51.8156850073968,-57.2724990879914,-50.7852358323558,-46.2936374404261,-43.4093595145699,-41.0951355073766,-40.0305699072666,-39.6776397042176,-40.2557071896374,-41.4725423732704,-43.0728739761855,-44.8812424585818,-45.4849642102285,-44.1838074960064,-42.6463624073531,-40.8143729255577,-40.6359341281378,-41.9588672492138,-44.3350948014413,-44.9315291443521,-48.4253452481142
-40.482452290336,-42.3442060938155,-45.2903025234475,-52.0761186993388,-49.349313828591,-43.7438525313563,-40.6204051043086,-38.8005967887348,-37.6937619458077,-36.1551378770993,-35.5871978162024,-35.8693893217768,-35.7363415000958,-36.2930552583433,-35.6438523237126,-35.3177206582243,-35.2264307843414,-34.6081024148941,-34.4776745342346,-34.3243592436748,-34.7113882416707,-35.6580265943128,-36.9157756697677,-38.6048413103969,-41.4696865467812,-43.810083438591,-43.2045484389873,-42.5383091097128,-40.4088600415,-38.3749381065742,-37.8301520915841,-37.9836889946403,-37.9635239082287,-39.4447713741043,-42.1366374489468,-41.8621759812518,-43.8727655129073,-45.2920467898944,-46.3056151675928,-46.2598456895154,-45.4982806922989,-43.9762488927297,-43.3261738425084,-42.9379928183236,-41.506592878324,-40.5666142468491,-41.2800775534033,-41.139002817529,-40.8342828085606,-42.3063108830711,-45.6999252624049,-45.170836593397,-47.7370573229641,-45.1301153754602,-44.3380502331333,-43.3955145635122,-41.4531045049816,-40.3688119599913,-40.2614929443073,-41.5124316857919,-43.2431220799832,-46.2955106248872,-52.3599670973762,-62.6647349816688,-49.2633070402703,-44.9519309966774,-42.6485400364056,-40.9990911312087,-41.0929908690634,-42.4210823150723,-41.8405744217797,-42.1535976766882
