-34.6172586099499,-34.6488807103376,-35.3020977275931,-36.2359858253113,-37.7614404754362,-39.4394717225442,-43.005078730058,-45.2983697465876,-49.1109752289153,-54.9237713223573,-53.7347837917262,-45.1318514388947,-44.2321036317517,-42.7877631697123,-41.6915648159973,-40.0168892189158,-38.358467078478,-37.5698513023323,-36.8921004498554,-36.2097107271134,-36.2937780097798,-37.0828059558825,-39.7883123771174,-43.138314471016,-48.3168394772828,-54.0879831497955,-44.1664962519008,-40.9460623128041,-37.3604826823025,-35.364355938135,-34.4363010580517,-33.5683804299774,-33.777125395278,-34.1314055524792,-34.7991651527503,-35.3753349442516,-36.6422387701738,-39.2514282869353,-42.0779672059463,-45.0080591796161,-45.4362636415272,-43.0037663240781,-42.881521510746,-42.4176763162054,-41.5968078586609,-40.6118057803716,-46.9326604713774,-54.1579559702849,-49.4182051838129,-41.3107902183884,-36.4586148614595,-33.1424404647938,-31.0324623181377,-29.6081044767497,-28.7346074731379,-28.0747140465443,-27.9302550622106,-28.181607012287,-28.9278272398916,-30.0724721617877,-31.0724357613177,-32.4089965381073,-34.4006570389624,-36.3681324270227,-38.1497826775624,-38.1090552247784,-42.9915619944871,-44.2844513940833
-35.0743083615142,-35.0516994762345,-35.394989673664,-36.2093550698887,-38.2168644559667,-39.5490094788701,-42.8812952439142,-49.8074650169465,-54.1993087904996,-59.6306911323146,-54.6028120186342,-47.2778644378682,-47.3873100300209,-45.8949331591702,-45.0584963715624,-42.82648343969,-40.7375371102527,-39.8066917970883,-38.3377829522416,-37.2063892581129,-37.0216621364836,-37.5550608181561,-38.3856513940724,-39.6911915191775,-40.8046812656702,-42.2235689878626,-41.0199550892508,-38.2663192212457,-35.2469756022442,-33.9727699622954,-32.8324062123754,-32.5746634092199,-32.5769172898061,-33.0762048109714,-33.8732029995993,-34.8926554431901,-36.7043355223715,-40.25898436718,-44.0439009418037,-48.5195794824894,-55.0613632840709,-45.4498785224408,-42.9870116684465,-42.0791561365625,-40.6584968846082,-38.8491195558881,-42.5948415537813,-41.8212635606606,-40.5890075743989,-37.718388711926,-34.4834237250969,-31.9122875359614,-30.0247618635923,-28.6492363474404,-27.6816605271021,-27.1049003447163,-26.9737504815846,-27.2409192727063,-27.9454677494569,-29.2029791061016,-30.4636740659858,-32.0020458931974,-34.201205305045,-36.8796841694415,-39.2331885745357,-39.2150191575705,-44.8170965049046,-45.0923312443557
-35.9433198004764,-35.7455617538877,-35.6256460119546,-36.1417459839447,-37.7672693428926,-39.1657681289238,-41.2578662481297,-44.8556603377921,-50.2845014561197,-50.8305943987277,-51.6834343781007,-49.591850081074,-52.2682867916631,-51.0452459759994,-49.5449432230977,-45.9379410018036,-43.5695754405143,-42.5341465936413,-39.9509670588732,-38.3362146106431,-37.6428825310684,-37.445797038256,-36.4785019982904,-36.5647202504155,-36.466126232972,-37.0886416955913,-36.475673998403,-34.6094560795379,-33.2503407475266,-32.6428108423975,-31.717215874873,-31.9709679671636,-31.8685058748093,-32.4471959400382,-33.2201815836626,-34.479627990519,-36.2073287155554,-39.0992020782697,-41.9411674642986,-45.0169336810283,-50.5243877726437,-45.1639992559882,-41.5975629857027,-40.6847594708807,-39.4420054012049,-37.7397264969465,-38.7060387326156,-37.0645905151124,-35.9420935504983,-34.1650976190969,-32.103984411613,-30.2960442464328,-28.8170439553037,-27.590928656489,-26.6745433996891,-26.2629534662742,-26.2015107202497,-26.4967654898653,-27.2008441313112,-28.512236627983,-30.0898110865979,-31.9021747886078,-34.5434242365309,-38.2690014674434,-41.7218235016867,-42.4786311193212,-47.2301047029905,-45.9383271476151
-37.1563502591782,-36.6265021098941,-36.031139003042,-36.1610837087079,-36.7980498848523,-38.3648095994944,-39.7763656006721,-40.9780905086939,-44.6429520711883,-47.7142199355444,-48.8910961464607,-58.5794743169299,-68.4759944876363,-57.7374123408531,-52.3691944474443,-48.3975182028493,-46.5024526335889,-45.6938404085651,-41.7133612415453,-39.6463933638971,-38.2146606932248,-37.0434694706555,-35.1059669122183,-34.5362077943874,-34.1037867617945,-34.1255152837206,-33.4263735661946,-32.1731091246351,-31.8347104931334,-31.5492947388495,-31.0860840874444,-31.6013612305321,-31.6059252005233,-32.2496720953518,-32.9548567493137,-34.1984858662629,-35.3988575325436,-36.8482593009952,-39.1328196580416,-40.9424753515874,-41.9605099457897,-41.128225974688,-39.8299216646772,-38.9593542249371,-38.2238974850721,-37.1812213280445,-36.2383578545438,-34.7767070646988,-33.6036616588506,-31.9958227741975,-30.3629265849551,-28.9321725157576,-27.7092522012304,-26.6241888232419,-25.8490269881293,-25.5838041850273,-25.5895058947458,-25.8895979950945,-26.5814001320423,-27.8368388036133,-29.6185103547256,-31.6084201492083,-34.5999851120947,-39.2221096582807,-44.8418939847233,-49.6651430353685,-48.2206392766773,-45.0469884032572
-38.6311625438505,-37.5909014067825,-36.6089167769075,-36.299708044803,-35.959649382767,-37.2292605642835,-38.4380790571378,-39.0806987995395,-41.3666272213468,-45.0537045237174,-46.4310183468087,-52.1454687614527,-54.567478243439,-52.3484662645098,-51.6860500877488,-51.1025259532684,-50.5260311041639,-49.4888116867175,-43.4188466218029,-40.8406543237763,-38.5256646240659,-36.4662490436653,-34.315996422427,-33.3713204549407,-32.8179906078917,-32.2753890657432,-31.5506919700373,-30.856207672524,-30.9979528221986,-30.8405281633368,-30.9205010654716,-31.4880101960818,-31.8157857966717,-32.5523738894111,-33.2719379595086,-34.3515152306609,-35.0509641961859,-35.4085538956038,-37.3244669225347,-38.2326796929179,-38.0193472151531,-38.0632468741512,-38.4620949848392,-37.6434489198206,-37.3991757887369,-37.3236136822007,-35.0691191053119,-34.009547237686,-32.7063702574261,-31.0105395854612,-29.447106063432,-28.1147896978221,-26.9284883031638,-25.9236265802814,-25.2873163135252,-25.0863263351748,-25.1205386949897,-25.4107896605092,-26.0495914422032,-27.1537077210186,-28.942050889853,-30.9269845244991,-33.6669345831933,-37.7235730569542,-42.5052562765031,-44.5023648323529,-45.0066391435657,-42.5749628163656
-40.1821227156319,-38.4478667786066,-37.1907729550688,-36.4414117430037,-35.4871402114218,-36.0241106359362,-36.9394376505733,-37.9767242613536,-39.3311464453858,-41.9044905218588,-44.2159884710844,-44.6827422887021,-48.2966349575033,-48.6565047100565,-51.764525001743,-58.7303291851065,-60.0546557903347,-52.5933968033307,-44.0516966202414,-41.1626702667008,-38.3338963162632,-35.8690693434295,-34.0438036887933,-32.9119106092063,-32.1879555610858,-31.1962648178232,-30.5315246172568,-30.3299427441912,-30.580491584037,-30.5574941484263,-31.1733114337229,-31.759765675322,-32.5973268790532,-33.5218196708589,-34.4499549501288,-35.3167343708072,-35.6478643559894,-35.2242270515065,-36.4488351212573,-36.6209836509803,-36.0692522362545,-36.482502891292,-37.6269848854672,-37.0386816746964,-37.2240385532966,-38.2126418297207,-35.2935743167551,-34.5606482285723,-32.9816071618459,-31.0181757994395,-29.2931480927231,-27.8773083812672,-26.564270262228,-25.5789464552968,-25.0155968519761,-24.7882426122803,-24.8110080686506,-25.1063098818582,-25.6718898250718,-26.5946461970868,-28.2388118258128,-30.104635562962,-32.2038731491932,-35.1421684470813,-37.9911926257724,-38.3959297353679,-41.2697537422627,-40.2969452412137
-41.334760762195,-38.8934399772982,-37.4342900666185,-36.3807984747777,-35.2944831405611,-35.0243609411544,-35.4134233983854,-36.7177376003476,-37.6825814114157,-38.8448881137177,-41.4191263845002,-41.3470385702708,-44.4899119609264,-46.3050230866409,-49.965270702556,-53.2243527258825,-51.2119287688182,-48.7930168969496,-42.7960609525022,-40.5944082819372,-38.0087499175815,-35.6673247699907,-34.3192170496616,-33.0617544961088,-31.97167152679,-30.7281244012016,-30.1333412228465,-30.2453231582844,-30.388279869478,-30.6154734109928,-31.7267614258568,-32.4838123034768,-34.1011438271955,-35.4924743916086,-36.9759688749906,-37.5103930796295,-37.3457798977208,-36.2780108707071,-36.3353733270626,-35.9696343971547,-35.5107510962165,-36.0965779332298,-37.2912323401919,-37.2095085721176,-37.7937415638624,-39.5157376073304,-37.3046004996108,-36.6447467482694,-34.4282376584938,-31.8834831397569,-29.7490253028914,-28.0947914424835,-26.580237470269,-25.5805317886609,-25.0128013529806,-24.7088588378774,-24.7095213037162,-25.0481186522914,-25.5750999649059,-26.3568565634816,-27.7936354044632,-29.5096423331383,-31.036820848845,-33.1490315994188,-34.9799839186059,-35.3343382605689,-38.5284660915318,-38.6364039054042
-41.4133018235311,-38.7709860081155,-37.1832893712833,-36.0351428011284,-35.191778212352,-34.3519121028029,-34.2061480451511,-35.1479159310548,-35.965481050397,-36.3021797179086,-38.1840579730777,-39.0744359699721,-40.7048763161739,-42.6711993991468,-44.1886098700326,-44.5832263116292,-44.3550375243379,-43.9593880112603,-41.2440756575544,-40.3505971341004,-38.4300878873027,-36.415465379531,-35.2703778926261,-33.6993739693622,-32.0171478106737,-30.7116868328631,-30.1089959804223,-30.2435215836064,-30.2380077177562,-30.7886589161931,-32.2884981516107,-33.4295114205811,-36.3345453232788,-39.1055381215495,-42.2132795366336,-41.4416881838269,-39.8426148464991,-38.3448772457994,-36.8753370102947,-36.2390840511016,-36.169323532028,-36.6862027861285,-37.4710289587984,-38.1180765931831,-39.0493604833515,-40.5256435866066,-42.365537987114,-41.2201297006622,-37.1297114242046,-33.3213617892169,-30.5073147454431,-28.4929538682277,-26.8309140232658,-25.8313699213831,-25.2255271874919,-24.863452750099,-24.8758697892149,-25.3040511552133,-25.8816163517032,-26.6156714616688,-27.8480185989169,-29.4200344283508,-30.5912546852862,-32.0956855906921,-33.3487657640184,-33.9453554163421,-36.6739760087358,-37.4543684463015
-40.5055591465745,-38.339274789217,-36.7825835673229,-35.6305642084381,-35.0901640760062,-34.0249233947257,-33.5240787909397,-33.7766054728712,-34.3101650472001,-34.3934891192401,-35.3650070262894,-36.6469775913921,-37.1494389285676,-38.5062314217968,-39.2944448850181,-39.8372909750548,-40.475910327279,-40.582083482167,-40.7344858464149,-41.5839976560198,-40.7799120161805,-38.793159991036,-36.9668548287047,-34.5058656280902,-32.1720664212892,-30.873707503119,-30.1580577412632,-30.0544455129077,-29.9863613145917,-30.7723166664166,-32.371834065885,-33.8562070459438,-38.0498562059582,-43.8811059341319,-65.938572786247,-45.5139230978126,-41.5450539853275,-40.6304884188154,-37.9838220757259,-37.4753931025215,-38.0832618166347,-38.2134883093565,-38.3199762535265,-39.651172681339,-40.6975200871451,-40.9945858912653,-56.0681560911049,-49.8634797271472,-39.8782166434491,-34.4019515516948,-31.029966428895,-28.7291157736944,-27.1180354276336,-26.188784371918,-25.5873462758758,-25.2524753188195,-25.3507348179143,-25.9115859836007,-26.6706023707511,-27.5015796304319,-28.6010485600035,-30.0693502533976,-31.0870958702319,-32.0443351750307,-32.8700408584452,-33.7340752827116,-35.489956031574,-36.614935370357
-39.5194933632285,-38.0617022055805,-36.7478379386716,-35.5758706928822,-35.1273646207924,-34.0770747033756,-33.415808722995,-32.9838778605675,-33.078336380704,-33.1358415622227,-33.3504953999271,-34.2653793097368,-34.3954540516545,-35.1860592481158,-35.8548144005796,-36.6846992564829,-37.6804308064098,-38.1878897498539,-40.9846124210015,-44.6176016621227,-48.9919449278857,-43.0787552145426,-38.554531950969,-34.7441742140064,-32.1661345738852,-30.827332742848,-30.0094821786116,-29.618669896776,-29.5898082529726,-30.4219799968522,-31.7485887720359,-33.1992708031721,-36.7240689299322,-40.4560521844963,-43.4859647368268,-42.4535948171975,-40.9225771580346,-41.5917196400383,-39.5215075468381,-39.8910301433411,-41.5751665093554,-41.0747921320595,-40.2179454197592,-41.6330147384822,-42.1712160906013,-41.3810448141478,-43.8852446152637,-42.5425289548902,-38.3576012164247,-33.9292729152641,-30.8979936618889,-28.6734097909517,-27.3267788020389,-26.5447563065057,-26.0377412824802,-25.847043483492,-26.1181293345016,-26.8387974682577,-27.9439146223871,-29.1013316894066,-30.2779369939978,-31.7812448236915,-32.7989429700422,-33.093190995939,-33.4168205571261,-34.438913465348,-34.8183571573793,-36.0744551350781
