-48.2301284574532,-46.2583751871237,-44.2071342907112,-43.295301050824,-43.4658105784723,-42.7342823494134,-42.47825209641,-42.1761181040667,-42.8041227495669,-44.026991801918,-44.980715326088,-44.3501185875682,-47.4139328290285,-49.2887290611842,-52.8241063361993,-54.3050609330784,-56.4936325774144,-63.0414882343325,-61.8984573643863,-58.2427332748716,-55.5349339103337,-53.8073767399493,-51.1047398319888,-50.5532343174699,-52.7221018935831,-53.1325910047217,-51.6731689710356,-49.8538426507567,-51.5681808410816,-50.8994019174786,-52.1344706055718,-49.8397352537544,-48.3887867075029,-46.7268740309096,-45.7420708571931,-45.1497075273756,-43.3021822658213,-41.9328796114079,-40.4375378642176,-39.9068074839671,-39.5386484734489,-38.9403356000383,-38.2924196180028,-37.69288872228,-37.3812368695647,-37.5717559109156,-38.1872254425316,-38.724907053543,-39.3497613707093,-41.3191139058116,-42.4860072539159,-43.6212327710671,-46.116947096573,-48.3250613717927,-48.0878269161972,-47.5483415985045,-48.9302253360318,-47.9872169690777,-46.7183431031126,-46.254412583734,-47.5950620062105,-48.2896401384991,-48.3071555524927,-47.4681683057005,-47.4914902151026,-48.0285591460479
-48.4516479020026,-47.0941372198252,-45.1464319358224,-43.9359101290815,-43.7915655579618,-43.4997670710758,-42.7789156251281,-42.2368292410227,-42.5449360189809,-43.9973275149085,-45.3954594574873,-45.0359874891274,-46.6264207494487,-48.8567901967789,-52.0215190373882,-54.3562617957513,-55.142733197075,-56.2457808797258,-56.655733659969,-54.9727613012419,-53.485211793056,-51.7161451043162,-50.3371030468807,-50.6237734255105,-53.0094598601099,-50.6010041267282,-50.1806068049515,-50.4808135786412,-50.0079034353365,-50.7510902863239,-51.7552259374692,-49.2672021937026,-49.1922188619921,-47.7294065547729,-46.9734039888592,-46.0431578864248,-43.896921848406,-42.8748889544262,-41.2329044116137,-40.8751336287018,-40.2245444192686,-39.1944044604823,-38.4407058708086,-37.8763629486013,-37.4787454892589,-37.3367428574815,-37.6485521737176,-38.265407700557,-38.1651863108897,-39.8874745970245,-41.0833164008768,-41.6944368911883,-43.1964524194854,-45.2231759474295,-46.0315163294631,-45.5387915831771,-47.0573575500982,-47.4730363248436,-47.7175111187228,-46.6322532094356,-47.3179780036528,-48.255992401402,-48.495375515216,-48.1080238453697,-48.539533517557,-49.409049093008
-49.2438784701795,-48.6803350182492,-47.073576356511,-45.4328754507095,-44.6432226403764,-44.7648596933638,-43.6892794239302,-43.0866287729422,-43.0158315511842,-44.0335051782443,-45.1446922237238,-46.4379656449996,-46.4256200968678,-48.4710221854768,-50.3409483629145,-53.0975625435589,-55.1798639606664,-54.1784233783689,-54.4434131158273,-53.4032837022856,-52.6194882156408,-51.1423222890335,-50.9565189849723,-51.5645458115391,-52.3917551533295,-49.189593405112,-49.8749164636387,-52.5456120232211,-50.2817584710866,-51.4236480546722,-51.9477405355259,-49.8260248122574,-50.6116845577083,-49.2489489442166,-48.4242209212684,-47.4296417592974,-45.5246163536895,-44.6329127875089,-42.9623865402977,-42.7094513735746,-41.5935992616986,-40.1381319449809,-39.2011950283803,-38.6013883406444,-38.0740947122573,-37.5391522708521,-37.4234618107967,-38.0520620893544,-37.6257258280356,-38.9187307623361,-40.2035648483291,-40.6568303325882,-41.5181926408377,-43.4120695491963,-44.9658023660143,-45.0583081112644,-46.6566167433411,-48.4413964135333,-50.7613023887012,-49.0803598979885,-48.1887105079669,-48.4773407507989,-48.5592914798904,-48.8664508205407,-49.7528432395573,-50.8406996462887
-51.2080938919056,-51.3350084585889,-50.1611964175609,-47.812955398309,-45.9934613970084,-46.3566869926533,-45.1948162341787,-44.7845026370793,-44.3956137314994,-44.5601147782513,-44.9559431595525,-47.6005106072722,-46.97218625305,-48.5115843993015,-49.5905204769824,-51.9953243427362,-55.803255922855,-54.9015768927156,-54.6348734195766,-53.6737049213571,-53.049688361248,-51.8746468209414,-52.4697599555047,-52.4572588629343,-50.9456603364271,-49.0018133281086,-50.4593390902928,-54.9560366951702,-51.7349641313862,-53.4264506795929,-53.2114920900694,-51.7034801456978,-52.4608847049738,-51.6543130550751,-50.9014508083767,-49.7969303475905,-48.2407038192779,-46.8827919386764,-45.5042637736285,-45.3288079444745,-43.5873199679937,-41.9100902054561,-40.7625013027806,-40.0228846790761,-39.2741487888159,-38.3662242862634,-37.741238369833,-38.1050148685697,-37.7414446047648,-38.3601691151146,-39.5601691509678,-40.1316912445178,-40.6365742347904,-42.4899070667467,-44.7651249549408,-45.9470550195745,-47.9812341018856,-51.4510659786474,-55.3136240315522,-54.2038343852341,-50.1563096439891,-48.982863808373,-48.6139545381121,-49.513608032692,-50.7789835359498,-51.9527640601329
-55.2642382212212,-55.5107771945331,-54.4087747455411,-50.9769176318933,-47.8178369480321,-48.0651261800241,-47.1868335874197,-47.3383696714153,-46.7752420961267,-45.8915155069033,-45.581286132191,-47.916705427433,-48.1297935049396,-49.1009323532954,-50.1226897790012,-52.0541799246752,-56.2407437985847,-58.7977831377523,-57.5461736329986,-55.7556133281973,-54.4118847552487,-53.0780681806233,-52.9472207159803,-51.7838029319028,-49.5824328009257,-49.9228313865325,-52.0325817664583,-56.0483305379254,-54.4288700668984,-57.4539077347485,-54.8620673680005,-56.1778229664773,-54.3268165809033,-55.7978616735835,-55.9607885474312,-54.0292930401729,-51.1169297383731,-49.2350125045616,-48.9104953041646,-48.6534919530972,-46.3432496372856,-44.8375195103163,-43.4389104853349,-42.3212562919198,-41.0910452289265,-39.858550068051,-38.6918022829498,-38.4129442251585,-38.3908325092835,-38.1953592246448,-39.0917020528843,-39.9547242373466,-40.359253077823,-42.096946232569,-44.9377027760286,-47.3441365173514,-50.602976792955,-59.6899240991246,-56.4969595836253,-56.5499296733445,-52.1565169053377,-49.5241658080386,-48.6023103568138,-49.6685518691021,-51.0033408309857,-52.43602731187
-65.0965868829322,-61.5431453377679,-58.604832163169,-54.3711731358249,-50.1154417280221,-49.7262002714378,-49.5539524837488,-50.6512007977625,-50.2217469239099,-48.2935415596425,-47.4236689812812,-48.1915194709768,-49.5526026713712,-50.0584614338563,-51.535084502318,-53.1220873288846,-56.1563896865153,-66.4675632077547,-65.2903135260385,-58.4546887725803,-55.2265746280086,-52.664764299238,-51.1161783112352,-50.0189441924951,-48.736164948223,-51.4599153798244,-53.810873293133,-55.4261153071603,-61.1607911410029,-61.6905838113953,-57.4214518294598,-65.1860491884649,-56.5681324194759,-64.976589573372,-69.768200103151,-60.8995865346617,-51.8466541758699,-51.4569306092097,-53.2238835348892,-51.7972864912269,-50.2214237949802,-49.7874803815644,-47.7712468505648,-45.5458108123051,-43.2435699977567,-41.6729930249495,-40.1219922360032,-38.9649881386043,-39.3223684843192,-38.44498022646,-38.9132176876001,-40.1024046210549,-40.6418741582956,-42.0050674095256,-44.7629805783084,-47.2351547723189,-49.9853096865262,-58.2485922383759,-54.3968957428385,-51.2471189282373,-51.2236577343637,-49.4865126235773,-48.3452535629367,-49.0668749147608,-50.0621059511606,-51.7696515922249
-64.3952163933212,-61.39430080986,-59.3927397824944,-56.7701317953338,-52.8992275137825,-51.3616067847985,-52.3447763987035,-54.1063674962166,-54.6964060376254,-52.1947503090607,-50.7755177472152,-49.2223128821537,-50.9482373638862,-51.0290213349474,-52.4991937381665,-53.8320272204004,-55.245612905722,-58.45682381852,-60.0200823381986,-56.1616799270265,-53.3705455702901,-50.3955498032286,-48.8044845124147,-48.2502889286046,-48.1777421241397,-51.8752961572615,-52.1165381761933,-54.368975861771,-65.0050955505342,-60.5335369371126,-67.3788487655415,-57.457976754264,-60.9791146722402,-64.9461447068903,-59.5191171377667,-57.3901899909811,-51.3565738946513,-53.3335413538806,-56.177478970824,-52.3663711952208,-54.9469053512205,-60.9678095674337,-53.2360056050483,-48.3927068666721,-44.776642906362,-42.7784570974807,-41.4198120991407,-39.717310657905,-40.1626116380053,-39.1345009074015,-39.2196562598804,-40.6428315345895,-41.5515203028809,-42.2902687773748,-44.1951205813674,-45.8966783959384,-46.5759858608549,-49.5529298758983,-51.7983572447606,-48.027318014645,-48.308752590993,-48.2226543975515,-47.6148619318739,-47.8131243564071,-48.3772336257684,-49.8006909713549
-56.9444116481511,-56.7548629432679,-57.2181007721135,-57.0184945087354,-56.0452408735993,-53.2107631632579,-55.4887354694471,-56.1465769557989,-59.0868337503188,-58.7756818993153,-55.8800889259647,-51.0649753141169,-52.3782455787117,-51.7797391177853,-51.9625866352407,-52.7525337067837,-53.3892209063183,-53.189042559605,-53.3247557451413,-51.902338657533,-50.2608072606039,-48.0918079900262,-46.9494857667128,-46.6944761068033,-47.4575095359544,-49.7481684724517,-48.6878805169827,-53.15304164847,-53.4940213931401,-57.9191169549345,-59.9103871880467,-53.5699616059599,-63.2625661377986,-56.7592568508551,-54.8712131214152,-52.9748745473581,-51.5915605763699,-54.2635339282225,-54.1169952037275,-51.001101719329,-55.0467173688127,-57.2656061636571,-51.137451395217,-47.6466580950094,-44.7036800864964,-42.5274312647232,-41.7799185473616,-40.5304321773456,-40.6233080337957,-40.249808680191,-40.2113657509529,-41.7403963831931,-43.2627077229707,-43.3478146881935,-44.0364983873308,-45.1786657434024,-44.5471893868291,-45.7029143704848,-48.3176142073238,-46.2274586765472,-45.7444947052141,-46.1168007113,-46.3327247389308,-46.2464448158994,-46.5810200813604,-47.4555870359083
-54.6500400869744,-54.257716838586,-54.7810613844427,-55.3836200120512,-58.3264298543134,-55.5366556295981,-57.4822894128306,-57.0116657809912,-60.9133244987606,-76.0526628843184,-61.5603300807261,-53.1941064994602,-53.8333740563819,-52.3526203400174,-51.0295300275608,-51.0332766607447,-51.2833623558729,-50.3558153187376,-49.7547348715615,-48.8369907165562,-47.6046794570994,-46.3710848575977,-45.6165916773987,-45.401920098573,-46.4234129848828,-46.9115063792661,-46.3756096335647,-50.5052129835162,-49.4744998060877,-53.2020232130289,-51.7710095848848,-52.5420405734895,-55.9587688973595,-53.5343146927203,-53.640827380179,-51.4054716941215,-52.6723802986978,-53.7963706411891,-51.1131283580351,-49.6601484385153,-51.7608874235788,-50.0493885643262,-47.1741360387914,-45.2807960554409,-43.595112458225,-41.7532678654499,-41.2947553048082,-41.144159514152,-40.7586114091751,-41.6727251265012,-42.0104961669854,-43.6808417588286,-46.1731844660783,-45.8755743578032,-45.0458712833445,-45.4520093103014,-44.0778261336916,-43.7865962634644,-45.0949243718702,-44.978153764456,-43.9048645107233,-44.0919799915168,-44.7547905443947,-44.7088286890445,-45.0335899319066,-45.5293472535117
-54.4314831568873,-53.3947559544677,-53.1877216163412,-53.6001206342476,-57.3931462069688,-58.0878357442409,-57.235039191983,-59.1386388785901,-62.771822841894,-67.5099723828947,-63.7861760481252,-55.0249874666021,-54.6184982059475,-52.8370680141311,-50.6070346383846,-49.8145357504461,-49.6117184243791,-48.7193418339773,-47.6773541091409,-46.8308802567202,-45.7166503064577,-45.1932960829511,-44.7243364578788,-44.4527576964635,-45.2476774373621,-44.7117776361707,-45.23839416892,-47.0719113662204,-47.7998966933165,-48.9015513920618,-48.5273217831786,-51.6754749545973,-51.9099466483864,-52.3751370380588,-54.0493542575834,-51.7234020357193,-54.135629550318,-52.5883094349195,-48.9199072338641,-48.7240187696763,-49.3746451719867,-46.64391607766,-44.7558189386118,-43.4150574373389,-42.3442203001244,-41.1375957105258,-40.6064772348703,-41.2824079917159,-40.7733163172159,-43.035640066272,-44.277071201259,-46.6638906301757,-51.5359189051058,-51.5405816985143,-47.6603071397398,-46.0483065894623,-44.6251749522752,-43.0571529315919,-42.8495392178462,-43.8240920120258,-42.7534218830135,-42.6411229103038,-43.2960551172651,-43.453585291488,-43.88574628531,-44.2735754815851
