-43.1653816813122,-42.8807684467914,-43.1361514617338,-43.4394291730236,-44.3114628549993,-45.7725304693857,-47.9013450864516,-50.0415766646182,-51.7117569715457,-55.6468688425676,-58.8361887061636,-56.4134660041508,-56.6605711347403,-58.4624177431417,-55.6060729074222,-55.8495679025772,-56.0272143108848,-53.1688048662144,-51.7658597281574,-49.4522525287989,-47.3426027869404,-45.4059074018064,-44.2724201484654,-43.3950222748191,-42.529287016657,-42.1369773298084,-41.6242788034866,-41.0063843090146,-40.7630836934642,-41.0586296139837,-40.5001512126205,-40.3098871541087,-40.4143777350058,-41.0031389037707,-40.8693900324334,-41.0410261023902,-42.4106763201633,-43.4920272209346,-45.3988578080702,-49.1526424350223,-52.5599564972402,-65.5139920345815,-56.7091831409533,-49.3527768958464,-47.0844556986514,-45.8330104639757,-44.6754060501564,-43.3186240590613,-42.6819238592077,-42.9179445672223,-43.2563117355204,-44.5106635830242,-43.6845180002302,-43.8720629878321,-44.6711468908336,-45.9490434938061,-47.1710833923189,-48.8725239830634,-51.1007038165441,-54.6233776008491,-62.2139923744311,-62.5701542872636,-56.695902681387,-51.7894829515381,-50.7143014933475,-49.8354152727525,-48.5747264818902,-46.4015255323912,-44.7602666823414,-44.474094634473,-44.5030728334739,-44.6974212057539,-42.8361257597978
-43.6699613611683,-43.2248259276822,-43.3775734358531,-43.7884528220522,-44.7007438369088,-46.080930525868,-48.6672136881696,-52.8174586772966,-58.3968197167195,-62.4818723136445,-69.9762332341796,-59.0058070544651,-58.4359861351995,-64.2812914635502,-62.0185903100589,-61.1278931312552,-71.3234491646944,-57.3716002212621,-54.0782902182277,-50.8675300487494,-48.4462468459499,-46.0471484462829,-44.4707666555953,-43.6109362735758,-42.6856206696245,-42.2720455509019,-41.9372029757113,-41.8240654109103,-41.97221609205,-42.2559663941448,-41.4860074520686,-41.705886047453,-41.5759478599316,-41.7057746885937,-41.599547969771,-41.8493226361102,-43.1323895079877,-43.9396540257042,-45.8751407894031,-46.8251371363711,-49.4092509421381,-54.4365349551278,-52.1747196104452,-48.6132431560699,-47.8327710223863,-46.6764679411841,-45.4741082013498,-44.2842981087573,-44.1066988619044,-44.5949590459244,-45.4557070077638,-46.0908088756918,-44.5856053804452,-45.4390364378711,-46.7772268125277,-47.9322184333744,-49.1665425638798,-50.9772964019459,-53.4808681732583,-57.9554957733761,-73.747804365855,-65.2951852146319,-62.2077925413116,-54.4136744993482,-50.8636435745505,-49.3753848065037,-48.2568233848881,-46.7157542528592,-44.9584998651415,-44.2467607500628,-43.8862602870857,-44.548286119535,-42.9771563809189
-44.3836797514026,-43.8748536068979,-43.8606308261135,-44.385176322948,-45.1397931093175,-46.1220066461994,-48.0201175694862,-51.004633031074,-55.6628556478894,-60.5905528219977,-59.2150705286026,-57.1836126856444,-57.4943565278463,-58.4971054167078,-60.5365968563663,-64.0920526227222,-59.7189647546457,-56.7325374390177,-54.1249732677884,-51.3168823912126,-49.2082661678716,-46.9434492186414,-45.2720602664747,-44.4524473985759,-43.6619368070934,-43.2316730404236,-43.1171515978017,-43.5490146036946,-44.0320723395808,-43.9895691552389,-43.3509676859115,-43.9077464301984,-43.4450627768915,-42.8437839710014,-42.899827828304,-43.2359512074772,-43.9367726831521,-44.2269171789093,-45.4647699998265,-45.1668693991127,-47.9058519442081,-49.5201148177961,-47.874431498527,-46.9722976498584,-47.5855416658091,-46.912375885011,-46.098775104857,-45.7274810164017,-46.3947106714481,-47.0848679096882,-48.356897587869,-47.699007791601,-46.75011685293,-48.1792429568525,-49.6974239258479,-50.2514178124336,-51.2037041703717,-52.5406498372247,-53.5779962649955,-56.8286552131491,-67.7871291600639,-59.1377454977918,-59.7204493224455,-58.3741657658674,-52.3692943515446,-49.7867467177485,-48.2730751847562,-47.3665782825631,-45.9451454222307,-44.5147427358052,-43.6647154935194,-43.9505528430128,-43.8043309586834
-45.2817449791237,-44.8753317835609,-44.727780156882,-45.2932905118844,-45.817237599956,-46.3993780942183,-47.369165902291,-48.6934556055445,-50.5759491325997,-53.7760592343175,-55.2031915763129,-54.147299162755,-55.4646404926146,-54.0445113969489,-56.2248921718621,-58.6892884455893,-55.0763234796188,-53.6384451095071,-52.6858825691096,-50.882036280602,-49.7670393542754,-48.1106463418647,-46.6947644789191,-45.9217720518032,-45.5054719959679,-45.1595275034436,-45.3329057621356,-46.2492391761965,-46.8680915724592,-46.2764323879144,-46.2694746758172,-46.8346217138228,-46.0421128668419,-44.6508947714692,-44.856662326052,-45.2201270042082,-44.8919152121946,-44.7047527443893,-45.1999628729415,-45.1168720219899,-47.5355970732759,-47.1469813870803,-46.1698106629982,-46.6923263952859,-47.6753214524564,-47.2123106802301,-46.9737914908609,-47.8769821986215,-49.6732789308437,-50.4480428371925,-51.9534959412579,-50.4591399768936,-50.9792546153038,-52.339882645332,-52.9152626017239,-52.0558941979912,-52.1799229682958,-52.4129227069659,-52.3170225489043,-53.4888088191839,-61.8749867983823,-57.4224993092796,-56.3547315951328,-59.4139618581908,-55.1434658703134,-51.4401490408164,-49.0584767516858,-48.0892336982857,-47.2519305154498,-45.2575775436504,-44.0884750235061,-43.5139133672587,-44.8140548787825
-46.4201295210325,-46.305933368428,-46.1657353076914,-46.6405113501545,-46.9784173013995,-47.306509808313,-47.5727709957047,-47.9535493731358,-48.6080261420374,-50.5289040643559,-52.9601924070988,-52.6042378678131,-53.999520653375,-52.1526061747809,-54.3207868455251,-55.3784828759229,-54.1070902445802,-52.3967203578174,-51.9632795689357,-50.7063886839422,-50.5549774749395,-49.6549818086199,-48.7183706199926,-48.0596593897767,-48.2752067573922,-48.2467635102703,-48.8265897095726,-49.9881159699424,-50.2975412671731,-49.3082355110728,-50.5842356105108,-50.4754966640085,-49.5563524769061,-47.5814650621597,-47.669771436705,-47.7403088039828,-46.1828823962595,-45.7780023421079,-45.6934222712452,-46.4265451943113,-47.5945502827955,-46.2460559852544,-46.2795645890018,-47.8985701330225,-48.4026025668436,-48.0757390111922,-48.5300915266696,-50.8302986557654,-53.1672974966505,-54.1949880815729,-56.3954075790337,-56.4149665947427,-57.265027284941,-57.4282431701729,-55.2695179220179,-52.7345486309781,-52.0356438800119,-51.6022845547151,-51.662966029458,-51.4330759209448,-58.2328332252316,-57.1690816465675,-55.3479865669057,-58.4547841968217,-58.7088933939099,-54.8328258294223,-50.9753403998468,-48.8754843180728,-48.1697221887373,-46.382488503861,-45.230536457369,-43.8318760997413,-45.5961586830097
-47.9659799134804,-48.3373851898179,-48.4372654082051,-48.6262112918132,-48.7732567715022,-48.9113351711484,-48.6663526900838,-48.5460998591998,-48.5230840553863,-49.2995941889144,-51.4519881299475,-52.5103581058124,-53.5588508775203,-52.3930310960895,-54.2305682521194,-54.2808893377743,-55.3617890973092,-53.1360405297603,-52.5781242423023,-51.4672996930129,-51.7504122988717,-51.5136346704107,-51.1691191483962,-50.8655326523411,-51.9666367314956,-52.7604464382016,-54.0372853491971,-54.7877596956926,-54.2088411685674,-53.568061387889,-57.1007553330267,-55.1829837781931,-54.6179682132422,-52.6638939464414,-51.700638766708,-50.3919499320948,-47.9986391190892,-47.6270466994024,-47.0180392537522,-48.6760423635339,-47.7592618326422,-46.6433272360422,-48.0009355837507,-50.1658479743458,-49.6395024980872,-49.8938311788003,-51.1661293766391,-54.1553833472546,-54.4372667630193,-56.4550878833788,-60.6144604925392,-64.0249508555554,-55.8852826925367,-59.50373710658,-55.2749997521173,-52.3456382210484,-51.3094328607706,-50.9297748465893,-51.6914904348472,-50.395478855404,-55.0800368007011,-56.789925629224,-55.6795488713461,-59.4907601899822,-61.7924706916482,-59.3123845172395,-53.7159526571752,-49.8384097029819,-48.4832557095818,-47.6988177737816,-46.9543577288794,-45.1221971966965,-46.3346750430111
-50.1828882594154,-51.3596591146146,-52.0323782361583,-51.5431802173627,-51.1491032571403,-50.9275997519778,-50.3189250124125,-50.0315668680255,-49.7626196691564,-49.5339968106668,-50.720810853754,-53.2082047016339,-53.9282918468252,-54.899687720377,-55.8775374094627,-55.1608478276889,-58.9269753223643,-56.1044240291373,-54.6749438495012,-53.3096646672985,-53.1830689965375,-53.3023774156135,-53.600650987232,-54.0247016469794,-55.9467401822186,-58.6669293396789,-61.9955412345887,-60.8270224442612,-59.1830411054854,-60.1223242086866,-68.740344527062,-62.6692566140226,-63.5467396431272,-64.806118305507,-56.6673111489846,-52.2545765180315,-50.3291324044623,-49.9688447727255,-48.9554644334947,-50.9850163826895,-48.2201079976482,-48.4953790263187,-51.397090333437,-52.6076645187246,-51.6715840843952,-53.2174552056563,-55.323792707382,-56.6874162231861,-54.4844234628588,-56.9593663356237,-60.1596156124094,-55.4191563442007,-53.2037632557633,-58.0702826283147,-53.4098214494368,-51.2716567726502,-50.261733151519,-50.3258757107208,-51.7697067527154,-49.8832056241072,-52.2295439433033,-55.7570790209124,-55.9691509783116,-61.2670164030114,-62.7599733300527,-57.281389937045,-54.2441002462088,-50.8584058154432,-48.6832737852362,-48.9085637086935,-48.8231993677344,-47.3042218585853,-47.4072123215869
-53.2660041747177,-56.418453523721,-58.4007692153238,-55.6478868393583,-53.5942418351531,-52.6483081490663,-51.962204096581,-51.8315353505653,-51.8531941066386,-50.9871657471246,-50.9542734801418,-53.5834171631414,-54.3962108968581,-59.6351337892526,-59.2362798508868,-58.5348850714859,-66.8482202188057,-62.3419267055059,-57.9413379192367,-55.7485941833566,-54.3441508116087,-54.4643198081379,-55.2602201623747,-56.3441856147091,-57.7657898142116,-61.9633119581051,-69.0964998702327,-70.4171705428524,-66.5705713552543,-68.7924875110502,-80.2947844478359,-71.0322341328014,-66.9664856212874,-60.6015096630721,-57.0666203049457,-53.02474033039,-52.5214800967916,-51.8125876831003,-51.1409018767576,-52.0573057651643,-49.4703933502939,-52.2873161264848,-56.2414427640938,-55.0588230519591,-55.6220321836862,-59.2033177900138,-61.5075906730043,-58.3596065513549,-55.7714221686413,-57.8376963819379,-58.3295823706697,-52.3769016236659,-53.1203226938678,-56.3076471934509,-51.6029300238772,-50.1902879420939,-49.359309111487,-49.7640684753645,-51.292550054333,-49.7255645641039,-50.1270736582858,-54.3607316778785,-55.0305089937142,-57.5715583676378,-59.2289812884594,-53.6996289281838,-52.0422274577348,-51.488547580049,-49.2073923131261,-49.698285530505,-50.105026035959,-50.0033723204516,-48.7092259537242
-55.6975938489115,-64.6354391960518,-71.2999700113113,-58.7942130916405,-54.9724362786357,-53.4051140755397,-53.1031238519142,-53.3462958661865,-54.0359004090427,-53.4600458875542,-52.236676610478,-53.290512248081,-54.282843785145,-58.7662605841105,-60.021882197402,-65.2812043255747,-70.3748113743439,-64.2830655423643,-59.3827572703322,-57.1336894334705,-54.7638605393445,-54.828628280723,-55.6587591385022,-56.8718109525951,-57.3578474060691,-60.5790726280219,-63.9652937297039,-70.1185045618495,-66.6822316754254,-66.1148191910789,-79.9748684871402,-62.7317422945065,-60.2838553543681,-55.0362719583446,-54.541979065618,-53.5586719204547,-53.3255573791949,-52.4956444088664,-53.1403386226373,-51.827161012721,-52.1232438955981,-58.5054198358196,-59.657868868831,-59.7085248023839,-64.9284651695444,-72.0270077005608,-69.492864747351,-60.2025459379355,-58.7702685564314,-59.7115551947826,-57.6884157763566,-51.740543137462,-54.764722207871,-54.5997026734124,-50.5757212214519,-49.6051412766097,-49.037948083146,-49.4101891586526,-50.2229279330791,-49.9672626257592,-49.0054998776847,-52.9712878525198,-53.5470211914369,-53.3689490094913,-55.0230064847408,-52.1756842250914,-50.6572291766371,-51.5346595790375,-50.1994514342967,-49.9692067270899,-50.3014764738295,-52.5662181121044,-49.5741003195688
-53.4472153730297,-57.0178590758063,-58.1437553018527,-56.2235681479801,-54.7387977275527,-53.4141168418899,-53.8543057777073,-54.6324844085961,-55.8672947336149,-56.6957402870158,-54.4473514855336,-53.1218478330923,-53.7722305265996,-54.2974158289748,-56.0067967035902,-60.6599220851943,-61.4594790036023,-58.9049659509134,-57.5160810647217,-56.8496456623851,-54.7872994090887,-54.8989962296042,-55.4836481170798,-56.9190696471544,-57.5936354719695,-60.1618606665651,-61.9921543186616,-63.7825768883937,-63.1945535165473,-65.0536425999421,-74.0180555460709,-61.1658460367948,-58.7277127886131,-54.4254831976234,-53.6464691903769,-54.1802298792227,-52.9079269934212,-52.5628987047868,-53.9883737181464,-51.5224890269191,-56.7579625763719,-59.070367311616,-60.4693003005135,-77.905342626277,-65.355587105682,-71.5111784108858,-74.1128652748825,-62.2601661195195,-62.2972467419115,-61.4767379436579,-57.6341535432006,-52.077897960372,-57.3235887992158,-53.17893912512,-50.2634926849324,-49.6522690847959,-49.4031678681457,-49.3097547370931,-48.9958467220829,-50.4479186581153,-48.7642145041849,-51.7569943689665,-52.493354829979,-51.13139676684,-52.6723290351764,-52.4823916174547,-51.0378700295933,-51.5325323890051,-51.4945461798197,-49.9470953476672,-49.7413928223195,-53.6604557631118,-49.7105677266404
