-21.9887176584319,-21.8276986778699,-21.6449927567567,-21.3879503091885,-21.283410980115,-21.5776540607203,-22.0919480785617,-22.9578174319038,-24.6699381309088,-26.7504395081218,-30.297991410034,-34.6331639200272,-39.1797709928889,-36.5939739169213,-34.3672768552501,-32.7322743174944,-32.0599222965288,-32.7684456428829,-34.0176882281368,-35.9150749868765,-37.8518152492145,-38.6236879786725,-40.8401350972518,-40.9919471637407,-43.4766855337589,-49.1542205868201,-54.095543163952,-42.8418386306393,-38.7876023179017,-36.7641154628104,-36.2265849084454,-36.7046662152026,-37.6795262005856,-38.1006141176592,-36.6666111237028,-32.7397671101493,-30.0685418142959,-28.0785850025889,-26.3280681049358,-25.2759960034313,-24.7057875963094,-24.185970342858,-23.7905190335776,-23.693241733397,-23.8610546584911,-23.962837364078,-24.4261592596809,-25.1413084160688,-25.8170484518404,-27.0390773715549,-28.6376404717414,-30.8025677897394,-32.5195995034094,-34.5029912793391,-35.8452887473398,-36.8655918403828,-38.9816245864705,-41.4877513006801,-49.7086740784356,-47.1015717352311,-39.8414429243924,-37.2091858071027,-35.7482026185158,-35.2789116040575,-35.0400740665367,-37.923391406586,-40.7366198823883,-46.4287027888942,-44.3226664308842,-40.3514899004339,-37.7066912635041,-36.0245774817694,-35.5106253375022,-35.9331660229873,-36.853043849145,-39.161258187203,-42.1153848914005,-47.5401458151924,-50.9852250147372,-43.2806393205977,-39.38341884623,-36.3176055385013,-33.6452294219728,-31.660141597059,-30.8707787028147,-29.6015854252895,-28.8582481959364,-28.4136749495877,-28.2233538063378,-28.3069171627411,-28.5534701078641,-29.0700733912425,-29.6568009911524,-31.030459254235,-32.8486601082052,-35.1134543252143,-37.9862910314805,-42.4173287528683,-43.3551082859189,-38.1554671845378,-35.6606551155667,-33.450442843355,-32.4710568774419,-31.9328729509061,-31.2682451101238,-30.8037648392832,-30.3593085961062,-30.5441117325066,-30.681052601562,-30.0358002795529
-23.482040309656,-23.3345003904488,-23.0525627005721,-22.4875494833904,-22.1425684943644,-22.1785029751212,-22.4944359215459,-23.0838936646468,-24.340325313963,-25.8027017553553,-27.7982229456583,-29.8370369521458,-31.8209154888041,-32.175425993595,-31.9208192471266,-31.5332414197079,-31.177863166693,-31.4945226186735,-32.2913103103582,-33.2473885553353,-34.2804912724926,-35.153737866735,-37.2026831519033,-38.1719421045121,-40.3410749309242,-41.918853947501,-42.631632010272,-41.0479884160277,-36.8744043429944,-35.0983646559236,-34.0445550887004,-33.6749572826451,-33.2443693621036,-32.7782983247421,-31.5626924156949,-29.8483208684017,-28.6974049782536,-27.4539771908077,-26.4511623164126,-25.9138234838116,-25.6328062113144,-25.2548570568789,-25.0378167576135,-24.9686459321519,-25.0700851785125,-24.8334710032444,-25.2656820867465,-25.8074710522849,-26.4325083512665,-28.0312640948969,-30.0939513465413,-32.790439777776,-36.393969033297,-40.2327742764246,-41.0223901700147,-39.099412041154,-38.0981698009395,-37.9744269480203,-38.6852809116872,-38.3449349468766,-36.2689542602243,-34.7368058970497,-33.9324218024155,-33.5536326463571,-33.7277004026448,-35.29336592585,-35.7857804058322,-37.2959758412943,-37.586231362801,-36.5928311650509,-35.7847898929814,-35.3389634696121,-34.9620273376536,-35.212073875752,-35.9830529632394,-37.6472958373917,-39.72684850253,-41.1155181618285,-41.8697743489855,-39.7153934478454,-37.6133819899363,-35.9960000523837,-34.1117047236788,-32.8769280188263,-32.4902290117832,-31.3299759503072,-30.470609133142,-29.5928580789459,-28.8862994548574,-28.6621414569124,-28.5209691704177,-28.916340442775,-29.6256216535421,-31.0736918233759,-33.4339463157063,-35.7218139252694,-40.0399801030675,-52.8846595047567,-48.3374209985365,-40.997067765158,-37.0899748285391,-34.6912678378798,-34.3902349952204,-34.1291962583039,-34.2862348247196,-34.6762968000191,-34.1186662221809,-34.2472068906913,-33.5359149025436,-31.8612930568151
-26.7405924973879,-26.1953576039367,-25.2626919859444,-24.0424767880457,-23.3004392537801,-22.9284861670968,-22.984309015518,-23.3359187257041,-24.0106838489332,-24.9641550880038,-26.0593775142122,-27.3295090970939,-28.6906330714983,-29.6437012965271,-29.7822821167057,-30.2032963744981,-30.391893402341,-30.5996313660189,-31.1384781736709,-31.6640452926679,-32.4865790328138,-33.2861023172856,-34.2398805313644,-34.9274451648616,-35.8319902116738,-36.3237890759723,-35.9726795279757,-35.0502700113138,-33.7869266247661,-32.5720692229424,-31.4553996383165,-30.7909873779399,-30.1636773770753,-29.631660626759,-28.6563775113615,-27.9658112113276,-27.61185816065,-27.0553702948335,-27.0308090431057,-27.1964885396093,-27.3303350882696,-27.2587245294942,-27.3003139435411,-27.133492000937,-26.9166588787434,-26.3186134933462,-26.5139739770206,-26.7562137527599,-27.3199222202712,-28.8743702813107,-30.8429493111542,-33.2518419185377,-38.1853188909774,-47.5363273809288,-49.6143128196364,-39.9675716441203,-36.3334249320031,-35.2188581240631,-34.1069514053097,-33.3322817402631,-32.1520236700251,-31.1728716855755,-30.9011418881062,-30.807159404233,-31.2350241517094,-31.7207714648154,-31.9019808351473,-32.7961833576159,-33.8271781950806,-34.1463145720583,-34.4582230114623,-35.1570198437085,-35.2874962239187,-35.5294539677992,-35.9190664058347,-36.3941284679639,-36.6709735379733,-36.8075997929928,-36.8822959449,-35.9584936609913,-35.4089552251254,-35.3561069134552,-35.048551982502,-35.6694791814667,-35.6858815802649,-34.2398417560726,-32.6704991934473,-30.7448488821577,-29.366731488034,-28.8129566348858,-28.5440343393011,-29.0512300238267,-30.1309870873181,-31.7667893155215,-33.9952740766653,-36.1516905516625,-38.6386505990892,-41.3953328773886,-41.1677350070387,-38.5906681292545,-36.3874265769515,-34.9072996063205,-35.026652208266,-35.291685613066,-37.3997824153996,-41.2907076401858,-43.0035826361787,-40.5744765688589,-36.4042271888987,-33.5011189239812
-33.6859538120104,-30.8371880458242,-27.9891479990966,-25.7945469120588,-24.6153313739673,-23.838689875061,-23.6723235713262,-23.8494844065401,-24.0850570466142,-24.7596324956509,-25.4351108372361,-26.3733854329213,-27.3163311602728,-28.3985886215397,-28.6225059334185,-29.3434021232365,-30.0045215978225,-30.2940446926438,-30.7309807234416,-31.0884079760549,-31.8199659270101,-32.4365256496641,-32.3668546040797,-32.751144717668,-32.9377919235769,-33.1706573869378,-32.4158238095037,-31.2758712457881,-31.1114253040704,-30.1761343746519,-29.2150079316162,-28.4654192748344,-27.9411246767583,-27.4671000554343,-26.9442505854066,-26.9568524362877,-27.126382130982,-27.2862222720547,-28.3351118738266,-29.4516536517846,-30.2715179891434,-30.715698459996,-30.8556577613713,-30.2022071340097,-29.2935892147575,-28.3879958235343,-28.1043412918417,-28.0020956474758,-28.4911293966876,-29.4102668157188,-30.6722189459776,-32.1546209027948,-34.6879668323612,-37.6703806292306,-38.6714162286471,-36.6763114717599,-33.7210922009039,-32.6137624280017,-31.0680178019351,-30.0067941124025,-29.0063663595921,-28.213507141144,-27.9601685333825,-27.9464208980747,-28.3804450255185,-28.43279307022,-28.8951754351855,-29.7281836675345,-31.2127037524233,-32.3987442027349,-33.9906862477595,-36.4134478116052,-37.9230795886706,-38.2037890722876,-37.3008499710858,-35.6596662603333,-34.3289450328032,-33.5390268532775,-32.9989344555947,-32.4801998532147,-32.8796032404405,-33.9800034644049,-36.1749652409408,-41.6976658735672,-45.6974939535696,-37.5716657953219,-33.7683066574591,-30.746827481303,-29.1018868007959,-28.4663213029127,-28.4045581696394,-29.2163717446408,-30.7594997658455,-32.9766547277579,-35.0569159410225,-37.924995699522,-38.6963341673041,-38.890904234712,-38.3076707302099,-35.6949944856207,-34.750780661659,-34.1158502624498,-33.9854129623469,-34.5029455679702,-36.9982364557143,-40.8505244644369,-43.2042260679263,-40.4405006182052,-35.8535073294233,-33.5210565651405
-42.9101326174459,-33.8928806392216,-29.6245807567696,-27.1666639782361,-25.8670118903151,-24.9513303793744,-24.7053363376349,-24.7830160885218,-24.802027181189,-25.3149927727379,-25.7614044090023,-26.4845103392261,-27.0770566080233,-28.0559944855241,-28.516547585728,-29.3036148125786,-30.2504647640652,-30.7005775717178,-31.1229926016663,-31.4379792705509,-32.0177160874373,-32.4193353020225,-31.7643047156437,-31.9257522904608,-31.6345407266477,-31.5084832815374,-30.4774905567931,-29.2359500241738,-29.1547661648707,-28.286238864655,-27.51554863657,-26.7511144741728,-26.3389245243056,-25.9935625128301,-25.9635600155631,-26.4991996338083,-27.1243033410146,-28.2127741958673,-30.4293037236523,-33.0861896781439,-35.5377533862025,-36.9656513874127,-35.9303534993286,-33.8970804972219,-32.0086246108619,-31.0021177506228,-30.0729236806984,-29.6601438151404,-30.0158466678135,-29.9902900521032,-30.4797284680243,-31.1784272196758,-31.9495445490118,-33.0081175154971,-33.2570439653017,-32.7381551467501,-31.0231692493402,-29.9476762439763,-28.6712360855192,-27.5671925022154,-26.6760576967652,-26.0060738253042,-25.5843401092473,-25.4717288264475,-25.7303618240904,-25.705733314083,-26.3882950173407,-27.2025221857355,-28.7402800824101,-30.3176420587431,-32.9687194833166,-38.0743189889581,-46.8886464695368,-44.5060772026764,-37.5205709984381,-33.831143748,-31.7769834493782,-30.457821664461,-29.6043808978517,-29.3204376350064,-29.9569726208342,-31.0862497661059,-33.6967514506664,-36.4378090881269,-38.2892643670264,-34.0136536552403,-31.2368254425932,-29.0753655419729,-27.9531934716663,-27.5666322079942,-27.890259918447,-28.9634663005189,-30.7340682818815,-33.7792096961666,-37.2128974905995,-44.0213552894011,-43.5477301212259,-38.8938733334458,-36.7233373521882,-33.6670040640482,-32.9184649469263,-32.5148190233405,-31.9326444433912,-32.3126079163767,-33.1661951102794,-33.9905102815152,-33.5920302859968,-33.6050263583368,-32.1886396226354,-31.4508455251988
-31.0822916759866,-30.224960861259,-28.8204478988608,-27.7456219978575,-26.9627545957281,-26.427583967189,-26.3270090429321,-26.3848170653429,-26.3450024185457,-26.6224605847298,-26.8271168902638,-27.3171589579569,-27.6702516110185,-28.4595188111126,-29.461202024512,-30.359497501523,-31.405437978905,-31.9989270231423,-32.3718246903925,-32.6171806322901,-32.8882415158069,-33.1400924357549,-32.5202011908537,-32.5220304166126,-31.8484531320133,-31.1173813772645,-29.7847402146002,-28.4972762136862,-27.8981596295624,-26.953589308864,-26.2990937481273,-25.576996264328,-25.2383644903284,-25.0722876479388,-25.4438142098324,-26.2932899073639,-27.3002032955081,-29.3854465858324,-32.5574793333239,-37.4093311512287,-45.7710602542963,-51.826287699501,-40.5810140825336,-37.1473160943878,-34.772257565971,-34.1158513477885,-32.5925129669373,-31.9233381885882,-31.9522858450942,-31.0272674864276,-30.8849640958681,-31.0033757354837,-30.7756433530215,-30.8134552102946,-30.5929363802538,-30.1561296399696,-29.0759497152158,-27.8912894967465,-26.8885676169797,-25.8292044081733,-25.014793873151,-24.4350996963207,-23.8462072274718,-23.5657555045982,-23.5659886969719,-23.592123762454,-24.2725445766984,-24.9650723093419,-26.1656256534755,-27.6281084314873,-29.851086325953,-33.1822142881556,-35.6780967020498,-34.9989989103317,-32.2487799960552,-30.0900751674237,-28.4997194336386,-27.4164938945905,-26.6309150629319,-26.5076037155765,-26.9678609188973,-27.640076247046,-28.9381346592405,-29.5154267543336,-29.8714795384275,-28.90840793291,-27.7679645021477,-26.8377395776222,-26.3999882654625,-26.3532380286701,-26.9642648444605,-28.0194994078872,-29.6209446331441,-32.443907636149,-37.0685849177742,-43.2965765763939,-44.1191382791391,-36.9225171064138,-34.4744445157225,-31.9309214179274,-31.0233989521166,-30.5279513171457,-29.776582887153,-29.9567618067507,-29.878568927025,-30.0491762771388,-29.5740266022578,-29.6592179751245,-29.0339829529134,-28.8993721089008
-27.1280196528617,-27.3035954036104,-27.395423654302,-27.8607726754568,-28.0909782940704,-28.5926678004904,-29.0118244149168,-29.1313657702633,-28.9618408154903,-28.5943980821226,-28.359349288218,-28.4835552446643,-28.7788899178876,-29.5011579619849,-31.3755663374993,-32.902610154796,-34.0362379143673,-34.6401791647007,-34.5256848173918,-34.3675459883628,-34.1294879210231,-34.4249323496092,-34.798005999916,-34.9029511349888,-33.8581861291666,-32.0729553757698,-30.1728823748007,-28.6891430107101,-27.2233881897509,-26.1123319089297,-25.4497031335327,-24.836683830527,-24.5549443918932,-24.5703734524491,-25.2017316157199,-26.1378697566345,-27.3671193488065,-29.7499469810998,-32.6793820102299,-36.4795614015731,-39.5600553596166,-41.2146032713759,-40.4541926340926,-39.0322908774734,-37.52568753322,-37.8266740819809,-36.0361808597375,-35.0447678069318,-34.2389149654071,-32.6482860303306,-31.968256329943,-31.6500639875821,-30.8560703089614,-30.1984983762963,-29.6325050396967,-28.9785100188968,-28.1465272877316,-26.8228055887409,-25.8413915647608,-24.7696652148585,-23.9517911232329,-23.3810722191184,-22.703539049807,-22.2720827818887,-22.0235856322996,-22.1026610253543,-22.5914195285554,-23.0823039087638,-23.8230600954526,-24.959087466416,-26.2343088846639,-27.6061907088263,-28.385614766883,-28.2630637876763,-27.3105094280215,-26.3247261295774,-25.2989060245653,-24.6832130983986,-24.1510559170842,-24.1171425959917,-24.3386098823361,-24.6955502533059,-25.1940855704799,-25.467330164354,-25.5637887079065,-25.4924244566409,-25.1220553317613,-24.9338697233184,-24.9592024999525,-25.1813079749349,-25.8666362966134,-26.7211028572939,-28.0285631246061,-29.8291582738903,-32.5425735444265,-34.3153979119338,-34.5178501484418,-32.808686828695,-31.5806803562142,-30.1652714487315,-29.2280127264195,-28.6598674894725,-28.0681339985305,-28.1031813553538,-27.7566285072341,-27.7597398190875,-27.5116558170215,-27.3986889600143,-27.0000543634719,-26.9151083091476
-25.3159086372517,-25.7641283033731,-26.4613164149627,-27.9131530310235,-29.3916410807378,-31.7368384789333,-33.8668209659338,-34.2476685159212,-32.9705522889897,-30.8862023432574,-29.9139601007838,-29.492533982092,-29.8909194556557,-30.8700478272822,-33.5791929363372,-37.345191728834,-40.0547551795608,-39.8924586943258,-37.2441181601022,-35.9442608252709,-35.1651035135959,-35.7503835550042,-38.6607221027047,-40.7660976308193,-38.8358151805138,-34.4365405146111,-31.2214009947491,-29.1431394449958,-26.9215787380124,-25.6548874447619,-24.8893161026838,-24.4374450982188,-24.2221404555951,-24.3788393773297,-25.1301631268578,-26.0105251084508,-27.3059690745881,-29.092381647978,-31.2553880278723,-33.4763291339549,-35.0495335707082,-37.3858824834731,-39.5775233433018,-40.3651799964118,-41.0671446401514,-43.0364511918156,-41.0900316904613,-39.090958708643,-36.4876985474204,-34.5839011457957,-33.4965863178075,-32.9214731849003,-31.9861687013383,-30.9681722089695,-30.1368879427406,-29.1664114209179,-28.2860160228041,-26.8083414547341,-25.5649267271791,-24.3661994767484,-23.4515440597426,-22.7809549831475,-22.105894282018,-21.5921409728905,-21.1684405461173,-21.2417712511278,-21.4366991436942,-21.7080859841652,-22.0586908862269,-22.8367106824632,-23.4265654858602,-23.9055023447112,-24.2618416288264,-24.2745673068171,-23.9309926945268,-23.455312450129,-22.8100067102836,-22.5166207570851,-22.2453315439459,-22.2465953791553,-22.3173329529718,-22.5448043386016,-22.7061791644853,-23.0127503601048,-23.07305937956,-23.3798260152445,-23.4253125277145,-23.6479056410193,-23.9322744030302,-24.3470158913822,-24.9660487112232,-25.6398385585003,-26.6971032191866,-27.6628877610296,-28.9283387918338,-29.9458505606925,-29.9683587531314,-29.6029258409908,-29.0713825315836,-28.5510925473957,-27.7987999192529,-27.301065377832,-27.0433810828954,-26.9871415317855,-26.6990044584719,-26.6354720394769,-26.6477713473729,-26.321119520612,-26.0123526069351,-25.7895481512362
-24.4834135026943,-24.9972512450675,-25.9690985032896,-27.788962417399,-30.2564932620305,-34.2980795709996,-42.1412794765439,-45.4108376847094,-36.7364993576527,-32.4117600445782,-30.7725983328222,-29.8892084634329,-30.3717072483808,-31.7139932599862,-33.9186929794383,-38.6117975227506,-49.46445551627,-43.8710618634362,-38.1034481425623,-36.0604628273443,-35.2260999662032,-35.9709599737732,-40.115929080273,-48.966764947755,-43.8036514104582,-36.0407159940526,-31.5784467639179,-28.9330430638597,-26.7353565687431,-25.4749598559474,-24.6153506970018,-24.3298499310854,-24.2027256285579,-24.4603197048518,-25.2099621571546,-26.0297177348414,-27.3309644161799,-28.4903610368694,-30.2885113308808,-32.0576964332772,-33.5778235707577,-36.1150276968681,-38.8868369519762,-41.1158192983113,-46.9183576341879,-56.7158965527995,-46.0363085204765,-41.7319101167966,-37.80636758412,-36.0900347882508,-34.997807186907,-34.4501786790205,-34.0711490609311,-33.3161104166096,-32.3307497649598,-30.8750438116793,-29.4829295933181,-27.7117751173563,-25.9438659885388,-24.5389987542758,-23.488246264778,-22.6508637056153,-22.0409223029719,-21.5275463652202,-21.0342195866057,-21.0179246314188,-20.8967597704648,-20.9634486249016,-21.0358276993098,-21.4526987480659,-21.6204894475299,-21.664522608292,-21.8202167539736,-21.8552276163125,-21.774283962156,-21.5409504723773,-21.1774505699322,-21.0432003750975,-20.9725197478326,-20.982653008168,-21.0059540238767,-21.204266312408,-21.2842304491219,-21.6641308369564,-21.790168055761,-22.2668173405875,-22.5904170746714,-23.0483283469647,-23.4847651859433,-24.0510094531254,-24.5830223940072,-25.1632958641602,-25.9898755179249,-26.4369112991778,-26.89726743579,-27.5906043368444,-27.5786046500492,-27.6477182832272,-27.38127465992,-27.4042485575162,-26.9804548575443,-26.7011871216618,-26.8138501570616,-26.7139684653687,-26.6208542031831,-26.5051626220038,-26.6937318433754,-26.2321127932343,-25.9894732616293,-25.6024215764998
-24.1551040834357,-24.6237522691333,-25.6440850607379,-27.2349439172908,-29.6137681947294,-32.3757369129142,-35.4870226399393,-36.1739320912821,-34.3836468276526,-32.0221096988314,-30.4288999073724,-29.5773201424086,-29.991602632364,-31.1764477225785,-32.0750578605361,-33.8705753375406,-36.1682091596029,-36.0857678565728,-35.4164043383886,-34.3782435834925,-33.9883160497527,-34.4196188576765,-35.7617139071607,-36.6312042592568,-35.5790684940825,-33.0717112246598,-30.2555018534144,-28.013733640355,-26.5256862490515,-25.5111986420522,-24.6821279538348,-24.5180586686834,-24.5033022311407,-24.8550586246908,-25.5037756567367,-26.3286973692285,-27.6316389591133,-28.6289708521033,-30.3253619567465,-32.1032872852849,-33.7433418085243,-35.6426560796912,-37.9406971670251,-40.4287483447203,-46.1468462369102,-47.4089356367768,-42.0733524894155,-39.6339986846521,-37.4705381164316,-36.3807268441035,-35.8284898443669,-35.6857799491775,-37.0211944958795,-38.2818575783609,-37.44700477008,-34.4070141355133,-31.4025332758462,-28.968518011833,-26.6629441507491,-25.1454131050796,-24.0424321817898,-23.079373924485,-22.557155138059,-22.1024214072446,-21.6470878855549,-21.4487730431932,-21.0465266955134,-20.925616485795,-20.8098182880504,-20.8592710027304,-20.7661742424389,-20.5886338893651,-20.5862554735572,-20.5821691468439,-20.5982581066324,-20.4927036992996,-20.3666607129758,-20.3042176030919,-20.3737288224738,-20.3971488287369,-20.4530023969331,-20.6596986984124,-20.7962281320902,-21.206978774261,-21.4566752480599,-21.9806517667327,-22.533606609544,-23.149127667815,-23.7262408171101,-24.4403540855833,-24.9731266313858,-25.533516283003,-26.0874130895652,-26.2052728219474,-26.1488407311736,-26.4803861285697,-26.4691784234522,-26.6698348834691,-26.5408795165119,-26.8956706005969,-26.9333541773181,-27.0341539036057,-27.4972004378167,-27.4127314301587,-27.5233611159356,-27.3224852890308,-27.491908724535,-27.0224334691248,-26.8766221065637,-26.4070789203188
