-50.5672666475972,-48.3741064409364,-49.2140742783857,-48.0727335327645,-46.5887472332144,-47.4077250455046,-46.3065590266526,-45.6603335310626,-44.393121894651,-44.960774562015,-44.8410059489785,-45.0570820138502,-46.847651958097,-47.14036749075,-45.2184225891992,-45.1511699378978,-41.7153605622451,-38.4755964932688,-36.9073587434568,-35.6702621657679,-34.5040901240314,-33.983995693032,-34.2328511650727,-34.9397831134623,-35.6841374491568,-36.7721218811216,-38.8368846528955,-41.0988450264209,-42.8102119989734,-46.1534284075259,-46.374504248438,-46.0140244251828,-47.7145902850813,-45.972337030151,-45.9492593475208,-44.1884783854173,-44.4466671777415,-45.1119787448473,-44.1717919766693,-43.5338439557443,-43.4114270470819,-43.8453916194501,-43.1499984082927,-43.9455910634298,-46.5957033112424,-48.7307806016019,-49.0486017514664,-51.6576086779063,-49.5901041216407,-49.3645829566533,-49.69109132586,-48.7441675303665,-48.1903321060651,-47.8554185582037,-47.5789550159993,-47.4465975418787,-46.7214319895475
-49.9093534608341,-48.2310527638671,-49.9185931618,-50.9801384062447,-48.1964398752441,-48.5891459674448,-47.4492254969627,-47.1260497096802,-45.4192888317905,-45.4631838135441,-46.3195673029797,-46.4347155305612,-51.9722339185921,-53.9186624700412,-52.8779915577314,-50.5008502264479,-44.726562435716,-40.4119109298451,-38.141009292593,-36.5984638330901,-35.3046752394231,-34.6144403674741,-34.7614030997064,-35.1234195378106,-35.428062097115,-36.4345624340376,-38.3023174955894,-39.5768405411269,-41.6546207773404,-44.0677305286724,-44.3606667988857,-45.0510410091431,-47.2698134561295,-46.2618018104571,-45.6570269320084,-45.6446892201693,-46.5469759818536,-47.470197216558,-46.0979960846708,-45.3169129798328,-44.8682326724466,-44.4615944294528,-43.109598417751,-42.8088324740069,-43.9515880562856,-45.3985961162854,-44.8905124584714,-46.6905042414562,-47.1345781522149,-47.8170715192917,-50.1916954943797,-51.9572716225473,-52.2180281713978,-52.2679358099147,-50.6265653714488,-50.0865432962144,-48.3042717924187
-50.5612802122019,-50.3522026845706,-52.1185506163567,-55.6075071266326,-51.9556625274836,-50.3412195746183,-48.9776132303478,-48.9812470821415,-47.5594190792968,-46.9925643321819,-48.7346619627319,-48.7678515530317,-56.7407708689128,-56.435470116901,-62.9607149195921,-52.8527154320633,-45.1070360175024,-41.2857912399814,-38.8604958185933,-37.0219887336156,-35.8408145975712,-35.128978157486,-35.0573947188921,-35.0581619958114,-35.3770013452083,-36.6408712035225,-38.1664716185635,-39.3995554721227,-42.0224417423878,-43.7965839705344,-44.5840652706891,-45.7320635690569,-46.7404333529851,-46.7750666469466,-45.8780098994118,-48.1553003187093,-50.0671730261424,-51.2261938621692,-49.8248218462324,-48.351051663538,-46.5026871163663,-44.8102269629389,-43.5844127890591,-42.5015763741988,-42.4029754487545,-43.4171099626936,-43.0078187335412,-44.0719583873001,-45.5597819415676,-46.4155957700904,-49.5056905589625,-53.4212551193054,-57.0908021355031,-65.974262248494,-54.8255518923423,-51.8975577957512,-49.3751312787292
-52.3525896205016,-55.4279473596696,-58.6403665747225,-59.0034502582431,-59.2903240349575,-52.23299306161,-50.104527882009,-50.2057748075127,-50.3347173795641,-49.404452034137,-52.9047485716793,-53.5639344721523,-58.2301856841458,-56.8481456063265,-52.0861141766423,-49.9135057519098,-44.2536417227321,-40.7472140980584,-38.7283800287085,-36.8488576710521,-35.891506814682,-35.2936315115629,-35.0099854628361,-34.8588973361268,-35.5523610442041,-37.1214196225209,-38.532170622479,-40.623284594475,-43.9156835601242,-45.8043126838144,-47.325941243563,-48.0077636569755,-46.311281060233,-47.0287246299934,-46.438672376145,-50.354493703365,-53.9189216924546,-58.0961435277533,-58.5409700853173,-52.6427931068565,-47.4738785622706,-44.7167466446871,-44.1060707829126,-42.8853327942985,-41.8323948592487,-42.32032275889,-42.4315798738348,-42.8253656229331,-44.634292676885,-45.2725024091004,-47.7110747241105,-50.7745373174086,-53.3714023507926,-56.9701076961006,-54.2834256865902,-50.5366436522427,-48.8148443836996
-53.2398054765445,-55.9135780065428,-63.6294900535275,-56.8863576480064,-56.1705376295021,-52.5469286237749,-50.0779365587919,-49.9279531598148,-52.1068510206261,-50.9626628186709,-57.6476501621527,-66.934366518218,-59.7430303218114,-57.335292318161,-50.7677389708234,-47.045357016298,-43.416509875157,-39.7578242602135,-37.9436817362053,-36.3179706058522,-35.5055187161355,-35.0341361474369,-34.6573090826461,-34.6561510173085,-35.7482146437177,-37.2644892114751,-39.1489830738266,-42.5324407722733,-47.0796767190185,-52.7605530153039,-53.8156382447011,-50.7676752616964,-46.0071312155998,-46.6543798333635,-46.7148951003938,-49.8345789222547,-52.3736989177855,-56.8722343292133,-59.2523509218562,-52.8314613939096,-47.1187249626469,-44.3849732462825,-44.0719206371789,-43.4761703783046,-42.0509405565205,-41.9456143569267,-42.6745873443605,-42.5451121932006,-44.2252442884517,-44.7092641664402,-46.1241804238512,-48.331057456986,-49.6691466983227,-50.6356387153099,-50.7687762403084,-48.8726816680741,-47.9408082538197
-51.2768783564124,-51.0803211746914,-52.2948965391714,-53.9992165959415,-50.4155441783071,-50.2672550321289,-49.1054205363295,-48.6048029055916,-51.0915976940887,-50.0656541987376,-52.2020722301701,-53.5119723155567,-66.3050908122586,-52.0835566071486,-50.6173122355691,-44.8473563168592,-42.0173322239826,-38.8129866330009,-36.9541310529669,-35.6884244388325,-34.9186048148464,-34.4944905025114,-34.1719171762475,-34.520643805948,-35.680525454948,-36.7375935661617,-39.2865133875567,-42.2973816322329,-47.3083750928745,-56.2185377454912,-51.5710346336128,-49.0871743278733,-45.6508216211739,-45.6768064234873,-46.1365978843389,-47.4683043396104,-48.4172840373581,-49.8233474149642,-49.8448431213582,-48.4677416099386,-46.0389446086347,-44.1915635297755,-43.6740731857324,-43.816619999207,-42.8230663105341,-42.1628502165429,-43.33238529132,-42.9391817491519,-44.2097613412552,-44.8489836407849,-45.4113906171864,-47.2076516049236,-48.0476949929354,-48.3802512988284,-48.962579631944,-48.4743406976596,-48.0662362461583
-48.990468133264,-48.8094044038033,-48.3677427064649,-51.2296068015321,-47.7136737932843,-47.7891602767845,-48.0021457948137,-47.2914198234732,-48.7007082764862,-48.7838907769503,-47.834708198838,-48.0385156531122,-54.199872619939,-47.9227428251979,-46.4824562029394,-43.0021208418345,-40.1317403986834,-37.888183741932,-36.0497215338074,-35.0789445889693,-34.3370656902484,-33.9040242943792,-33.7616381228199,-34.4512548439784,-35.3027995259152,-36.0018237166501,-38.4941909121929,-40.0108673259414,-43.6227364386877,-45.4864402343328,-45.6798488465312,-45.3144019571516,-44.9793370071187,-44.4114221059355,-44.9601355432374,-45.1401164372822,-45.5785980503062,-45.9986720613176,-45.8806015961875,-45.4287393474363,-45.1029129554993,-44.3661048588596,-43.5220513324251,-43.8908839575811,-43.8510926709832,-42.8349295395,-44.0446837815795,-43.7629327132559,-44.4834294202689,-45.5852823756849,-45.5877453353167,-47.1053185381475,-47.7264605947178,-47.9346801271447,-48.7249020757242,-49.3697141148058,-49.5612755380618
-47.5575197486649,-48.005219475927,-46.8580434563092,-48.8240354789998,-46.7805883750088,-46.4517773059196,-47.3871846034761,-46.7051622003894,-46.8383951448289,-48.1325494871597,-45.8706258085519,-45.7460755910836,-47.2286566611744,-45.3001225725916,-42.5488564249519,-41.3049145406546,-38.4919662792857,-36.9724382199245,-35.3436613886448,-34.5329460086444,-33.8708838604341,-33.4567172901429,-33.5692742894231,-34.407078898333,-34.8961761553516,-35.6399803191965,-37.4438134754574,-38.4195222533573,-40.9629534387286,-41.7663894097586,-42.861066401576,-42.7492020724753,-43.9366881142914,-43.1844265720866,-43.6958154302122,-43.4322518940539,-43.8373413534272,-43.8579830520196,-43.9628343842954,-43.9756012727074,-44.7603838651968,-45.0005108340074,-43.9613247560152,-44.0129756413542,-44.8482428569999,-43.906836385552,-44.6394849660958,-44.8960891300578,-45.0439172446192,-46.7033324037497,-46.4796977602516,-47.6017841143109,-48.2248791964326,-48.5519414898846,-49.4765298413112,-51.2687624907268,-52.3606636706029
-46.8681869187249,-47.6829320269862,-46.6945664620171,-47.1940336199772,-47.1465684047272,-46.5323918281598,-47.6314742863805,-47.2474754750726,-46.2492700585213,-47.8844707173881,-45.642067436119,-45.2291292505585,-43.7498686793949,-43.5120629917985,-40.418178274386,-39.8135689137818,-37.4597861541003,-36.1952646179258,-34.8651825674904,-34.0956559331788,-33.5645329683484,-33.266069391725,-33.6283562980846,-34.3717651608736,-34.7943275423627,-35.9033347540561,-36.9576213622906,-38.164463824988,-39.8860449372056,-40.5471475928124,-41.7298492231577,-41.4931322851656,-42.7681024636729,-42.2106305405625,-42.6005578433088,-42.4240753745736,-42.9477050679198,-42.9163123828015,-43.52391814587,-44.0202661348035,-45.3161502878714,-46.1955671704632,-45.209414334203,-44.5468283200249,-45.6586630793866,-45.4171972594901,-45.2494425958573,-46.3825186153719,-46.0791404724659,-48.0728151991615,-48.020853215469,-48.4425549918926,-49.3026584237739,-49.7662944213103,-50.4401904455414,-53.3715808695633,-55.4104345064377
-46.6993815244663,-47.4511654432756,-47.2791029401502,-46.5236342022012,-48.5698769265451,-48.1966490475511,-49.0447869816697,-49.2517919841335,-47.2749442298953,-47.9348269760544,-46.8691702738047,-46.0224187209857,-42.5281190745132,-42.4401759655501,-39.8002615874071,-38.7654196616658,-37.0409634573427,-35.7094396193287,-34.6166658035789,-33.8264558213602,-33.4309390879759,-33.353003233079,-33.8689799919921,-34.4011328796043,-35.1862680754047,-36.7871579270517,-37.4650990671041,-39.2948133883458,-40.3324187884444,-41.0526782105262,-41.7699942575213,-41.336714145684,-41.7771348921007,-41.5931214746881,-41.8270474085759,-42.0054094836126,-42.7035781723006,-43.0446762619795,-44.5156440165982,-45.7935358397135,-47.2435184460917,-48.2214788750994,-47.6152259222934,-45.8763422752369,-46.3087567644808,-47.2577903232475,-46.2170536093357,-48.3433849487784,-48.0089998393851,-49.8802661082826,-50.5257264314741,-49.8281349359083,-50.8605034297871,-51.2964245234507,-51.1398269298167,-54.2919330481391,-56.4284343623089
