-52.5636642358402,-52.8494290879232,-54.0799623763357,-54.2937526965203,-52.3081275345062,-49.9393530007419,-49.0996489030327,-49.3176834349538,-50.051261182265,-51.1647436842978,-52.5485901416301,-55.4817574475339,-58.4995550587255,-63.8466539108434,-63.4191000004242,-57.6684751613247,-54.6074950878879,-53.043018315783,-52.0847180426181,-51.6786557699579,-51.4632628939753,-51.6513005379144,-52.2119174964989,-52.7598841470901,-52.668119269708,-51.6707296990784,-51.7533223404078,-51.8457041422867,-54.2947308098301,-57.4622791416865,-59.4753068924158,-60.0897208022778,-59.6325721357664,-58.4184896558824,-57.7729426539312,-58.5829615161209,-60.1059552129296,-60.0600134944094,-58.6747411047574,-57.3481850694735,-56.5404107539744,-55.3234832079607,-54.8194185849025,-54.3127815166316,-54.1631002651453,-53.6681239242125,-55.5868727248486,-56.9550539448274,-58.5709844466349,-61.4983066137462,-63.684038648736,-61.1372158744356,-58.1918812376565,-56.5450700531001,-56.8446340152071,-56.5008944400258,-57.8170117044628,-57.9296814333519,-58.7483122135271,-60.2029815947917,-62.3709011763165,-63.0851357557642,-66.3907824895231,-64.2062152693556,-60.6785421105808,-57.9183783748314,-55.0328335837488,-53.5555730365504,-52.4789706960868,-52.1028770099866,-51.8124446727645
-51.8207303480187,-52.3845260591271,-53.1422732279891,-51.8424483664983,-49.9870486166708,-48.7149567476116,-48.9721381083385,-49.9194016123062,-50.7427979162984,-51.0574941973789,-51.4415563285488,-53.6525156876651,-57.4494728688146,-66.5726517625386,-64.9473356182133,-57.4294414163752,-54.3632051094325,-53.6149305861394,-53.1173708020439,-53.0180222531218,-52.3990203866755,-52.2504876788313,-52.7672834462538,-54.0158029628167,-55.1600317621201,-55.5722598769848,-54.1026507260634,-53.8571673220681,-57.0017777943073,-61.2233635825448,-65.7134918263684,-65.0508105245631,-62.7060226788563,-61.1212080928947,-61.1487648246804,-62.5966960442065,-64.4932786674048,-70.1587304776749,-69.9009501917281,-62.3243512176719,-58.6501418284677,-56.3231881719897,-55.5901675673368,-54.7023127293784,-54.4980481347049,-54.4879275793949,-56.5121916561066,-59.0985898884748,-61.1635104439054,-66.7785426628654,-78.542603860589,-66.5782193747858,-62.2536768035565,-59.4665659491979,-58.5700928252242,-57.0115098125746,-56.6148045366251,-55.8745414204637,-56.2285991194795,-58.3164741745033,-60.4727150242443,-63.8490166230135,-74.8427502066167,-68.1872250299474,-62.9870333588416,-58.5872636282332,-55.2859888851174,-53.8528134514826,-52.6457760244215,-52.2417569661386,-51.7979767510599
-52.3304466926269,-52.7914046577297,-52.325149504202,-50.1128153520154,-48.5988247460517,-48.2524846089249,-49.2530238525669,-50.58138067046,-51.1264310565746,-50.6021614726142,-50.5918886612832,-51.9220830693369,-54.9206588869349,-58.242018785227,-58.1488190956722,-56.4879042924301,-54.9097464701409,-55.2314748994604,-55.4763809475065,-55.6465375592075,-54.6861284042629,-53.9967027930398,-53.7137730610302,-54.23106934789,-55.6734207392208,-59.2223691200946,-56.6468210944936,-56.3514903209127,-57.8899810644271,-60.7689992589657,-79.2943064690282,-66.1082887295373,-61.5782452008364,-61.0844147482887,-62.8756651513267,-65.7114432580444,-64.1983964486539,-64.2398517303726,-65.7271344433178,-66.094419309367,-59.6769260915427,-56.9142311828967,-55.9606522852048,-55.0988522114621,-55.1879633903723,-56.1256559194314,-57.6396962554878,-61.4392595087755,-62.7322861091453,-67.5975944841014,-69.9394058625418,-66.7888846718383,-67.8247721313024,-63.3858687366843,-60.5064950515973,-57.7866587257799,-55.8793424144035,-54.8653245516211,-54.7902421230614,-56.3720709772586,-57.4497881118861,-60.1614251466632,-61.3431979334311,-58.9649990795594,-57.7934054533815,-55.6886177478731,-53.9744634500624,-53.0917473031033,-52.2719772920554,-52.0868090465182,-52.0193037084174
-53.6690808848822,-53.3589498937591,-51.5902085040607,-49.377734168781,-48.3748138067862,-48.7831553210839,-50.0424082874213,-51.0210427047075,-51.0635727749921,-50.4288189019744,-50.4993294113235,-50.9299687502051,-52.2972761787165,-53.2282904421281,-53.8271206925808,-54.9114835031323,-55.9205519997698,-57.6228223219482,-58.7457279733075,-59.2095973349206,-59.2718299971278,-57.9483887916107,-56.0402660435596,-54.7660453319109,-55.0522517580565,-59.6680051212296,-58.8999314944218,-58.5068945671439,-56.8769753579348,-57.9552367443974,-62.4010331782233,-61.4999910948741,-60.080857626552,-60.0655444871067,-61.8305726055333,-63.7659466069538,-61.7912636173651,-59.3692059139492,-59.0093486640249,-60.7682278904093,-58.7523699556831,-56.8154832986802,-55.8248505991414,-55.4397349054485,-56.1653884187342,-58.4739384872906,-58.9657779563888,-63.5682227764819,-63.44010117073,-64.8646911171508,-66.1263072086522,-63.5017983079204,-63.9439764586688,-61.8937349179841,-59.6899663550785,-57.8654215121006,-55.5447073434242,-54.6080788728987,-54.0894878314881,-54.5993460308634,-54.8587155598967,-56.1487350353077,-56.077254669495,-54.8527564924718,-54.1133189981128,-53.0059151525098,-52.2794135050943,-51.7299129218805,-51.4666342338538,-51.5805065602657,-52.2498944633764
-55.47855385716,-53.7841933366307,-51.2558045070316,-49.6971529174087,-49.3962970000226,-50.4901181237937,-51.3919456582584,-51.2255109489823,-50.8926318477154,-50.8209644716406,-51.2190012000202,-50.7436854160613,-50.6060223889828,-50.6300337686919,-51.6216927685354,-53.6868384672471,-56.8581775374375,-59.1295074834789,-59.9645617253391,-61.4272442527673,-67.0014358838335,-68.3631514520068,-60.9742896602962,-56.5959362357048,-55.2160237882213,-57.7038114039222,-59.5487818937792,-60.1051303849553,-56.5043663427167,-56.3010230451232,-57.3695065095182,-58.1083440271699,-58.809629252877,-58.1163864207625,-58.4445903111475,-59.0520814261124,-59.3298992555144,-57.3238399482388,-56.489019789243,-56.9097512372038,-56.9588491614723,-56.1801796216029,-55.4277201822973,-55.7671994363889,-57.0988499350632,-60.821270575788,-60.2434556205067,-64.8127838549451,-64.5945389539479,-64.2516116932633,-66.309846427703,-62.5437970213809,-60.4192710659654,-58.9798735743891,-57.5484342672198,-57.2990277241789,-55.5982825440741,-54.883650540958,-54.0146139697084,-53.4932476170369,-53.4098606552444,-53.7379773832082,-53.4770919127603,-52.9485353491077,-52.1811856868224,-51.388195372345,-50.9678400635058,-50.4595668046471,-50.5647072733497,-50.8890463606686,-52.1683593992973
-57.5522526780986,-54.3298254339923,-51.567508098258,-50.9672023389161,-51.7060774892994,-53.4737856218483,-53.0787173860577,-51.651338756348,-51.2357485497775,-51.8038283502971,-52.5912249248617,-51.3583217475148,-50.0805284264748,-49.6110299086086,-50.7171184336015,-52.9127070593187,-56.3407074747775,-57.4875409822437,-58.3563854656454,-60.8377857443722,-62.0777217455548,-65.8696164237553,-72.6106013184927,-60.4565682384766,-56.9096346411906,-56.1566274650531,-58.5981708140883,-60.8924392251176,-57.3744273250217,-55.9550964793751,-54.9948283003624,-55.9827087335775,-57.3593039842389,-55.8510860195084,-55.0117308110046,-55.1702342887331,-56.6847056776369,-56.1888944001608,-55.2813110374857,-54.5987165161833,-55.3060450912005,-55.4500158424999,-55.1862906057821,-56.1329137991824,-57.4126734654609,-61.5743996460178,-60.7594900620782,-64.601187213541,-66.6551607201482,-66.3894660749996,-68.2423082243055,-63.5283470102237,-59.7233037321168,-58.094955430845,-56.5053897927234,-56.7487613323581,-55.9019407495811,-55.4326698504209,-54.5283071415298,-53.3724265684583,-53.2474872121239,-52.9088713815902,-52.5798145340607,-52.4078252891223,-51.4849150863079,-50.7181171119472,-50.2390276012019,-49.6715420249769,-49.8773909923142,-50.2705370149667,-51.5990704942389
-60.0847249904175,-55.3208636937127,-52.546961482404,-52.8464294631732,-55.187959281863,-56.7839441652064,-54.4648118952904,-53.1078381137948,-53.0011183205814,-53.5714551407744,-54.1670419643623,-52.6204115307046,-50.5428041719616,-49.6810231354751,-50.44212379209,-51.829699733984,-53.7414202476544,-54.8016791992883,-56.9449116228585,-59.1982668106431,-57.7065226626934,-58.870626857591,-67.3610481543843,-68.0783102552313,-60.6043366541342,-56.5324426498686,-58.1827940089624,-59.4204864886868,-58.6878839806185,-56.7261509472142,-54.2200228544958,-54.7990826889578,-55.8875713369035,-54.3575228762385,-52.9440678117296,-52.8194309189802,-54.3426787282558,-55.161666593203,-54.5392872740124,-53.3487726886049,-54.2413529167148,-55.0950747694177,-55.5426907491671,-56.7194889760844,-57.3116447071697,-60.2796877191451,-60.335177582782,-63.1909432854638,-68.0129451616842,-72.7932366005213,-69.1856576332035,-64.8575417698704,-61.3497227561905,-58.9528962608565,-56.7523460370928,-56.4441673957589,-56.1780378372394,-55.9537573602754,-55.5501820178894,-54.4278981977428,-54.4758978483057,-53.6355513895228,-53.133168565559,-52.8728848597186,-51.7331133294921,-50.8176412582163,-50.115598164111,-49.5135578058339,-49.6004112585605,-49.9241670172866,-50.7726028671463
-63.4601373034022,-56.4407102558708,-53.7566772691047,-54.6898028171193,-58.5046063772443,-56.5812119783636,-54.9791438481583,-56.7089687256747,-58.4429127578715,-56.7217986872715,-54.8987310323402,-53.2985143490533,-51.1481375089393,-50.2340171305204,-50.1174735008206,-50.1313301501325,-51.0011982210995,-52.8449705260786,-56.046611610293,-57.2558964400016,-56.0633126313671,-56.8811970732021,-63.1753304529633,-78.5369087532179,-66.069891765005,-60.2869815977335,-59.7105504630864,-57.7369794475292,-58.9788915386103,-58.1631942643126,-54.7325798069047,-54.4375003336757,-54.5645915091687,-53.7214647020289,-52.3630961518877,-51.9623658559449,-52.7804416195196,-54.0859331342594,-54.0547729222884,-53.0695054311021,-53.9884940151476,-55.4554811213145,-56.8754219110204,-57.9643516433736,-57.9093751757492,-58.782158207662,-59.9749248205288,-61.4059723984606,-65.976095429828,-68.9251519444628,-67.1537360123266,-63.1950850002524,-63.4860038198254,-60.5640985875311,-57.6569004481725,-56.2396073837442,-56.2083593452972,-56.3116857740952,-56.9765449037957,-56.9216623284447,-57.4022903281385,-56.0981345759083,-55.1052580916568,-54.0873938285206,-52.6520211995353,-51.4859202344018,-50.565218613431,-49.9946068203559,-49.8025679788318,-49.9259874835985,-50.0907432043071
-64.4650425924273,-56.2020754793481,-54.1379822782912,-55.8057342083537,-57.4848350534265,-53.8296868877186,-54.5959926596976,-60.8459123911668,-68.9250550117026,-59.2174169522469,-53.7306289024459,-51.5058550930802,-50.4348556394193,-50.3259325547425,-49.3621841652546,-48.5036068461044,-49.2162222585805,-51.7036847610132,-54.9178504482571,-55.6270785985674,-55.9243354144649,-56.8437268470947,-62.3299381675915,-70.9638956003548,-65.9267129113789,-77.7902222460706,-64.9108907071115,-57.9888941187658,-58.7281584901425,-58.9897294570423,-56.3231497509497,-54.8596702088717,-53.6358578036473,-53.578334195597,-53.0652560088299,-52.5083852355286,-52.247893410921,-53.2737409443825,-53.8644417398089,-53.7588339454888,-54.6212603720005,-56.6008516220622,-59.3625087330509,-60.4972382612373,-60.4967238993798,-58.7128184032661,-60.6407880623052,-59.9859549098665,-62.832311225026,-62.032487760939,-63.082876198184,-59.7443485711547,-60.0212749337355,-59.615074519178,-57.7341527672068,-55.8741959491354,-56.0899334249972,-56.7996347561558,-58.970405249222,-61.5969986652244,-62.9932319312581,-60.5661920930287,-58.3542887205003,-55.8027459040033,-53.9267243989589,-52.5266725993891,-51.5047921059017,-50.9937595632771,-50.4183017852676,-50.2337831217525,-49.8134870028699
-59.8710305208971,-54.2130021078028,-53.3230945217936,-55.5177312118163,-53.5237077392742,-51.2215563638217,-53.2990100402482,-54.6958632211366,-53.2793498097991,-54.0734757771896,-51.1668311679493,-48.7051289076949,-48.5229095813123,-49.2383081260305,-48.2627669518234,-47.4794464944003,-48.4278905889186,-50.9153092264769,-53.3195288713678,-54.7943797626433,-56.5731361124367,-57.1821317650237,-61.5501849734822,-70.8461359728847,-63.3891542821972,-63.0757498247102,-90.9804772798539,-61.2413067622525,-59.5100759493251,-58.5136380937746,-58.5122993632805,-56.0234325983419,-53.4927232903806,-53.7807354420657,-54.6516727186248,-54.3614539074705,-52.9144890508001,-53.1962127410074,-54.1323627435674,-55.3910400950153,-56.0162237733816,-57.9658057161241,-61.7867592318813,-64.5054669121748,-68.5522258976516,-61.6434731940013,-62.5966782176722,-59.402323198758,-59.9423777837224,-58.1645510698322,-58.4333411838298,-56.5459506748145,-55.4456153256567,-55.8819362354975,-56.074268010405,-55.2124008465716,-56.0277554719448,-57.8667559628602,-62.2767975583537,-72.5096331773833,-73.4474047612786,-64.8065400385533,-61.6819089600473,-57.9837863601488,-55.4872281147052,-53.8883368505447,-52.7647262660875,-52.1957625897661,-51.2270958549902,-50.7131343910626,-50.0237737048997
