-51.4082515204322,-52.7206891359795,-53.4536005207837,-54.6264522516411,-55.7132268165862,-52.4951679705614,-51.008611284055,-52.3097327214264,-55.1888078678352,-55.3854468843693,-56.471932459073,-53.2425209289523,-52.8833576247635,-50.3166247219401,-49.1889490135823,-47.7035743742917,-46.2373362804478,-45.0175148201665,-43.9419822574803,-43.4665822040411,-43.5637981096353,-44.1704682458048,-45.39675361942,-46.9200926034517,-48.3617619153776,-50.5763775294101,-51.3309958795234,-49.804414797122,-47.8670704645811,-46.1788461518341,-45.6771969712533,-45.287417916654,-46.2181160394352,-47.4128177188022,-50.3086270116012,-51.6984385583386,-51.763796702669,-50.7859493386278,-50.1648732890291,-49.5081809520951,-49.1941031888338,-49.0620882922305,-48.7325885633542,-48.4058766647241,-47.7932049040327,-47.1918204079448,-46.7205870614106,-46.2879407268603,-46.4591380797065,-47.2124022695959
-56.1381818643329,-60.0792440972992,-60.3119933329551,-59.9849861496919,-56.3148631581491,-51.9063516942311,-52.1830808971165,-55.6941435243615,-57.8865217111919,-57.7940019567985,-58.3067127946662,-54.6410769398997,-52.554431683056,-49.7528826870712,-48.6444119757882,-47.0970427948784,-45.8485380585518,-44.7299870587621,-43.8151394871043,-43.3985155377953,-43.6432333765246,-44.5535688190811,-46.3108661848633,-48.500128163377,-50.2032230969244,-56.796959288724,-58.9129193350324,-50.3718370429378,-48.2835588382619,-46.4880575670846,-45.7798499647075,-44.4661608644448,-44.8556978989445,-45.1123565333351,-46.667520658991,-47.7610978825049,-48.6002501111532,-48.4165778002489,-48.3693507049253,-48.1600612980382,-48.0852855052719,-47.9732301784143,-47.8807061455444,-47.5172267702556,-46.9513376107078,-46.4745903873745,-46.0940519242216,-45.7256461801405,-45.7194297727015,-46.0289558656917
-61.5891689226066,-70.6721006014873,-67.0972312476324,-63.0691677704823,-55.1888737692226,-51.8085216979828,-54.1350639773916,-58.3293502311054,-57.9318068974804,-60.9883954206142,-64.4085040392162,-57.79815389285,-53.6073556273522,-50.290464370362,-48.9308410326537,-47.0848649404802,-45.7363927727987,-44.5071642892384,-43.7572193420439,-43.4011279356446,-43.6373045308549,-44.57237388352,-46.2871055978952,-48.1966980547659,-48.3325097758106,-50.0587086382703,-52.7403639152961,-48.5416819088514,-46.7951752693232,-45.9023085366805,-45.2969605087798,-43.8941764986023,-43.8646452471035,-43.6221551136766,-44.3414516339725,-45.394497488096,-46.5757412809101,-46.9929703012999,-47.3959649546186,-47.7175423569834,-48.0901778617865,-48.2196570228241,-48.3647595739691,-47.8248707264198,-47.0562847115415,-46.3342331393167,-45.7620789718038,-45.3423573488415,-45.0615592554103,-44.9217690662979
-56.2340946595544,-57.9412287631403,-60.5557309087202,-59.5445089012455,-53.3372995714066,-52.1760256578818,-56.3534850342071,-56.70228529136,-56.3064496099084,-60.5948542354174,-68.93753598219,-56.8766851489031,-53.8593590297223,-50.6928792768456,-49.5160570371687,-47.4120542221038,-45.8521551481092,-44.5278996249818,-43.9725034843763,-43.716058357447,-43.844862184603,-44.524828623428,-45.752173057157,-47.2004203112188,-46.7109431210872,-45.9711662952503,-47.3695587468836,-46.6966419338739,-45.220283518305,-44.8590013716679,-44.3957925508289,-43.6585233508194,-43.3753508206442,-43.0163200256791,-43.1300339381051,-44.0975469200276,-45.3307718970953,-46.2890421496191,-47.1214730269541,-48.0740170607901,-49.1757073801955,-49.9606252180346,-50.4764363998649,-49.581253691253,-48.2773207225384,-46.8713522561077,-45.7925367878217,-45.1732622982702,-44.6021822462117,-44.1468751900105
-52.8335691519713,-54.7658560713683,-56.7935336968925,-54.9959704800662,-51.5076380268895,-53.0035255137918,-57.3127132546708,-54.3811620518493,-55.0528544149798,-56.9403095009375,-57.6167817849664,-53.3896340754219,-52.158410941568,-50.2997690569241,-49.8001696322409,-47.7158103110243,-46.1149799279852,-44.9444699277927,-44.6364880669729,-44.5378986087783,-44.5436951932728,-44.7987065004496,-45.3840926561781,-46.4805013755572,-46.4691940190026,-44.6037362104179,-44.9699712151981,-45.6242725238705,-44.4914391650511,-44.0926467935482,-43.6122393556764,-43.732687023156,-43.3505561030949,-43.1919207233827,-42.8967859832729,-43.6906777045533,-44.7718643299458,-46.1616028436297,-47.367892027576,-48.9499478679186,-51.042040080238,-53.4072052115788,-55.3680190893362,-53.6382769736838,-50.8317220594099,-48.069246699946,-46.1652879674036,-45.1735742641535,-44.348220975635,-43.7452640635511
-51.6930645751846,-53.7874557778804,-54.3353570000681,-52.3378180104304,-50.8612063533876,-54.7121199046619,-56.1356880695993,-53.0595582642729,-54.4491657337244,-54.3746272791797,-53.351813746801,-51.5183644854521,-50.5586440461094,-49.9447098412554,-49.6653341623757,-47.8893661619684,-46.5755177427111,-45.8986870514355,-45.877363590395,-45.9798951136414,-45.9166650272412,-45.7093498093573,-45.6705183717346,-46.3169959812441,-47.259591335104,-45.1770917845349,-44.4488513016428,-45.3427667940599,-44.7062222259706,-43.9974307372976,-43.3900754134737,-44.0232050781378,-43.7099004812724,-43.9721434284958,-43.5484613172349,-44.0901345489893,-44.9029582154076,-46.5167672212744,-47.9666181049273,-49.9358277595406,-52.6350467321885,-56.585898106344,-66.5717111255617,-61.1572403225764,-53.8505396457367,-49.439093181863,-46.7103118006048,-45.2510866864882,-44.2407118749841,-43.6313036126398
-51.8599702074351,-53.6270221158286,-53.0898500935973,-51.7708473761293,-52.1606147386505,-57.7419654381756,-54.5674095177833,-52.7660009209403,-54.316885908921,-53.0329659820218,-51.4186006802825,-51.120400701094,-50.0490301894734,-50.2944860282269,-49.4685205565593,-48.2358814659747,-47.4875870338393,-47.5485595202808,-47.777106950103,-48.0529248067974,-48.0284717469763,-47.4790115457569,-46.9632277729038,-47.0116939445028,-48.4724836563093,-47.5347357510441,-45.5634921104365,-45.8334253297936,-45.7265495060036,-44.6907882666256,-43.9621617339696,-44.4969230711515,-44.4256130400687,-45.1328860416319,-44.9923799594363,-45.230932839361,-45.7477857015586,-47.29103246362,-48.8290241380798,-50.7684574016341,-52.8670343955992,-54.7125300892774,-57.3425726897835,-56.3010812231826,-52.9706971492913,-49.7389866687055,-47.0797643951051,-45.3139843464051,-44.2124396824314,-43.6711843380454
-52.6663988649437,-53.7708807402518,-53.3398796234077,-53.5267008236119,-56.6280557671161,-60.9130194418873,-54.0984362472426,-53.5147361919894,-54.4395642751038,-52.4307015166156,-50.7606823985639,-51.6991883024072,-50.6011392334996,-51.2085844924962,-49.6487493413683,-49.2563509718011,-49.2782457207463,-50.1076010468179,-50.3725741127504,-50.6219363390331,-50.7624220887403,-50.2409339523183,-49.5973812624888,-49.0820289169925,-49.9231367496502,-51.489623546374,-48.4776711704169,-47.1378244519244,-47.2501164692785,-46.1208267480537,-45.413047164767,-45.3036718855275,-45.5832026368877,-46.5023938447711,-47.0995762565176,-47.0345174470836,-47.2915733870026,-48.4317709455258,-49.9783619641172,-51.6342942865951,-52.7114636338376,-52.8609640986095,-53.0393095804034,-51.7741082646857,-50.2575759721585,-48.7118338842512,-46.9760357087566,-45.3063122585337,-44.2270630266109,-43.7588026845559
-53.5561805405541,-54.1726964218431,-55.302921818613,-59.1054663392195,-73.5484068329958,-61.8378801902597,-55.2842155302056,-55.2037218950058,-54.5480090239735,-52.1676040379857,-50.9045406343528,-52.6531356923495,-51.874170499852,-52.1364360888472,-50.6570193099479,-51.5234847496998,-52.6004334740432,-53.9307066955156,-53.6623318159592,-53.3844355032793,-53.6849786545055,-53.9153983999992,-53.8380976956201,-53.4043829793994,-52.6836434452424,-54.8287754689192,-53.5543574150236,-49.2915609493836,-48.7720358945309,-48.0240111560921,-47.6811326868798,-46.7483686581335,-47.38888144184,-48.1382192353245,-49.6845734869445,-49.418960766806,-49.4241446885248,-49.8542651645444,-51.4395798326921,-52.9707323323566,-53.580279015487,-53.2729454863378,-52.3162580849247,-50.4059324278666,-48.8748093282712,-47.6095752025226,-46.5031877115408,-45.2209748518494,-44.2846656478972,-43.868791712472
-54.3540646451012,-54.7946623059802,-58.8237798333308,-74.2143264581448,-59.8402796938648,-65.6782182749135,-57.2077529876013,-56.9829748927318,-54.2809742006013,-52.1281152519184,-51.6880908582319,-53.2905247868079,-53.3656941669498,-53.0000002294672,-53.0665153108259,-55.9100933525465,-58.9399710495652,-59.830706953008,-57.6955288424708,-56.0446235091584,-56.0513630681525,-57.7217966610969,-58.3730979632373,-59.1652840454585,-60.4318389832455,-55.1343899413145,-56.6969262846214,-51.9834300615614,-49.8080344972194,-49.8544365129161,-50.442362845883,-49.1242238539576,-50.1590577065694,-50.4534348588074,-52.5443233032807,-52.3349237686043,-51.945307863774,-51.3850927112749,-52.9309149508151,-54.9754736698369,-56.5151310006133,-56.7572722925058,-54.2425457782665,-51.0437767893773,-48.8139768671665,-47.0823142555289,-46.0136345286246,-45.1024053302942,-44.4093282585264,-44.0553772499767
