-48.0618937251092,-48.0642375803326,-48.9661647627159,-50.0650043976253,-51.1455404024999,-51.5658101825484,-52.9205761113074,-55.8181542106404,-58.1738526282219,-56.0661794662296,-54.6542514305817,-53.9168168380731,-54.1728637386591,-54.8018419322125,-56.1726582845402,-59.3755145717281,-61.4164591956473,-60.6308252244361,-57.1972151468877,-55.6296064425188,-54.4756149796835,-51.4964869174964,-51.1977782202282,-51.0728684231425,-51.020417327994,-52.0382279110172,-52.753126340728,-53.5681309057476,-53.3410659796318,-53.1156207993117,-52.6912435268596,-52.2930321828244,-52.5593073319189,-52.9662421242565,-53.579560401236,-54.0871650749303,-53.3824591762882,-52.3276430961752,-50.4538800982188,-50.4943377431457,-50.0804547496402,-50.7159551096316,-50.7770916406043,-53.7339308099391,-55.5367724805309,-57.2226850135016,-59.8657831970536,-62.8616270363557,-66.8922940347508,-80.6374321779501,-73.3978734038529,-65.7550030667009,-61.2741213455771,-59.6822149688774,-57.8933359369226,-57.263976449325,-56.9118115418376,-56.2527137093664,-56.0544613971265,-56.0158757058785
-48.6051309086611,-48.5106545908278,-49.3533994380551,-50.3566525433169,-51.1623504384893,-50.6612117065161,-50.6413849725449,-51.4950410425417,-53.8254131394952,-55.3495905166964,-55.9367102029233,-55.4573241343408,-56.2654182579132,-57.2936822313664,-59.5030634604294,-65.2575714372763,-73.5509907963642,-66.064780061591,-60.1706035784671,-58.361685536946,-55.5789989347503,-52.7998895098227,-51.4762208541187,-51.5313168623183,-51.0740973547909,-51.1307988642346,-50.7896501470252,-50.6426215289894,-49.8213087058487,-49.3530191707689,-49.2127358830367,-49.2557904853297,-49.4580215099741,-49.6701622756105,-49.8325828264142,-50.2621361319646,-50.0857613736633,-49.856956585334,-48.7900783970488,-48.7205074584413,-49.4182495727368,-49.2353600872305,-50.097361320405,-53.0266487769175,-55.0127422461636,-57.3206894080587,-59.5732317587413,-62.8780310927839,-64.0060172388099,-64.90373918894,-64.9508003598107,-62.7033569445875,-60.6449724282177,-59.9990609958309,-58.6930616561195,-59.1151239383866,-58.9733609880845,-58.528540135684,-58.2595249206976,-57.9853777799266
-49.0860688854361,-49.0877004742665,-49.6762968450877,-50.5244457903798,-51.4344966887421,-50.8429351390612,-50.2037914795914,-50.0348256590085,-51.7734007969073,-54.2482696406061,-56.5162663151709,-57.2682166835637,-58.3970678817995,-59.0624854376732,-61.1249164498828,-65.3302175810555,-68.1261487093399,-69.7189950008539,-63.9420147122803,-63.1110851919188,-58.4012149393589,-55.1950102395474,-52.2517812774765,-52.0225921589161,-50.7998496653187,-49.7480764676688,-48.8929315702773,-48.4479397979356,-47.7771255673289,-47.3453052774947,-47.2582403689648,-47.3105218009745,-47.247127428249,-47.2371130189437,-47.1900979496533,-47.5304436170749,-47.7596433969962,-48.0442283639803,-47.9919003971229,-47.8602217918122,-49.2211903816726,-48.6482612034364,-50.1482796478505,-52.4389618382124,-54.2737449382978,-56.9895223468092,-58.5867903810241,-60.9263162465322,-60.2719485501806,-60.467412677823,-60.6303543986251,-60.0347825603717,-59.6610222418211,-59.9282954169371,-59.7808512492133,-61.3211827811659,-61.9012741634557,-62.5522703515968,-62.372396346195,-61.4113781430405
-49.4656180760434,-49.6340806518727,-49.8626615867446,-50.5665290359199,-52.0032818802537,-52.4050362061074,-51.709773654557,-50.8588913621663,-51.7745147374378,-53.9200878889297,-56.3632898957513,-58.4362818133903,-59.2125403421282,-58.0398091048342,-57.8451927590791,-59.5383068079105,-61.7972671491792,-66.534086382147,-65.5718880576167,-63.7086415404201,-61.242472720664,-57.1286035026083,-53.246658498252,-52.4292826399088,-50.2920919618156,-48.4194574799925,-47.401798603529,-46.8809217774134,-46.5882083841942,-46.3454519022351,-46.2655305958176,-46.1784977167477,-45.8635310683239,-45.6796487450891,-45.5624415653504,-45.7764785274322,-46.2405882136422,-46.8277224619299,-47.7117803226952,-47.7131470175302,-49.3384738824832,-48.8970948597002,-50.834224749943,-52.1646510494077,-53.745916820371,-56.5764199337185,-58.124892276387,-59.8500878432593,-59.4840826030976,-59.7609577267384,-59.4649493721951,-59.2005768342636,-59.3968470831893,-59.8583550049521,-60.9106278927392,-63.1809589529371,-65.256272222343,-69.8787138301184,-70.6182309507271,-66.7563047301551
-49.7249128838588,-49.9891963829697,-50.0302237510779,-50.7713325762306,-52.9391162463975,-55.5503537644974,-55.8015297888674,-54.4265109407169,-53.9403522377034,-54.7697247983109,-56.0163113408237,-58.0919918167754,-58.4987267391102,-56.6947738403875,-55.4612353046458,-56.6003892277585,-59.6258323835642,-67.2013166225328,-64.2683484803783,-58.9690977296543,-57.2114944510482,-55.6378921919848,-53.317603221424,-52.3341412829616,-49.7247779193341,-47.576229122434,-46.5835632518757,-46.0444328844827,-46.077936856427,-46.0244908153432,-45.9190231114806,-45.6587689005041,-45.2100996182423,-44.9313855724102,-44.8302697165954,-44.9266898099618,-45.48141201463,-46.2221283652003,-47.7276993542247,-48.0957614117857,-49.6402245890882,-49.8013579232304,-51.9269603118721,-52.3503217902495,-53.9405910570925,-56.7189602604988,-58.7680022614957,-60.190202824296,-60.9689457023357,-61.37281759529,-60.2930028090747,-59.9019729728901,-60.0147200205838,-60.0101384424278,-61.6228513533977,-63.4882498151438,-66.5203181338806,-73.2098615736306,-72.7841180544965,-68.5434530995369
-49.8397053938375,-50.1912541387611,-50.4607289760603,-51.5300272819991,-54.4526846975311,-60.5153261987138,-65.518077927706,-63.3200620751369,-59.2745756069499,-56.9807162658195,-55.8971124552739,-56.6825461708296,-56.8110706806737,-56.0937915697367,-54.7781808057298,-55.2868832897978,-57.9551200933479,-64.0559372925246,-59.8230279185762,-56.0517804481706,-53.4638796026661,-53.4678273669642,-52.198747668659,-51.3612881508172,-49.2327411044845,-47.4436931894781,-46.6275271398313,-46.1032304091241,-46.2564290950645,-46.2551742847423,-46.0557761552573,-45.6507803334693,-45.2145017133819,-44.9228046708604,-44.879089405719,-44.9006627612539,-45.4264784569778,-46.1977747047758,-47.9351801653353,-48.8682921658088,-50.1073697477237,-51.1703020314453,-53.2566193178666,-53.1466841838231,-55.1731972086217,-57.9854498899385,-60.9728802233289,-62.1117876692702,-64.5833749467876,-64.7966390790326,-62.7293517139375,-61.8176099028722,-61.2666356164152,-60.5350216128103,-61.8450344928447,-62.3749640522555,-64.7652397029514,-66.9155176627417,-65.989535250967,-64.3121124676141
-49.9929031728215,-50.5701979446869,-51.4453991544085,-53.0867399009311,-56.5931436174011,-68.1644996929597,-68.7369418496296,-63.5519320396812,-71.0471040800934,-61.2151478377739,-56.5753035906421,-55.4287378109508,-54.9658570384163,-55.5358159753211,-55.1851726631422,-54.8402502454311,-55.6918345825143,-57.050112649901,-54.9669439830373,-54.2867481506466,-51.6509920329148,-52.224423400508,-51.064338642511,-49.9576968547637,-48.9506863867272,-48.1082778375326,-47.6637329037585,-47.2110792079916,-47.2032603439168,-47.0505106209437,-46.6620178538717,-46.1617268869611,-45.8337204798678,-45.5859373792817,-45.5947508740432,-45.5884514690567,-45.9712809461174,-46.6513164643964,-48.2971085619725,-49.9569678254719,-50.8965030837237,-53.0531526244201,-55.014776783044,-54.6264352760464,-57.1481896393149,-60.4829913901766,-65.5821731198119,-66.5915845246997,-68.6743567862496,-66.5649986568062,-65.0192096510181,-63.7192906673043,-62.5176226468451,-61.5448881416558,-62.1895765393724,-61.7142321442129,-63.4193901564311,-64.4327603939464,-63.5038377243518,-61.7649698563039
-50.6123833443144,-51.5667097123588,-53.145426496568,-55.1607909493999,-57.7490205417172,-68.2261410076709,-62.8043377180509,-58.4846976175361,-63.3147884254826,-70.8337214921542,-58.7611683536985,-55.21329156932,-53.9420260342786,-54.6941009215443,-55.7518680044992,-54.8516085773945,-53.7484327027087,-52.8730830398382,-51.7475953260934,-53.0274928055449,-51.1411668939762,-51.6526483307425,-50.5568602116512,-49.0567572925584,-49.1553867580814,-49.6140842494793,-49.7999649051803,-49.5277295938622,-49.0417940228324,-48.543840234506,-47.884212015732,-47.3108809949873,-47.0566849000027,-46.8379480718084,-46.8409128644397,-46.8296781340996,-46.9560992454107,-47.4323584252264,-48.77471021049,-51.3172095863619,-52.2911711313245,-55.9722128015101,-57.9137331140179,-56.8503663917065,-58.543447843311,-61.8677069055493,-68.579415846164,-77.8494529203211,-66.2467302943999,-63.0625612300088,-62.838525757964,-62.9678485015418,-62.7466983252218,-62.8921690673252,-63.4763746790981,-63.0770228471619,-64.2291904271175,-63.9940091278853,-62.3059315889803,-60.3991010746119
-52.17317365107,-53.5891951932266,-55.5017958233677,-56.5852767756757,-56.309075439195,-60.6611473968456,-63.2719169922808,-58.4761549436891,-59.6365449161747,-66.5542483373481,-62.2637650778929,-56.5996695680914,-54.3951692742034,-54.2808564886248,-55.6654440517551,-55.0059849699634,-52.7207762596635,-50.808213174873,-50.1904790813005,-52.1254146526098,-51.4249351991373,-51.4406987815439,-50.7614780970452,-49.3434105402316,-50.3019973914508,-52.0812627274881,-53.1422864646975,-53.2565026919186,-51.9952878272641,-51.027249743532,-50.0470309517415,-49.3390873571581,-48.9231391442983,-48.5716472131481,-48.4246935104984,-48.4044511158492,-48.2091419832073,-48.4180501794742,-49.2902201585411,-52.7203726885107,-54.3881003358338,-61.133340548126,-63.8874325165128,-60.6565450227929,-59.5133273602021,-59.9818389714665,-62.3327031855209,-65.7339094535039,-62.2175854859823,-59.4780490180914,-59.0685466521092,-60.085735299721,-61.2737216662163,-63.3236249622718,-65.7490704786837,-68.8164876556729,-69.7041041704005,-64.3251950841473,-60.7845868848796,-58.8651321151789
-55.1442009563111,-57.0440069418595,-58.2882565089791,-57.2379440802384,-55.0762902888577,-56.9143402507495,-64.5038579417352,-60.6307429587721,-58.1593565970271,-60.3013700380325,-62.4996335011501,-60.2232939943302,-57.0146767556583,-55.0604668753163,-55.114822502726,-54.7114597725092,-52.3569710590843,-50.2239867203721,-50.0516177069811,-51.5626905760933,-52.1629484209073,-51.6057759156549,-51.7268743899516,-51.3778383706745,-53.0526705360589,-55.8759631406172,-57.7695768110529,-58.6343816813519,-56.560766117314,-55.1339670313825,-53.7556603654349,-52.6421195544689,-51.562377402729,-50.696738371435,-50.0977768137916,-50.0325096416237,-49.6057916282278,-49.5729045853036,-49.7397113295352,-53.3619627937175,-55.7558805035389,-67.2224331642242,-80.9475806807511,-72.2538244494258,-63.044539465581,-58.376957184156,-58.0218669356277,-58.9841422844829,-58.8381837449045,-56.773545169522,-55.9870423070801,-56.8803953969181,-58.4979768146862,-60.8318415177859,-63.5812768332071,-66.6145917006249,-69.7986535591737,-62.3885244806974,-58.4112076280915,-56.527522847367
