-32.4173411628798,-32.5239785701226,-32.5953319825261,-32.6507392840887,-32.2221660398112,-32.212337986195,-31.3931631254825,-30.8749260313974,-30.3066532714832,-30.3899903892543,-30.4985888862869,-31.1293566110411,-31.482243984567,-33.4215334776145,-35.525611539051,-39.0876853505882,-43.1720218308831,-46.1843208518944,-56.9266301520858,-49.6434778209906,-43.1965759550148,-37.660197822758,-33.648822653627,-30.8198973065246,-28.6137820810674,-26.7796076145334,-26.1169898906848,-25.6039386938816,-25.7879578895738,-26.1886775173313,-27.1450041064402,-28.4535729859483,-30.3025579972732,-30.4419990646938,-30.7967045038711,-31.1296463931568,-32.2608631124871,-33.8816093926053,-35.4853103225823,-34.0591489125041,-30.9326658824322,-27.6868850924234,-25.3889831953046,-23.8227700971627,-22.9324350420002,-22.4443990130832,-22.0548909733645,-22.3350736733922,-22.5314432602345,-23.3660628082538,-24.2532059185338,-25.1147548899968,-25.75035954013,-26.3247851312013,-26.6653839289233,-26.1287846285628,-25.6844671581803,-25.3649554095882,-25.1088997739959,-25.1246869660492,-25.0006340660137,-25.3275938999415,-25.5268599053544,-25.9099802957374,-26.2696474397169,-26.1741752142286,-26.352513509078,-26.2650356009904,-26.28926356695,-26.0968045620231,-25.8696644590599,-25.8721486744068,-26.0252824310439,-26.1082615155117
-34.1428030543993,-34.1479469981725,-33.7332287846981,-33.0845191311428,-31.7139026427289,-31.0904405651207,-29.9516159733515,-29.4863315915921,-29.0854049617966,-29.3211144653922,-29.6276793532109,-30.5042248044748,-31.2995083534046,-33.07088246146,-35.7364855709426,-38.2708397285126,-42.2830289771254,-47.4359445193186,-56.9992902748928,-47.1575563276228,-42.4402571399693,-37.6723384044816,-34.0621286123955,-31.1219199003901,-28.910649332399,-27.1057587289198,-26.531008025269,-25.9348758181018,-26.3858868346141,-27.1308736388563,-28.9308936022963,-31.5891260801008,-36.2171203616727,-37.7817442934112,-34.9802379608085,-32.6851777120264,-31.1398418731489,-30.1941108900832,-29.8475152677587,-28.5100252014936,-27.2789044049272,-25.7737898327012,-24.4909212650409,-23.3860192017121,-22.9039818487531,-22.7014216415942,-22.5389718834992,-22.9016271100707,-23.4891737909152,-24.5924606493708,-25.915626460165,-27.3668944481101,-28.6239255967856,-30.0196554655385,-30.360321194334,-28.8788970917867,-27.3768836306899,-26.3179522225152,-25.6597551551904,-25.0673973765807,-24.6517903138767,-24.6276795729176,-24.6898152840252,-25.0748017637108,-25.5161524651246,-25.8215624012874,-26.0732278059592,-26.3339102664068,-26.4292711961644,-26.4007771170091,-26.1998678973641,-25.9338158632419,-25.8093559600126,-25.6852767569003
-37.873759301986,-38.4455303454599,-36.8297453533528,-34.5032494642941,-31.9860969083519,-30.5905485185181,-29.2808263477758,-28.6531769536453,-28.2467289791264,-28.3015790026643,-28.6408313236891,-29.569378562607,-30.7966153342963,-32.1897684225064,-34.9233114163193,-37.0908956863258,-41.1117368573489,-48.1613362556153,-58.1534500772418,-46.6255056474836,-40.6614612760053,-36.8150596571802,-34.0525582711077,-31.2710240348262,-29.0837024916315,-27.5957115381222,-26.8677645633157,-26.1742505144767,-26.5025035681712,-27.2113572215648,-28.9272823411037,-31.8595951915164,-37.3941068722915,-42.5194085712018,-35.959099015708,-32.3578231492044,-29.3618564967765,-27.5069052989293,-26.738044792023,-25.5416060482859,-24.7310886896062,-24.0396341419515,-23.6226625142571,-23.1806282619535,-23.1759452037869,-23.368705916277,-23.6626263973604,-24.110066385711,-25.1281164899354,-26.2413470736703,-27.7796072714111,-29.9645819837018,-32.6594478937953,-37.2640510281691,-37.7776883362271,-33.3716062908595,-29.8311764066402,-27.6906876409958,-26.619265037422,-25.5222089422194,-24.9815883834975,-24.6521487811144,-24.6518168729132,-24.9745805811634,-25.4645795866866,-26.2454889326334,-26.7118728866178,-27.4950839471331,-27.8372888020895,-28.0625057273806,-27.8255396536505,-27.0308971147162,-26.3330514067901,-25.7858040859968
-42.762301279542,-53.6999498649667,-42.6513249022025,-36.0570758563322,-32.4259101393781,-30.3057614355445,-28.9647750161322,-28.0554594155385,-27.562369647773,-27.3784669578129,-27.7191807624246,-28.5817187943486,-29.8982279070017,-31.0644643920401,-33.4851044063581,-35.991794330471,-39.6632805993484,-42.8306576199332,-46.3115064853353,-43.599121851679,-39.4409015311244,-36.7025894581546,-34.470911629823,-31.8320969292819,-29.6458767472244,-28.3378531261251,-27.1429033515474,-26.3060209568046,-26.1867727840856,-26.4890960783141,-27.2468196032749,-28.6404836075067,-30.5699271975088,-30.9758850449603,-30.2890527234973,-28.8998300001915,-26.8234867735161,-25.3452171058092,-24.5738479947381,-23.7477960120433,-23.1770232023416,-22.9733258596744,-23.1685477811344,-23.4315728253477,-23.9416244201694,-24.6337892834783,-25.5911687234204,-26.1542394140043,-27.4836257503705,-28.2156322288736,-29.4533519489097,-31.5425920992527,-34.5799506341999,-41.4106581857659,-44.0754068898612,-36.2034517702278,-31.7031545740765,-28.8677472609827,-27.5683608156961,-26.3388621671559,-25.8672483257467,-25.395764211431,-25.4209818390424,-25.6458692982223,-26.1228184905149,-27.2375628308392,-28.0344480738548,-29.5162464048262,-30.6561649428085,-31.70904366329,-31.3652023629587,-29.4404881943645,-27.6544570635071,-26.3346929050307
-39.86612479416,-41.9369981897879,-40.2410567572106,-35.4273869199774,-32.0864713017401,-29.7968541188946,-28.5550904441096,-27.4626997449112,-26.9297107012566,-26.666574902849,-27.0503611819158,-27.7924631304513,-28.9165118537648,-30.051803952266,-32.0647633535726,-34.4204496847399,-37.1671380823946,-38.5379777900144,-41.0477231415049,-40.686741011902,-39.6420867509099,-38.3817552769719,-36.117607455995,-33.168563460415,-30.846700084116,-29.2100747870524,-27.3740327624117,-26.3371050278977,-25.7039089721785,-25.5583990819577,-25.5288520815568,-25.8555319115323,-26.4991864885004,-26.3967163461459,-26.2094110038355,-25.4272697219757,-24.3472282694994,-23.6037980216003,-22.9718310998134,-22.6151710249703,-22.3316936506053,-22.532389088911,-23.1753007035904,-24.1457147681879,-25.2827362505948,-26.7085929354868,-28.6522788908668,-29.498069205958,-30.7678402133614,-30.6179160391618,-30.9509953402593,-31.6261654620077,-32.5283725963768,-33.8335446816482,-34.2851788053799,-32.5703335020044,-31.145960951151,-29.3608415720254,-28.2618215529238,-27.4535362872938,-27.2651044282508,-26.9358717430868,-27.0761846162583,-27.1782670940148,-27.5139458799678,-28.5321934467007,-29.5805021090987,-31.5957110917223,-34.4621782604343,-39.9022767388625,-38.6396833470407,-32.9026703627288,-29.2344828431343,-26.9493259064693
-36.5943734116651,-35.9657894630427,-34.7980979170719,-32.7943844088388,-30.6101410636362,-28.7845061383156,-27.7601757794914,-26.7915224465589,-26.384656514136,-26.2903641508081,-26.7840074680217,-27.4264519765095,-28.3538721949974,-29.51088621389,-31.1019312617822,-32.6379154422806,-34.5461696598463,-35.7738760551611,-37.830904138986,-39.3388476341726,-42.1721950403074,-44.3276232755803,-39.8924325795026,-34.9440634907208,-32.1553849936234,-29.7273307829618,-27.4761259099279,-26.2807694020534,-25.2760457565912,-24.8260981889724,-24.4000148831785,-24.1763858928525,-24.1779703077021,-23.9954539488379,-23.8083541943747,-23.1408353398413,-22.5999030661464,-22.3590738360948,-21.8824292087691,-21.9251471875916,-21.9905962122547,-22.5328089859859,-23.4922521581196,-25.0972367120044,-27.0099947475018,-29.6204286501127,-33.4506847017556,-35.5159913489742,-35.5588865457409,-33.5963482806456,-32.4814357104657,-31.5025630517471,-31.0085391915164,-30.8977645990909,-30.7917768000421,-29.8807189833368,-29.7256124542865,-29.4232393234948,-28.8255123548164,-28.8658058755811,-29.2155637160085,-29.4777477903456,-29.8557246679186,-29.8103898334633,-29.7327772856385,-29.9635991086734,-30.789847885466,-32.3026044819686,-35.0179890710547,-40.5827871754527,-38.3067843922802,-33.0887964528794,-29.3700030626295,-27.0072822489063
-35.3125974941112,-33.3300144904113,-31.5415974006143,-30.0287288015224,-28.6352294325126,-27.4068117571271,-26.688652415767,-26.1344493192835,-26.0505263647245,-26.3471848557688,-27.036250646694,-27.6930721385432,-28.6128195886308,-29.7520176459791,-30.8533672001998,-31.4440557277787,-32.6829250700751,-33.8796364824058,-35.4385598907691,-37.9907596646336,-43.4473246217039,-50.5309022106857,-42.0014060396097,-34.915047550949,-31.9158400434012,-29.3472445673018,-27.2821873646266,-26.1513791141447,-25.0376033818538,-24.4757837145505,-23.9701904747559,-23.5194797702632,-23.1342119203484,-22.94406298172,-22.6411260009823,-22.0097210340896,-21.7159596101506,-21.650094456088,-21.3132387977382,-21.5852366592014,-21.9982896207362,-22.7664148474805,-23.9027376332665,-25.8859225906961,-28.3993500735286,-32.0737487391567,-38.7393602516345,-53.3439606177669,-41.6524871538121,-36.4246153014474,-33.8023097926938,-31.80565826937,-30.7543935769579,-30.0021069509162,-29.4941159270639,-28.8733363860002,-28.926217826704,-29.4831197994777,-29.4361507600724,-30.4643790743488,-31.6885598343646,-33.4629670565802,-34.5038277576801,-34.2607423150039,-33.0045660971858,-31.5424015172682,-31.4666199809593,-31.6165769384079,-32.1733964693336,-32.650310885287,-31.6543487717645,-29.7441145419635,-27.8028299820783,-26.3520208407957
-33.7440892919197,-31.0857789800927,-29.0620571828707,-27.5945547356314,-26.7350330376089,-26.0134634628867,-25.652932649939,-25.6595417596113,-26.0458171544607,-26.8830282489826,-27.9031314077205,-28.8178190429712,-30.033208890815,-31.0867048316001,-31.5222728652327,-31.286910570497,-31.7710732316716,-32.5842519483056,-33.4774383954733,-35.1453551994605,-37.1102937317677,-37.1787729024833,-35.7754417715464,-32.2663359374028,-29.9749937196652,-28.2118061192544,-26.7538728746688,-25.9758390845354,-25.0945084815884,-24.6479098465164,-24.3284058246186,-23.8890455979419,-23.2849345365873,-23.014639148197,-22.4948924528407,-21.8669254075768,-21.6058103288339,-21.4438107049476,-21.2391533151706,-21.5584816011805,-22.2340363475715,-23.1010020795321,-24.2997253349441,-26.2883028242232,-28.6862860100508,-31.5723290441341,-35.8295368874888,-38.3519802166584,-39.2965292402584,-36.6966953608273,-34.3187711190453,-32.4010819213023,-31.3646479108878,-30.3237645865185,-29.5186167619508,-29.1345992241311,-28.9419642420092,-29.6429306876086,-30.0307205903859,-31.7162793862809,-33.8022696626014,-38.6891384597229,-44.0997963282842,-43.1811793521092,-37.0411330248124,-32.9165503709331,-31.5903564503825,-30.5676368985764,-29.9713231454728,-29.2702798394297,-28.5133838243709,-27.4003900487388,-26.32855748768,-25.5592917094363
-30.2475416260914,-28.2519185523729,-26.7254276748534,-25.535727922383,-25.1092344867072,-24.8328097666914,-24.8589853187209,-25.4648221246686,-26.3972613263791,-27.8517737293371,-29.4461469081137,-31.1008844142396,-33.1354062545935,-33.9932628337606,-33.3231695462322,-32.269211080667,-31.7384610049028,-31.8611125380362,-31.9753854940022,-32.2312290159072,-32.5278111873841,-32.1544864204677,-31.2952847637098,-29.5077306328872,-27.9407161992921,-26.9033503036707,-26.0837883921099,-25.8000614135003,-25.5258591814493,-25.4966594557337,-25.6744322254028,-25.4965679858823,-24.788293311536,-24.1919887825686,-23.2562049342093,-22.5216532900877,-22.0883488308483,-21.6568706826599,-21.5856710009411,-21.8284523362486,-22.6279044288641,-23.5540256000434,-24.786066682781,-26.5601765685454,-28.4033735854479,-30.1196837018755,-32.7117642719422,-33.8511052170718,-35.4052147398594,-35.1616447353308,-34.1576650167657,-33.0965435359489,-32.4680917510658,-31.6028643983832,-30.6452031907518,-30.4792217349606,-29.7521505204665,-29.9268535790054,-30.4572211140291,-31.8698039684973,-33.4976528107905,-37.0846613631733,-40.7916638423059,-40.3085471410019,-36.6906502990349,-32.7350090215653,-30.9373125824709,-29.5533166953403,-28.6798600185419,-27.7190492997773,-27.1550607965893,-26.4579256931198,-25.7589544469831,-25.2005645774628
-26.5863895663011,-25.4526163272688,-24.6030172430934,-23.9115473539103,-23.8134554059564,-23.9322834397939,-24.3489927444474,-25.4849066716493,-26.9448332604976,-29.0020362031885,-31.5212059420626,-34.9154662664416,-39.4087276270538,-39.5445052193806,-36.343726474403,-34.1390673552505,-32.4349254852049,-31.7446098055474,-31.1120225787596,-30.3969306560375,-29.9610517414124,-29.4545080439598,-28.594184837511,-27.4920717804688,-26.4418837536595,-25.7883063400378,-25.4996035060969,-25.6649896901229,-26.2834250482181,-27.0996412809483,-28.3732653224438,-29.0253807712573,-28.1550139778501,-26.5278027241101,-24.7610495872185,-23.6757085894601,-22.9000781913572,-22.1730621565938,-22.2307542796601,-22.3789253936868,-23.1804614358598,-24.2489429167691,-25.5690463588672,-27.148717056552,-28.5825780654547,-29.7730411100105,-31.6391993779708,-32.527471480154,-33.6043749803319,-34.01944905755,-34.009393486424,-33.9981290778965,-34.0456800385037,-33.9478778258837,-33.0228180356541,-32.8977851857712,-31.4403863434452,-30.5044058187328,-30.7444138565353,-31.0968657817145,-31.55036524966,-32.6130303591332,-33.7129700546944,-33.3391542605286,-32.5474763482072,-30.9034144538436,-29.7192765060188,-28.7452427715758,-28.100338548539,-27.389501008594,-27.0988864651562,-26.7727470092062,-26.251008250102,-25.5700085368676
