-31.139580284473,-29.4411422513569,-27.729389938669,-25.7053536014916,-24.8048098526195,-23.1633826548826,-22.2300205285251,-21.3760528365169,-20.8395896011883,-20.3821631723636,-20.3000145927024,-20.2794074492898,-20.6340885031314,-21.0021497557578,-21.6068252299689,-22.5174513861862,-23.2688036351544,-24.0399410987298,-25.1765810480034,-26.2201617113641,-26.5523120462486,-26.7799581787041,-25.9619079250634,-25.4302574938178,-24.4659408264145,-23.3068490186074,-22.556504137901,-21.3446163658816,-20.8886296092619,-20.4341311817184,-19.8741613189355,-19.3507095630083,-19.1749093034178,-19.0385270004331,-18.9340405535259,-19.1192968189138,-19.5618190615688,-20.1508641476295,-20.9838401332104,-22.1328932909598,-23.919852304199,-25.7318499949173,-28.3522636643989,-31.6287953283696,-32.6713777527036,-33.1410355828475,-31.9230257035456,-30.9494678266616,-29.4089486749205,-28.5661683769785,-28.5172970913494,-28.7929599256567,-29.0333739574495,-29.4814231074415,-30.2763192074016,-30.5970950154831,-31.6774048446804,-33.6736489102688,-35.1096611083741,-37.7570164200675,-39.2034813748448,-36.9267676533056,-33.8598685582372,-31.3405530550263,-30.2191505353523,-29.8965722032842,-30.3977766135211,-31.5146028412342,-32.2373997189241,-31.9731818435125,-29.8570493939907,-27.6115212683239,-25.8614651431004,-24.3077481862798,-23.7386709386145,-23.5750606115748,-23.5546186093104,-23.7256407163451,-24.2852322675843,-25.1005929316787,-25.7622039588,-26.5232265665773,-27.3944021784522,-28.4847116183822,-29.9302463388688,-31.7276401956531,-34.1796680276303,-37.6801114164973,-38.5449120993294,-36.2947432377475,-33.0721166886644,-30.8122054934247
-33.4584413559612,-31.940012744944,-29.8631967223472,-28.4091585578043,-26.6891232424647,-25.0424282406028,-23.6710205495353,-22.4547414087262,-21.592254283827,-20.9304953094677,-20.6169434012802,-20.3905433500126,-20.7002163669193,-20.9912099570083,-21.7296868474839,-22.7250866473527,-23.9124751552696,-25.1634835025817,-26.8086110037441,-28.8142639529509,-29.6303761781082,-30.0997154437807,-28.8903319507316,-27.5241197387266,-26.3162692894678,-24.5577037755565,-23.3652827994771,-21.8425332223323,-21.0770222808976,-20.1458143024482,-19.5242055532268,-18.9745924886279,-18.7116623684218,-18.4382002896137,-18.3129428739741,-18.4778153912733,-18.9197780732168,-19.5326107860871,-20.4073565456401,-21.7157574810404,-23.653828970534,-26.004642669332,-29.8002695454611,-36.5697120620139,-43.6657992568751,-36.8254000976568,-32.7311046524073,-29.8037701477563,-28.6540696982504,-27.3989835225803,-27.365642191718,-27.962576273716,-28.5285530893156,-29.1634603807802,-30.1194459070209,-30.9454765319323,-32.1341547778451,-33.3209110777985,-33.5389686290526,-33.7738470865376,-33.5799803162761,-32.3508566725237,-30.7142793006839,-28.7636771833897,-27.8826074378137,-27.4506457659644,-27.0594588985828,-27.0209153969005,-26.5844135538882,-26.2063724481104,-25.200149584453,-24.1514119502476,-23.3263528816091,-22.4048070526966,-22.1913020194414,-22.1336039822288,-22.2734701444497,-22.6930293039103,-23.4573675403092,-24.5068434169054,-25.5272872293981,-26.6526069281307,-27.9317566522397,-28.8470548972149,-29.7673231596666,-30.8508566801299,-31.8203115281086,-32.676148126915,-32.3394295677291,-31.4340794498916,-30.0978644120362,-28.63195279975
-35.4350849714512,-34.4588678728628,-32.2500203252275,-31.8635616539118,-29.0483082285283,-27.7171962283182,-25.7862488258136,-24.1717041716714,-22.8476385722446,-21.9431711886777,-21.3088155367742,-20.9006262189579,-21.0662104985069,-21.3831065546107,-22.303452273867,-23.4951933941224,-25.2698067412485,-27.2373312252636,-29.5114787593416,-32.9476339929619,-35.3639169792496,-36.0183589077199,-33.9614121906495,-30.502535591489,-28.8826116421689,-26.3884951182038,-24.6530423571847,-23.0581931521849,-21.9601086726379,-20.6085710190735,-19.8882650944103,-19.3083276964222,-18.8383559812489,-18.4171189674747,-18.2714083125021,-18.3771801239045,-18.7390876402963,-19.3066498154115,-20.0965650125331,-21.39565473047,-23.0413934987038,-25.4034048290725,-28.7656046303417,-33.0721976079745,-36.6596206764365,-33.6981698654209,-30.8260433405266,-28.0218335535986,-27.3152785094934,-26.3377476034144,-26.3989595274344,-27.2827619857958,-28.2690378222005,-29.5048590519377,-31.1249350432901,-33.1598153217383,-34.4649778140979,-34.1866807207299,-33.1662531115754,-31.6615842049976,-30.6145025600142,-28.9148967061729,-27.6386084046516,-26.3133145833838,-25.4566624005193,-24.8429564158415,-24.075283515877,-23.5987942673427,-23.0320882509818,-22.6999973733397,-22.1046147331833,-21.5117998907173,-21.1032534407317,-20.756997895928,-20.8325814522359,-21.0000040508806,-21.4889011144541,-22.3296395302753,-23.4459078863119,-24.8378849891246,-26.4166997686275,-27.8798106179633,-29.4622754104519,-29.9977987477364,-30.151213471787,-30.463775365072,-30.3046210778848,-30.1039257264723,-29.5314655188514,-28.4149606188222,-27.7415571624834,-26.7532843687093
-38.0460866600362,-36.7189214073338,-34.4576437062217,-35.1111722515526,-32.1665948395302,-31.4603806608447,-29.004086940549,-26.562365282559,-24.5023952086953,-23.1513779438251,-22.1033052766176,-21.5485001888578,-21.5292219930718,-21.9873623851747,-23.1416435830361,-24.7300125775687,-27.1678259772333,-30.0120628575966,-33.1520762863229,-37.5013648845369,-44.7915931430072,-50.1166359852632,-40.9555812358945,-34.2015752551252,-31.3374977346815,-28.3646685872088,-26.2679827183647,-24.831150375604,-23.5063812289415,-21.8636284287593,-20.9581324497497,-20.2845121660849,-19.5051191357193,-18.955079457513,-18.774069834029,-18.7897721415661,-19.0068439964327,-19.4599540105201,-20.1060759209022,-21.2116005848127,-22.3632262655791,-24.159464268141,-26.1623791175731,-28.0605300623309,-28.8111466312832,-28.5038888791772,-27.7011409846816,-26.2074741646662,-25.6945931085988,-25.2880268529423,-25.4676899340751,-26.4859819492536,-27.8142377763622,-29.7788764391509,-32.4936105271555,-37.8635386535408,-41.7170276111858,-36.7424411067982,-33.2488132183498,-30.322592288855,-28.6195210849769,-26.5427530142834,-25.2160650103812,-24.2560180211688,-23.3389938151339,-22.5451833793732,-21.8038946768051,-21.2067729965908,-20.742823243573,-20.4243485791821,-20.0810249915976,-19.7576308852157,-19.5563738830379,-19.6315479408592,-19.8670228005705,-20.2563363754108,-21.0922367983529,-22.3447218022549,-23.8656511792857,-25.7664387852427,-28.4399168468019,-30.7219158043341,-32.9120891201724,-32.6120082411081,-31.3980785601956,-30.5654702328953,-29.5653248381386,-28.8027942005226,-28.2585543679335,-27.0068881514237,-26.5382904720794,-25.7096838297838
-40.3281644054765,-36.9261873569367,-34.9215242524632,-36.5650068330547,-36.7128575610904,-38.7443183436987,-34.5711097039279,-29.1194117699541,-25.9679263451698,-23.9431187149839,-22.5548530914524,-21.9672166898027,-21.8578912679878,-22.5172592182019,-23.9058983555608,-26.0282557385469,-29.102041281851,-32.9501101369328,-37.8893873999002,-40.5310242287524,-41.9114159971534,-42.6249682909513,-37.7359635433552,-35.7222932674521,-31.8517405075064,-29.8205758142098,-28.1003454207317,-27.1371650159082,-25.8327198141772,-24.0821304387167,-22.8200374981281,-21.8464575310534,-20.6566318757636,-19.9771630702067,-19.7131508408307,-19.623623488795,-19.6985232022468,-20.0481823167097,-20.6277908237839,-21.4593857047694,-22.1945773978122,-23.2874517842928,-24.3059001890012,-25.3003281233056,-25.3224417763361,-25.3367036558351,-25.176840241269,-24.6840070682851,-24.2307782568764,-24.3097155703201,-24.5907556966737,-25.5185537447319,-26.9508924126248,-28.9920592773779,-31.4743586761729,-36.3533028980484,-43.7524380508546,-36.991983349957,-31.8121332441263,-28.8787986334949,-26.8474850974289,-24.8782154632887,-23.4857029623449,-22.6701522643585,-21.737466216119,-20.8569949801641,-20.2996099240767,-19.7351389992054,-19.4109907329887,-19.0859742677127,-18.9179446786444,-18.8052206324116,-18.7548804508005,-19.0921020887583,-19.3890327957943,-19.9268391910637,-20.9508475569768,-22.4092152628528,-24.1581245052095,-26.4956867979003,-30.5363483052585,-35.6336432973115,-42.8550399356643,-37.1112710285794,-32.8811057693457,-30.6039455554219,-29.2646371609447,-28.3249614216445,-28.0066071863261,-26.9607071273936,-26.5518542265225,-25.7240540516533
-35.141582239864,-33.4486048471477,-32.6384353015224,-33.8880507118867,-37.0265812363836,-42.5669422093705,-35.4336271523628,-28.8632585330689,-25.7603014755059,-23.6096198887348,-22.2854204302675,-21.8767057162428,-21.8729064174334,-22.6806511377118,-24.1633099958126,-26.4801735442891,-29.8595175893654,-34.550336917204,-42.9209695419123,-46.9911603308154,-39.5923300678441,-36.8037606703919,-33.8127587056918,-33.1753124241418,-30.7051122151903,-30.5704212423701,-30.165984805254,-30.4135032083206,-29.4762617676378,-27.687600402549,-25.6148392827353,-23.8213731521222,-22.1429492393106,-21.2908703612159,-20.8889683674682,-20.7244117477858,-20.7803789489763,-21.1815176831461,-21.9159393538476,-22.5311305428017,-22.9980467672458,-23.3948562879002,-23.654288817764,-24.0135163307246,-23.7009922293453,-23.6231302364574,-23.5413141355547,-23.5586378950171,-23.1844659570808,-23.5393472045038,-23.8838683056067,-24.5626285935011,-25.897834106776,-27.4328641096811,-28.7729766169427,-30.8304534951238,-32.8737207880257,-31.9179157937534,-29.0714421057995,-27.1320949718257,-25.1943448153302,-23.7000844174601,-22.3705840277285,-21.5803548965191,-20.7284224678029,-19.9016765997535,-19.5339391880512,-19.0949152744722,-18.8956995046821,-18.5906948108647,-18.5513995714141,-18.6154092101735,-18.7056967004211,-19.1413568041846,-19.4455120394919,-20.0231312109603,-20.9873891396359,-22.3341513053515,-23.9384476862581,-26.1083915192158,-29.5067164162692,-34.2011722806839,-39.0622340940084,-35.7930341712409,-32.3854990808263,-30.0967612665115,-29.1129531096757,-28.5028813353988,-28.6386318852857,-28.3469574516006,-27.9794803836505,-27.0162606160064
-29.4014625636147,-28.992999156611,-28.9544817728009,-28.8875901235696,-30.2026098701602,-30.0127398658753,-28.0845450756881,-25.5163963010551,-23.7450069034777,-22.3053668387691,-21.4106596663221,-21.3014547968678,-21.5398797041393,-22.3935401101862,-23.7600010374133,-25.6643275260073,-28.7332226993403,-32.7269395087258,-37.2134755274046,-40.9994429221081,-36.5499785225584,-33.3173419662612,-31.587301184712,-30.6021888584836,-29.5300788015753,-30.7995879470652,-32.2232159676653,-35.3475464483713,-36.7135280213105,-33.3413514762472,-28.9998471935128,-25.5980436598389,-23.5694212141861,-22.5342252987048,-22.0144465879273,-21.8869982290861,-22.183873870238,-22.972908365457,-24.2811030518761,-24.9440546192673,-25.2549336158668,-24.789731357054,-24.1574125969287,-23.7532653911248,-23.2349990797006,-22.9108180642767,-22.7102442802614,-22.8809609344836,-22.68120164848,-23.1279463606439,-23.5071170563073,-23.9265315232553,-25.0696805154033,-26.1200621777329,-26.8101707520356,-27.800884808726,-28.5701880407645,-28.0958199063287,-26.7802655834745,-25.5631526153856,-23.9470949729206,-22.9507949554694,-21.8116056688666,-21.0091208246921,-20.3189494148575,-19.6869575728754,-19.4562952716663,-19.2148816757214,-19.1323875974538,-18.931180591985,-19.003385433184,-19.207938853045,-19.4221241231578,-19.788271931209,-20.0696047696574,-20.5724605259313,-21.2556230071503,-22.2543885054738,-23.4811695398152,-25.0344769898161,-26.8760551486674,-29.0355072777968,-30.6242144187038,-30.524753550527,-29.9637040321802,-29.1168822287573,-28.9063383767898,-29.1627206686465,-30.1464434405147,-31.7076352403254,-31.6035739869629,-30.0072775627001
-25.2590287501244,-25.1419523469458,-25.2632401836991,-24.7182358193232,-25.2282138120551,-24.5649959364585,-23.6035233514165,-22.4120920092545,-21.5274342170189,-20.8181834344484,-20.4000441661538,-20.5221598504663,-20.9972197309286,-21.8498814053693,-23.0046561443466,-24.4049997225733,-26.8659961663669,-29.5913698305691,-31.8560403201463,-33.355923125678,-32.4043003187481,-30.7808775546534,-30.1266342060568,-28.992146805719,-28.8009748870051,-30.2746607248277,-32.6231207576489,-35.5940326505348,-45.1592262993167,-34.6117616383715,-29.8571790437288,-26.0684415338913,-24.315111936593,-23.2994758956723,-22.8108264432801,-22.8984883661433,-23.7339048705063,-25.3673868036249,-28.049717732553,-29.8148607136634,-30.0211886585464,-27.6797816211557,-25.5931025191797,-24.1982528333924,-23.4886960211417,-22.8882096169561,-22.554193084092,-22.6928477296376,-22.7805641686386,-23.2137759763104,-23.6442789992453,-23.9192734871553,-24.8154575465888,-25.5606416113387,-26.0139979869679,-26.4686285036362,-26.5279587228908,-26.0519594866669,-25.5150631847386,-24.6495080633097,-23.4035944868571,-22.7065927260683,-21.7985168160209,-20.9845612357938,-20.476497454135,-20.1422186239045,-20.0004853226151,-20.0292815192007,-20.1096521599733,-20.169694213509,-20.3819244530066,-20.6792771921651,-20.9536770444921,-21.0717680848253,-21.2810039386271,-21.6089779069047,-21.9104139983339,-22.4991784374505,-23.3540629597469,-24.315717994726,-25.1934664498501,-26.2371585601197,-27.064998517262,-27.3315254475427,-27.6685471386325,-27.9366671301352,-28.4289683984619,-29.6641128910791,-31.9275311171476,-37.7198918815906,-41.9121388452122,-34.5924001155814
-22.2830090862078,-22.153436757538,-22.2108575047132,-21.7567889426819,-21.8700722034638,-21.319098299577,-20.854015985664,-20.2941704040855,-19.9000986464037,-19.6794238724453,-19.6471751171261,-19.8759808892588,-20.4911215964083,-21.3378373465784,-22.3031680326699,-23.4282055754708,-25.276693312216,-27.2087966929578,-28.8319448567662,-29.8069585738802,-29.7989335443461,-29.3948738870752,-29.3001649147171,-28.3096021333661,-28.5143613445463,-29.0737269124985,-30.5565590496899,-30.5374838130951,-31.9833778714573,-29.3704517486565,-27.2367327922307,-25.1229219662613,-24.1467197554494,-23.4625522029313,-23.1789640519165,-23.6117074849358,-25.0480140456176,-27.5391901232995,-31.8617099292785,-40.5793042396919,-40.6030470235455,-31.0405947169404,-27.2019494413091,-24.9654779183182,-24.0282826008937,-23.2847783307912,-22.9199147846902,-23.0058444636099,-23.5022382112296,-23.9247011475367,-24.5194950855472,-24.8473400219189,-25.4185966826008,-25.9142586267814,-26.2649295778116,-26.2949283513421,-25.8967408856365,-25.4501084226625,-25.3564532798358,-24.6842127097828,-23.7896312850156,-23.1276631841402,-22.3670984073466,-21.5265685652371,-21.1304510987106,-21.112959057219,-21.0617732629555,-21.4479544266802,-21.8587312793124,-22.4650727059152,-22.9508587845276,-23.2709788815101,-23.4196727364188,-23.0472091369703,-23.0522229630279,-23.1289292084118,-23.1067133277726,-23.3706713792213,-23.9647015598158,-24.4944395382683,-24.8176173930938,-25.208831115215,-25.5000655398275,-25.6752587617032,-26.0681676402732,-26.7105411421892,-27.4757438003724,-28.8835388911406,-31.2563316705498,-34.4909148478741,-37.4981450308397,-32.9799231864285
-20.2210419086523,-20.0245453307771,-19.9840957440769,-19.8073397887726,-19.6848908062388,-19.3979449538433,-19.2540301189606,-19.1087477172868,-19.0253938071342,-19.1221888395917,-19.3772604815632,-19.6423707350576,-20.2787601047406,-21.0875609837821,-21.9068136177486,-22.9324017775696,-24.2642517858082,-25.8491770615567,-27.3389206344782,-28.4623468024102,-29.0952086484004,-29.4505033591972,-29.389848759441,-28.6440588541238,-28.6531279498915,-27.9334011834756,-28.1762994248361,-27.3845000820415,-27.2920798762654,-25.9809939149878,-24.7269177054779,-23.79810712417,-23.4882112855786,-23.2282672672238,-23.2584601786437,-24.0197636219937,-25.6863361711634,-27.8820113752265,-30.469917834912,-33.5791906249806,-33.835547939667,-30.3805385281695,-27.6325203492796,-25.5786915323585,-24.4581880359737,-23.8353666168159,-23.6010922442164,-23.7335311304521,-24.7926277778922,-25.3747946750287,-26.4646593565982,-27.1664571764816,-27.2392156858707,-27.2633614521502,-27.3394333065816,-26.9091038953421,-26.3106224842268,-26.1150571196154,-26.3889356788493,-25.9609325822781,-25.3760710195276,-24.4368982998066,-23.5727301652782,-22.6105157353472,-22.1530578454822,-22.3337526139637,-22.4380396885578,-23.2703280546001,-24.3845227047026,-26.1276566528159,-27.4159147662628,-27.6156932807246,-27.0302981671829,-25.6786264478798,-25.2206823139297,-25.0203627156994,-24.9235669279199,-25.0946446411346,-25.6069119620966,-25.8655762793786,-25.7917063475485,-25.589112991109,-25.2593412700606,-25.1127785799611,-25.1451069215358,-25.5844766968161,-26.1495179962396,-26.9630541811963,-28.1303141901721,-28.8211543268531,-29.3717052703422,-28.3200865571973
