-37.0435749490496,-38.3428490006519,-38.2564214545797,-35.9566784522904,-33.88440555599,-32.3053023979353,-31.6102720697952,-31.116950987828,-31.3067808186115,-32.086707624162,-33.4485608392738,-35.2435605396022,-38.3458399942548,-43.4563555669476,-51.5473098134014,-50.8180500642473,-44.247190789436,-40.3611968346859,-38.4028228882597,-37.7528013379304,-36.8571182226765,-36.244045621564,-35.8145994196523,-34.9722642058081,-34.096598012956,-33.5312427306363,-33.2581013156674,-32.9601720325352,-33.5440902245415,-34.6064412359053,-36.1750362294052,-38.2688948561829,-40.6054771237716,-42.1809729791301,-42.989221643573,-42.9573693805818,-42.1812885259343,-40.7195028989946,-39.5425455902815,-36.9927007664978,-35.0372932696304,-33.4855700188679,-32.0132915077672,-31.288773773235,-31.2159862712391,-31.3156700484299,-32.3068723032922,-34.0745776284433,-36.4102657905635,-37.8663954256027,-35.4557087435685,-32.7133879696543,-30.1450796449346,-28.3914078253759,-27.3177083554753,-26.5911144967705,-26.3829736613201,-26.6143280598928,-27.2595246879331,-28.3686622284754,-29.6959544432001,-31.8109838904261,-34.3109184320003,-37.432948116174,-41.3287505670665,-43.4750184868485,-43.4644940296442,-42.3455459182545,-41.9516124962563,-41.6680840613365,-41.9955001230494,-42.7155690366372,-42.1555272990558,-42.919571523615,-43.267657218888,-42.0681426684352,-41.5167591698994,-41.6044583760097
-33.9556415057731,-34.0796891467719,-33.8736900734603,-33.0717297359337,-32.1762205730368,-31.4895641715706,-31.0053896231499,-30.8582927238459,-30.9491195870292,-31.570489170312,-32.5187342520397,-33.9617171263637,-36.1922441715412,-38.7492142994998,-40.7635372317187,-41.8319374317326,-40.5305168096434,-38.7672739940225,-37.9580956253264,-38.5779547047946,-39.041003409367,-39.495656618586,-39.8813695422643,-38.3691796733249,-36.3710928931846,-35.3078414652944,-34.5533549697098,-34.3248672317682,-34.9807395389133,-36.0670369972588,-38.473680279311,-42.3268456982655,-48.7999596600218,-53.0818943158158,-51.1903010021723,-48.2069843610198,-47.9387014011333,-48.4960365113182,-45.2802694774488,-40.6584971148859,-37.1911613608615,-34.8137176200176,-33.0509342107279,-31.9817520740935,-31.3848684295424,-31.071423353422,-31.3690539779964,-31.8663490187359,-32.3277034903937,-32.4321267593358,-31.2966744031362,-30.1741939323517,-28.7405366265519,-27.6710565925557,-27.0071986187559,-26.4534949967758,-26.36449174983,-26.7346903265389,-27.2562578370142,-28.2201692042221,-29.4814017545358,-31.190872484019,-33.2773726489083,-35.3686845096088,-37.7487877912915,-39.6135517371468,-40.7705549930008,-41.7874732775715,-42.1221610389282,-42.5097051103028,-43.3032101746135,-43.5658779902817,-43.286327555386,-43.3579839029088,-42.9453723855385,-42.1463210129396,-41.6501714573998,-41.616819699481
-32.1090054746992,-32.0188202419297,-31.7820916722153,-31.5567645563019,-31.2832814613842,-31.1126219131157,-30.7341854452238,-30.8445055510978,-30.8252998210469,-31.1632947178519,-31.6412988798761,-32.5966674552778,-33.8973911546719,-34.9051317071496,-35.9286727691911,-36.8504948584227,-37.0161222933069,-36.979471620984,-37.3744030430599,-39.0870149916935,-42.1905706846984,-47.1217261900356,-48.8134745402672,-42.59887336603,-38.4482402706131,-36.6370310241359,-35.3347158972906,-35.3107657414921,-35.8140991044958,-36.695977376613,-39.052869324695,-42.3992134046679,-47.4403821878927,-53.0759108786529,-53.8313035192224,-50.4234712092085,-51.8673129901995,-59.0700253948113,-48.7779746971988,-43.0763107249402,-38.3217355585434,-35.5939312808751,-33.9307872368707,-32.7105584100758,-31.6493983646431,-31.0673561851843,-30.7715361610545,-30.506298324306,-30.2195524286215,-29.9389120607559,-29.1500725698932,-28.5441668461462,-27.7679115643564,-27.1961131941367,-26.8640727674861,-26.5894849607809,-26.652654366042,-27.115228406422,-27.5467943203588,-28.3279749830926,-29.510486864138,-30.7908601956183,-32.4036550656314,-33.9490050977428,-35.8426505272124,-37.5749737168005,-39.1541139848176,-41.2650158079566,-42.3536389712659,-43.9059328204497,-45.6966566923028,-46.0374335423719,-46.7449312748245,-45.3191651088862,-43.6517426650108,-43.0828847205595,-42.4900784029585,-42.1416695531524
-31.1772178187155,-31.1929603129929,-31.1100882592962,-31.2970077765729,-31.4313358885792,-31.5097269353818,-31.1519994695636,-31.2862851537735,-31.1114812909852,-31.093128105324,-31.1446468754563,-31.638562536796,-32.2288236766863,-32.5923529699783,-33.3486382327157,-34.0004690656282,-34.5662294104513,-35.3365993077177,-36.456669570361,-38.2054280896119,-42.1322748757155,-47.0079168506797,-45.4957302274683,-41.5009238044652,-38.4411310726377,-36.7536399012208,-35.5027095536345,-35.6970961997183,-35.968734463705,-36.6407423315947,-38.1666290793037,-40.0014758421583,-42.3431644189781,-45.1145670208683,-48.0565536842246,-47.957099993298,-47.8859399752162,-45.8631704712606,-44.1367662883899,-41.0811112200302,-38.0614858427465,-35.8682373532019,-34.5266263597715,-33.4228998404456,-32.153151273518,-31.4944561599928,-30.8017537364499,-30.1467401910838,-29.5171654715694,-28.9976602654374,-28.3771158588566,-27.8993272196765,-27.4775554594727,-27.1854519758737,-27.0608583222561,-27.1280548522691,-27.3768168603159,-27.8948181316746,-28.3404262448815,-28.9809193804093,-30.0332925446988,-30.9455794376263,-32.0823230539055,-33.2780926211139,-34.8773823842026,-36.362970948036,-38.0826483961438,-40.559322963796,-42.4864218874456,-45.2974166778247,-49.5868269573643,-51.557350952077,-53.753368987772,-48.0382876328897,-45.1133786444787,-44.5495554135725,-43.8704304770386,-43.186905491287
-30.9101191868741,-31.2044215767107,-31.5087789817267,-32.1774780641297,-32.7416879141105,-32.9923125954197,-32.6207704593081,-32.4186497044129,-31.9448502892315,-31.4573784257228,-31.1275356275881,-31.1932217140461,-31.2701353781948,-31.4204598240906,-32.059760815071,-32.4562807851082,-33.0586302594584,-34.0496271146028,-35.2965232249614,-36.4080457584856,-38.3797467771379,-39.0568362473308,-38.8259834846588,-37.7464778700185,-36.6869683734154,-35.8314418299317,-35.2652153069129,-35.5555376860866,-35.7734199937786,-36.4265486759933,-37.345682420849,-38.6453603903178,-40.317959122402,-42.0610607327791,-44.0153183837884,-44.5932990025802,-44.2395343561192,-41.8338828844975,-40.7887491487034,-38.6777370704586,-37.4275453535838,-36.0813341945904,-35.0895433601302,-34.2587370349179,-33.1241516253447,-32.5278493891224,-31.6175340700809,-30.7492585706707,-29.9397221812398,-29.1869071112866,-28.638776640433,-28.1025359919976,-27.8522538538987,-27.6988665101045,-27.7084749702163,-28.1366135611694,-28.6289601810555,-29.2332663936286,-29.8610343567205,-30.4644276259053,-31.3049875486938,-31.8877553219735,-32.541080869773,-33.3619733527667,-34.5166966875226,-35.6789497109907,-37.3175806202636,-39.6051654516801,-42.2196289235811,-45.4462310092913,-53.4907467495133,-66.3484132141805,-56.626891626172,-49.6106035582927,-47.1175191933777,-46.4238972020839,-45.7168050307796,-44.8086607836853
-31.1304910520864,-31.7790544514057,-32.7104223387376,-34.0969572682032,-35.4719649447921,-36.1380137473478,-35.6956951044032,-34.481555738063,-33.3536157858485,-32.2023900465794,-31.5230691076145,-31.1877734330629,-30.9469377281375,-31.1169923967696,-31.680074977373,-31.9252684671288,-32.4612605700348,-33.3755208988066,-34.3686829908601,-34.9605169503034,-35.6079446517924,-35.5885230788132,-35.7302910128898,-35.3229877922949,-35.0035297921559,-34.7296973312348,-34.9051108798539,-35.1955096840809,-35.631207951837,-36.4425622472564,-37.2380419594345,-38.5235383565351,-39.9647343805652,-40.8400819553393,-41.6966611218601,-42.3969369666108,-42.1010438977127,-40.0519823966723,-38.97281294085,-37.4404908710135,-37.1144178952652,-36.530649325547,-35.9563569555665,-35.4855795058004,-34.8604594325783,-34.3898555677795,-33.4009135693159,-32.3418070719701,-31.3645978708448,-30.3226040514957,-29.7217120301055,-29.0138726586394,-28.7972762076445,-28.7121917536834,-28.8510818038825,-29.6059475162854,-30.4308189251777,-31.2817149147807,-32.3599569303162,-33.1382737529223,-33.6631256400119,-33.850583634423,-33.9076905308611,-34.1879048836769,-34.6304581779449,-35.4415566086746,-36.7987236227445,-38.6186721790855,-41.341750050663,-44.1660324603792,-50.1413903295815,-51.8761004266567,-51.6984303149662,-49.8317153360918,-49.5687443835407,-48.9197252730541,-48.228339452768,-47.2092611631163
-31.67913937955,-32.6117546077074,-34.2214223644508,-36.5439557895216,-39.9745948304588,-42.8919662366667,-41.5678088630619,-37.4399462636499,-35.0138696338232,-33.1044292207254,-32.1439446436963,-31.4933532823725,-31.1605747754098,-31.4807085324907,-32.0046795362913,-32.3068649627519,-32.8496693816894,-33.579550665072,-34.1596689474603,-34.4284827155493,-34.2822992308786,-34.0767755605814,-34.2095622625335,-33.9935688794921,-33.8978310941141,-33.9255516283612,-34.5851481161598,-34.931753765771,-35.7955100988528,-36.8995849101812,-38.02432953996,-39.5433791328762,-40.8945765262271,-41.0802493891873,-41.0610706845446,-41.5846595521097,-41.0906213394987,-39.5027081347447,-38.2531188100582,-37.2653536984775,-37.2682959348432,-37.2712195820543,-37.2616413362955,-37.352515014272,-37.7738922502969,-37.5057669991525,-36.5082309129905,-35.0609912114277,-33.6792390256224,-32.2360235683772,-31.404242355134,-30.4828297607621,-30.1980268640068,-30.1649221305756,-30.4651176907921,-31.4260864469147,-32.6475264095868,-34.0566201312388,-36.0841596536241,-37.6971193636932,-37.8237404607365,-37.2064715593737,-36.1919553571522,-35.6167031192822,-35.138555829248,-35.5602228495788,-36.4730101367555,-37.7471538875241,-39.9429580421197,-42.3359794143522,-45.7676851460476,-46.7112101347478,-49.081654257171,-50.1976357513448,-52.6443047566054,-52.7765339126668,-52.4118495823793,-50.3553173447766
-32.4029682253421,-33.3706657201868,-35.1892109999591,-37.7308187970504,-42.9354839660748,-52.8333675647933,-45.3482299139506,-39.3067565181278,-35.9402201763546,-33.8342059998983,-32.7629119000992,-32.0010664427742,-31.8047815024309,-32.3179212343038,-32.8781964040155,-33.5647048450521,-34.3841425216891,-34.9731565597225,-35.0735182082973,-35.0203701069364,-34.2131923176222,-33.7826006552255,-33.6066020560088,-33.3702564727209,-33.2969248406243,-33.4916449091404,-34.3403567008272,-34.9193482441134,-36.2844001707763,-37.8943172349429,-39.826794897791,-41.8969307920451,-43.288625623451,-42.9439475112001,-42.0253659296462,-41.9252744844315,-40.9223474189654,-39.8240724868317,-38.4713718978018,-37.9709141311764,-37.8701709468533,-38.2204473428541,-38.8385005751325,-39.8830236266569,-42.5514387480059,-43.1485720050867,-41.7783522268335,-38.9893886886318,-36.4517751355065,-34.5313945608985,-33.3520325715194,-32.33190498141,-31.9612959393573,-32.0100194728671,-32.476202275058,-33.3974869933093,-34.8642528523582,-36.9036868762695,-40.3611526716498,-45.5030375278099,-46.6056346113195,-42.3423995025852,-38.8574424989918,-37.1011676034611,-35.8427806840449,-35.8522405807791,-36.257677156908,-36.992180400591,-38.4161601570547,-40.4319016551513,-42.7342294655985,-43.9067575638352,-46.4131602536894,-49.6231895812865,-54.9622839681898,-58.7176705584315,-62.6589245009485,-51.2806442790863
-33.2208535397318,-33.9207191715189,-35.2531841547133,-36.8535416412195,-39.3956072560461,-40.4440707101561,-39.3367707523368,-37.7490319666266,-35.5882060029754,-34.2448235679018,-33.2845253799743,-32.6737826134561,-32.7611030131495,-33.4093024419433,-34.1066671078195,-35.5700182791737,-37.300936091229,-38.1448697257113,-37.7006084937289,-36.9498862667011,-35.2344791949153,-34.2811502073134,-33.5543036476074,-33.1650729566489,-33.0448184743779,-33.3389804309542,-34.1553510268112,-35.1062538166525,-36.8191403806919,-39.264168389535,-42.5396155069661,-46.3645191301341,-48.3881597633421,-46.843912053616,-44.264669331582,-42.9555369748228,-41.4013742375837,-40.8619349364247,-39.6156630881006,-39.4532006218936,-38.9384864907446,-39.264835468812,-40.238951169559,-42.2530473512959,-48.2797822052929,-64.7348248800621,-47.8845085215165,-42.1911155938638,-38.3289490750714,-36.3617579220797,-35.1201841857794,-34.4002125575346,-34.0900294902692,-34.3030595688026,-34.862029055537,-35.4015614910674,-36.5901047803634,-38.146614791302,-40.9449679518579,-44.7127667186764,-49.3170684521594,-44.2134063852631,-39.9031192413802,-37.6424265221323,-36.3662112210771,-36.0922131738547,-36.1125544792943,-36.4067213874521,-37.2192685900385,-38.800034701792,-40.6546861968708,-41.9978004912004,-43.8218373628997,-47.0284638481078,-51.4513238739465,-54.0812661038514,-54.0888366239276,-48.0704634440668
-34.2100059867898,-34.4760691646583,-35.0915275515223,-35.7903554842442,-36.6283566946608,-36.6108471655068,-36.4136724454914,-35.8789523176388,-34.9804100315816,-34.578114190024,-33.8581768532595,-33.5588112183144,-33.907399506323,-34.5281704588476,-35.3812743707333,-37.6846040174246,-41.3231483938746,-44.8071173392869,-43.7656672193612,-40.2764912044287,-36.8785492592863,-35.0415702675949,-33.7258224970768,-33.1479245299741,-33.0127068012513,-33.3633078525205,-34.0486655395431,-35.2999378957844,-36.9871237863702,-40.1514722098822,-44.1475628096155,-51.7036385486962,-63.9682858434696,-50.4293350218364,-46.1664433010748,-43.9637246774005,-42.454736588816,-42.6484215082587,-41.8562569867579,-41.7607090768648,-40.6600655543122,-40.4220988213237,-41.088919359597,-42.6432433981328,-44.6695757951209,-45.4416422282685,-42.6109781492673,-40.5330594336779,-38.2537343883343,-37.067857060406,-36.4006983335941,-36.6207772202187,-36.7875503710689,-37.3708081185426,-37.9120616392604,-37.6883102471268,-37.9385356035001,-37.9707327685876,-38.936039978628,-39.703844716948,-40.4424608124372,-39.9838413997437,-38.6275363731958,-37.0662955136128,-36.4484318684798,-36.1760414671354,-36.1043541505917,-36.1897105508906,-36.6864611992743,-37.7976163363457,-39.3344567399166,-40.6527472917795,-42.0419714174142,-44.321231965081,-46.9016542297858,-47.9020787092274,-47.0844708323373,-45.0640682536185
