-38.2018784908473,-36.8676384697393,-36.3309120719409,-36.7922291352736,-39.2580856731487,-42.6167975349231,-51.3610021159697,-43.14992384973,-38.823852969193,-36.1948392878923,-34.4177794728102,-33.8036430874265,-34.8626896795826,-35.6097857238343,-36.5411825180221,-37.6791993576301,-35.6891930095638,-34.3496300627638,-33.2690031796944,-32.057486512641,-31.3430948167832,-30.7341982582747,-30.8632072080218,-31.4885261249233,-31.3202384817087,-30.9115462265109,-30.869750515447,-31.0615185908978,-30.6227087507847,-30.1725506300451,-29.917558309899,-29.97625700497,-30.000904718221,-30.0807695697181,-30.6257042934675,-31.5545410857491,-32.2504835217195,-33.4177281583661,-35.7087323830446,-40.415022852056,-46.8536901037166,-43.5953220668153,-36.1814415300008,-32.6628937277947,-29.5723503672138,-27.5898825143451,-26.3595346035403,-26.0846646760081,-25.9305179230132,-26.6389838825807,-27.8767010010626,-29.4856135772165,-30.2511116895648,-29.8910230851871,-28.7596042733273,-27.1186892355289,-26.4156683005138,-26.1054063160051,-26.5541740839287,-27.328791447413,-29.2510996365168,-32.0520790391106,-36.4088876033991,-44.6965610081355,-46.5785675748765,-38.6920851300563,-35.8124065039501,-34.176939926463,-33.1806107653038,-33.125356397911,-33.1669245754068,-33.7710824352217,-35.6877199317309,-37.8624428436141,-42.9777347798343,-50.9352110832204,-51.3914474226055,-44.2548379579937,-39.0079952127446,-36.944985867416
-38.6198651635914,-36.5938420184793,-35.3472177759256,-35.9588630866875,-36.4406033908371,-36.8806194782926,-38.1813762329374,-37.3641014098099,-35.9063942827264,-34.9023536547682,-34.0213437006278,-33.9983070554968,-35.7138261567391,-38.0289229234828,-42.6002481726824,-48.8592941602613,-40.3767088149205,-35.8841682387316,-33.9148293448976,-32.7399715663963,-32.4175712422849,-32.2124808005609,-32.7356387289071,-34.0956201114053,-34.1979500353189,-33.9957444218999,-34.0341783639909,-33.6801528159555,-33.5645518045173,-32.3775561316717,-32.1968545431385,-32.5960394067417,-32.2616297387827,-32.0839218680995,-32.3430861637573,-32.8927920076933,-32.9802412270587,-33.4285159905699,-35.4043110858524,-38.3942961261705,-43.0494533660321,-42.1377745084174,-35.7548483804582,-31.4739584029064,-29.0063854154138,-27.2833303732183,-26.0092203204121,-25.3748621779279,-24.8628113602624,-25.0404173849778,-25.4019695990517,-25.8943725088172,-25.8531302445917,-25.7353165611403,-25.8055957242377,-25.4842030109465,-25.4943736301932,-25.6271124388975,-26.2413549322518,-27.1082615370727,-28.9013963114802,-31.0071947376779,-33.4918768964454,-36.8548343469005,-37.2658466770551,-36.1725846344662,-35.2941929309399,-34.8432068019422,-34.1287172782881,-34.0648484022508,-34.5137886024506,-35.1506005291293,-35.7008307323793,-37.9548132764109,-40.7045757448568,-41.2043505748002,-44.6944346036949,-41.7797884512442,-38.008982855201,-36.0353633776354
-35.795525710128,-34.6742174271209,-33.3922099297244,-33.7795099933483,-33.4709151978933,-33.2554394705001,-33.4866790603424,-33.5428813770145,-32.7171241403198,-32.9989314272197,-33.0374435307423,-33.6144743923862,-34.9252619243627,-37.0412509601543,-40.6847364607226,-43.8474029123601,-39.286960894977,-35.5599397870563,-33.48494701607,-32.8888701518965,-33.1735508171556,-33.8455060533561,-35.2370101593312,-37.8750107390173,-40.1165285507224,-39.9119179489996,-38.0518446801632,-36.2523387560146,-36.3638603044612,-35.0214915647464,-35.4709491418194,-36.7178884618494,-36.1205349363597,-35.3677540582105,-34.6575770682248,-34.1717425069983,-33.5632217194409,-33.459805420726,-34.487623108574,-34.9558967738311,-36.0971470216613,-35.5138626987121,-33.2259004496913,-30.3500839018203,-28.4350097729233,-26.8892918500522,-25.6807490236689,-24.6817311483153,-23.9609038941973,-23.6922313209697,-23.5863360441202,-23.6334156500279,-23.5298252733252,-23.5288779979846,-23.888775676647,-24.2303032328029,-24.6350391287677,-25.1763961112301,-25.9536885061676,-26.9767664215924,-28.4900911481293,-29.9934158127962,-31.4247853356113,-33.2316355086472,-33.6136703628609,-34.2530086028584,-34.512010810071,-35.1218307744646,-35.1737573177927,-35.3844465500454,-36.5241708453189,-37.3441699826066,-36.3634763415158,-37.6449235279581,-37.5767738972816,-37.016870310781,-38.3058091045529,-37.084136916669,-35.442908600188,-34.2925387692069
-32.9564024655142,-32.4274999508016,-31.4692706823712,-31.5538182486061,-31.2492295878845,-31.1325677151568,-30.953288914981,-31.1777288232759,-30.6088343291944,-31.3302198478583,-31.8521291189283,-32.7435532348671,-33.3060004327712,-34.3875304976783,-35.4390885752208,-36.3735037962899,-34.899313227545,-33.95077774938,-32.4900067561614,-32.4085277006469,-33.0193308031878,-34.2091105380034,-35.7411017430886,-40.1932806451065,-49.799516220639,-44.4679402255865,-39.0027368590045,-36.9361899182734,-37.1756282259591,-37.0743432850628,-39.5714403805662,-44.8245476978084,-44.6055373491503,-40.0105022352352,-36.739657116923,-34.7055456565568,-33.7554206018962,-33.4275834214795,-33.642949135533,-33.2402280538998,-33.4627439235266,-32.888225807464,-31.6150551411203,-30.0220498055294,-28.2963680948481,-26.631207120242,-25.4458318397864,-24.2560247839425,-23.4389600436078,-22.8309571155169,-22.4617746379158,-22.2944136150919,-22.2957162780723,-22.4159723127283,-22.8077226848566,-23.4975530052603,-24.1279216313782,-24.9942674305948,-26.0273028366631,-27.3228408684078,-28.6173728885635,-29.8345512210055,-30.8939289952215,-31.8213762103799,-32.2272575729165,-33.3702059049625,-33.9401315558029,-35.0265644215744,-36.0418392557904,-37.1507284457927,-39.5440391765434,-41.054717566345,-38.781348476295,-38.3644261780265,-36.1422664476474,-35.2836795473395,-34.6797821417221,-33.6845631386087,-32.6416686746114,-32.1616967680731
-31.1225021291077,-30.7750150669479,-30.1959227625135,-29.9855119995988,-29.8210789640304,-29.8735476082532,-29.5260301297639,-29.7059703283336,-29.4785993376504,-30.1055996012556,-30.794839638295,-31.7425671780913,-32.0515760167782,-32.7099750274113,-32.9995621230872,-33.4029862013666,-32.5794126326827,-32.5622092415144,-31.6536956932348,-31.5888106824769,-31.96053105628,-32.8130793174311,-33.2739242263924,-36.3664751989102,-36.8176173437552,-36.3598336663585,-35.7314540147341,-34.9866096274905,-35.242917934892,-36.3981315215003,-39.4161160410394,-44.2003663729135,-43.8405351252707,-39.5574528421824,-36.3654692510133,-34.0983638253777,-33.4368615094621,-33.3462720135637,-33.3351434421694,-33.2136672204859,-33.2208048636554,-32.7273816133226,-31.6221666995509,-30.5580447510528,-28.7532884141346,-26.7682838854802,-25.4387661937336,-24.225261112669,-23.3263458459197,-22.4804618952939,-21.93148736242,-21.6397260228297,-21.7555630440263,-22.006740252602,-22.3809169613477,-23.2458935839081,-24.1147332445086,-25.2544787799599,-26.6869342759649,-28.3964981541726,-29.6630279548978,-30.8633367537728,-31.856001709455,-32.0070541183016,-32.340537903997,-33.2929028657352,-33.6828819565509,-34.5279242643851,-36.2746636075339,-38.7724459827688,-43.1777886087462,-48.5147253477697,-44.1221560062476,-39.8790771803423,-35.8298672481332,-34.3832913471247,-32.2797893399606,-31.2380350059104,-30.2635014590898,-30.0706345102693
-30.4134152854086,-30.1170494720623,-29.8483943027632,-29.325722830976,-29.1709165426124,-29.1860464044941,-28.8050989900924,-28.8599373218726,-29.0723541513001,-29.4058379380433,-30.1436687033303,-31.0515432133749,-31.6684103150032,-32.3586254887458,-32.5002108049608,-32.4906863167278,-31.978067317782,-31.8998820073315,-31.2760942973279,-30.826201873678,-30.6302283518605,-30.9242094681752,-30.8546527751212,-32.291154228653,-31.6179978280497,-31.8129623120562,-32.3303693578693,-32.0693996152244,-32.1090439454171,-33.4953474628537,-34.7252999060429,-35.7778836171131,-35.3945421382215,-35.0744542746216,-34.1333206126758,-32.958401488809,-32.8960720769157,-33.3772899781505,-33.8043207133985,-34.8271986545721,-35.1339745434487,-34.8136091454591,-33.3480266643229,-31.7127582581511,-29.7644958222979,-27.4871745486183,-25.8375829977902,-24.6060473826274,-23.5615924592704,-22.5852445194459,-21.9052656340263,-21.5308994223509,-21.6943839793684,-22.062351057278,-22.478729722028,-23.413298019477,-24.6185901727111,-26.0470742249097,-27.9929031403227,-30.3211030651826,-31.9490741580117,-33.4567188410632,-34.4802714652754,-33.6882676393274,-33.7242909381375,-33.8748407409923,-33.8230066599256,-33.9793809991316,-35.7312891617524,-38.3874632681818,-41.7358249175388,-45.6527754206748,-43.012251279311,-38.6794978846147,-35.0972002544673,-33.0267399046272,-30.4755060333946,-29.3575536082777,-28.4151840447746,-28.2423702660456
-30.9895605946739,-30.7224044429667,-30.5841696637066,-29.649339524343,-29.2616378365436,-28.9309969609172,-28.5671685475388,-28.4792707433357,-29.0950288475401,-29.2515196980461,-30.0711339589874,-31.0045263436634,-32.3173592926147,-33.3974382317841,-33.7350515261672,-33.2229451898247,-32.8128956477544,-32.0308463093316,-31.3845528060946,-30.4133492775784,-29.6328537712811,-29.409284494,-29.2828870324593,-29.4665327305284,-28.7941347518459,-29.0590591915255,-29.5421638859877,-29.3885705011355,-29.2806596040819,-30.4262454586961,-30.8433129098429,-31.2888586936593,-31.3040955582452,-31.8689667095939,-31.9766115541692,-31.9486745804189,-32.5933838508878,-33.7564468780583,-35.2765051287829,-38.2799667074764,-40.0037611056478,-39.8410009529964,-36.8708515216732,-33.1758666197893,-31.2010632865842,-28.860970811768,-26.7812190757221,-25.3233316189267,-24.0648038154166,-23.0537230384304,-22.3009025734005,-21.8737281434497,-21.9850283737531,-22.420999326426,-22.9820774810699,-23.9348554081962,-25.5118196055736,-27.3092721878017,-29.7345389785756,-32.9855176281912,-35.8832967540124,-38.5864895884536,-39.4004508283205,-36.9850359620328,-36.2614865364528,-35.090355687352,-34.5151151306249,-33.9519672627054,-34.9473524133074,-36.223593570353,-37.2501088033185,-38.1155699719454,-36.5224158875527,-34.8111813984938,-32.7957551828282,-30.9219900451866,-28.9475615127568,-27.8387343501593,-27.0627562054978,-26.7851129680406
-33.3099075584205,-33.0413398599939,-32.573967016533,-30.9074867975986,-29.9874969027527,-29.021931437493,-28.6441409091708,-28.4347070234674,-29.2302986127829,-29.5610880023943,-30.5882539495939,-31.7695133938269,-34.0254371393209,-36.1208097499536,-37.1293020391842,-35.7182331606334,-34.9518761555573,-32.9193340679856,-31.8910258749192,-30.4768967823184,-29.2653936778388,-28.5599113579404,-28.4315161179622,-27.6988080637437,-27.2682721736772,-27.3288363835015,-27.4276005072612,-27.3140903251278,-27.2029239190421,-27.9022126701444,-28.0513322396242,-28.3821053238408,-28.7574550230186,-29.570735669511,-30.2355369974456,-31.1743825159229,-32.5929472994249,-34.5155709402566,-37.7611322091707,-43.0403640240618,-53.8163720176767,-48.3633216349119,-41.2622432721746,-35.1278254179588,-33.0293819192962,-30.7552413056049,-28.2362871848943,-26.2293339650696,-24.7809310900707,-23.7834145935683,-23.0382143644083,-22.5984752979856,-22.5725054632215,-23.0006865845748,-23.7619937027176,-24.7218735522306,-26.4695714326287,-28.6633104619891,-31.2395523134216,-35.4625370224367,-40.9489647093805,-50.7459715744677,-47.6304861268425,-41.8981133573058,-39.6577679749084,-37.035455546907,-35.9514537805578,-34.7963946381796,-34.4849280639215,-34.2336058466443,-34.0253536953368,-33.9625021277051,-32.7203525794149,-31.5830540436255,-30.1837617389106,-28.8754178326137,-27.6520233396608,-26.6711677249756,-26.166436043639,-25.7681177209716
-38.8838492564153,-38.318096548543,-35.84975926528,-32.6638804540294,-31.0090037400017,-29.3460042588827,-28.8796196921776,-28.6021472248431,-29.2549473404347,-30.0992449823139,-31.4343081542076,-33.1934733475509,-36.4149764774739,-41.2783915879364,-44.9821231495851,-40.2166441771569,-37.8605629386156,-34.4218648720701,-32.6899717759619,-31.0131420057341,-29.6062670531195,-28.4849763491626,-28.1573633898542,-26.8656521959625,-26.6495854803921,-26.3619160224328,-26.0247145526888,-25.9195477523372,-25.8709709535479,-26.0601147329119,-26.138387280988,-26.4447162978765,-27.0116314804307,-27.7817157584727,-28.7641130323176,-30.3465529521736,-32.2166727811897,-34.8253825864111,-38.9343456903197,-42.9213625180721,-47.1886059285946,-45.8092596967214,-43.9365788716062,-38.7509208867552,-35.3592666138185,-32.5142625849231,-29.7370911186643,-27.1416643933341,-25.6738633338298,-24.6949942072902,-24.0503347200518,-23.6662405175711,-23.4828984498899,-23.8240426557295,-24.709090016041,-25.6577195673579,-27.1277596546096,-29.4209269754754,-31.7074173448988,-35.9155013207542,-40.6271036334907,-46.2047977472646,-48.1426618038613,-47.0626276617877,-43.4977241265156,-40.0446983126478,-38.2433466565152,-36.3782519801065,-34.4645325460442,-32.9655159443843,-32.0160210428516,-31.4590644713408,-30.4795241512965,-29.448726002239,-28.3281852420714,-27.4680821814167,-26.7374028222438,-25.9650737480703,-25.7134785301014,-25.2494912941389
-48.2505732613005,-44.8731083289023,-38.1336018541455,-33.5611070553757,-31.5500857548744,-29.7034148733243,-29.1215259101116,-28.8654325460232,-29.1659817477688,-30.4980840968994,-31.9949081906334,-34.2814471261148,-37.6177669400529,-44.9225318605389,-51.0703445122909,-43.1134309253972,-39.5727470366831,-36.1949612723817,-33.7971319972015,-32.0000696223201,-30.6197142584283,-29.2243936086644,-28.4030028096606,-26.9030309007614,-26.7072406947581,-26.046635730956,-25.3541942150175,-25.2158702727633,-25.2056797031425,-24.9397175816326,-24.9976927860923,-25.2530151155677,-25.8100787142691,-26.4068535953975,-27.4711085499892,-29.1742445459187,-30.7504147270553,-33.2859585896998,-35.8691953064212,-39.2113145356314,-41.6744221304541,-44.7496502832058,-50.6778069620299,-44.9382706792594,-37.2192101193627,-32.9451067060564,-30.3516476381761,-27.909912799408,-26.6835609258202,-25.7687514607084,-25.3199626381887,-25.0995772315591,-24.8401959459605,-25.0319356300512,-25.8165569224081,-26.6583339349589,-27.4889294790449,-29.3477455368845,-31.2215865567877,-34.547333064807,-37.5384117862579,-41.2054560031509,-46.0418958899182,-53.7082121763804,-49.6186545993022,-44.3776019860317,-40.5107818601974,-37.385258749024,-34.5125278576357,-32.2630618468714,-30.9265976138151,-30.0560817428571,-29.2765357097278,-28.2746791332911,-27.4386462982427,-26.8606134073413,-26.3786571655781,-25.8447784275279,-25.7248898317567,-25.2884709947078
