-34.4075583425053,-33.822979386095,-33.7464343241643,-34.1019075725115,-35.6889655115576,-37.5101474642322,-39.2733002605679,-40.3154748630524,-42.2092613571326,-42.1918525271999,-42.5374069024328,-42.3667652437116,-41.5799655930839,-40.8688590266309,-41.9370476347109,-45.1043799470084,-51.1336598906906,-51.755773189235,-46.3586440323787,-41.3940163629236,-38.8865805477831,-37.0891968353824,-35.1349733325116,-34.6609748373471,-34.4700419082243,-33.5305532091212,-33.1786682699829,-33.2955496825655,-33.4291118786296,-33.4944650413868,-33.610046754291,-34.277919441614,-35.1355222620967,-36.3045968263928,-36.3380146559739,-33.8123781234889,-30.7855612645121,-28.5707175966029,-26.4661050402773,-24.8043786657918,-23.6074759052785,-22.8857878312755,-22.3129750378196
-33.8948897245379,-33.2939756271125,-33.2953216492756,-33.9068090634405,-35.0346030524031,-36.4219807763787,-38.3847358664132,-39.5854137588396,-41.3196230713622,-42.2096447919534,-43.8954239032458,-43.7286727300374,-42.5377985875562,-41.3143898506203,-41.7398387916178,-44.564375671307,-48.9462979486785,-50.3185369124899,-45.5222048787042,-41.5545932144778,-38.9134598485753,-37.1483293969323,-35.4252941057326,-34.8152962186108,-35.1111696949202,-34.9303385264659,-35.0443401573693,-35.5251040568136,-35.8208812680749,-35.7639590577827,-35.0108353264372,-35.7389898042375,-37.4591285988932,-40.8047909442189,-45.2391426649468,-39.0542350872231,-33.3399359824875,-29.7836405014085,-27.0529222361803,-25.1737954623014,-23.7286308819639,-22.9216425615087,-22.3014992046935
-32.6808279903146,-32.3002935451356,-32.5991040431586,-33.5343220649352,-34.5266868492494,-36.1637421521775,-38.9752429961853,-41.2149834715278,-43.0693299207747,-44.6331233472814,-46.5055047404645,-44.9242186863201,-42.8566133414175,-41.6865546146843,-41.4383264629116,-42.2431663421065,-42.0818021713124,-42.2484730499882,-40.7169832783822,-39.283917521527,-37.7163126910257,-36.7381388293753,-35.8232329555532,-35.2197510197567,-35.8234637841572,-36.9563132676404,-38.1258419087944,-39.4222137154751,-39.9846265740902,-39.2418068418929,-37.1160437519452,-37.1088352251111,-38.496954019675,-41.9873848473405,-47.1883681714113,-40.2667157481275,-34.7066549606948,-30.254881401983,-27.3126029134292,-25.3543988154998,-23.8461689405048,-22.9776921477212,-22.4668279428141
-31.2664757383879,-31.2821786058906,-31.9697985908428,-33.1468534547101,-34.3164414012289,-36.442734799149,-39.9064822365367,-43.8611943379126,-47.7466707300334,-51.3692059812307,-51.0105329300422,-45.8850984476326,-42.9382134303881,-41.9531706926784,-41.2031398687828,-40.283647010022,-39.0870318691983,-39.0026651500744,-38.2894600536893,-37.3440200349928,-36.6035453645214,-36.1432378073782,-36.2090021286492,-35.9285440065218,-36.6600223188251,-39.2140068010836,-41.9564214312659,-45.9353045267583,-48.8493722173099,-43.6364895672991,-40.1077166510359,-38.1982633041642,-37.9581696608129,-38.5331485554558,-37.5723516171201,-34.7339296596268,-32.1041904881186,-29.1589555701484,-26.9100431676079,-25.1851521356534,-23.9057464751947,-23.086275645311,-22.8097310149113
-30.0684374748482,-30.5389706096642,-31.556767224084,-32.8572127628174,-34.3077598279596,-36.6421970616697,-39.7359882280613,-43.7922944829299,-50.2831958400646,-52.7795203857467,-53.9677814229351,-45.5649496775225,-42.9650206306089,-41.9545184352557,-40.8979237909048,-39.0938953856828,-37.8040052267234,-37.625455569515,-37.4266087337726,-36.5084848554582,-36.2037756785718,-35.8334951324187,-36.6183527309411,-36.9332736445393,-37.6977050481288,-40.5478548256357,-42.9877574149229,-47.4905712395393,-52.4731017872307,-44.2892418896085,-42.1182094766814,-38.6369962553944,-36.686569904258,-35.4533305265202,-33.5687403018215,-31.3769089247966,-29.3259045788314,-27.5532404795906,-26.1371534786739,-24.8558607951382,-23.9815466674727,-23.3615291167012,-23.3658604239869
-29.3058995422603,-30.1919825048225,-31.4008728994371,-32.8081738916899,-34.4519422863726,-36.5214422315773,-38.8626986783268,-41.8576712853664,-45.0594965234327,-45.5971648242283,-47.79948540782,-43.7376112445703,-42.8133292599462,-41.6765138648227,-40.4974323786362,-38.7047227656305,-37.6726537473122,-37.4102354677611,-37.506031340307,-36.6462085460495,-36.5337472086415,-36.1102857666027,-37.1399693894193,-38.1245104268947,-38.9331947840632,-40.471740364435,-41.4609088099964,-43.0882276638519,-43.3340797907352,-41.4631813573744,-39.7783132324209,-37.742060212421,-35.0640821916884,-33.140118558271,-31.2277535257139,-29.5124769554441,-27.7181823320605,-26.4118143925014,-25.508580888202,-24.6839631751055,-24.2249941262483,-23.9323313335292,-24.1944864944404
-29.0220489302216,-30.2245192424521,-31.525132329534,-33.1818144174073,-34.9333395346484,-36.6597241561977,-38.6538502061035,-41.0588586269099,-42.3903142577766,-42.8898300353487,-43.4543552747781,-41.9721752528363,-42.4105383826355,-41.376324566221,-40.2565037378649,-39.123285605184,-38.5145476214898,-38.062647549837,-38.1070792875309,-37.5096012411543,-37.450071146637,-37.1160525177712,-37.8636772707482,-39.3109223696481,-40.1880334766412,-40.2320168537646,-40.886325839664,-41.4185571522259,-40.6538970544787,-39.6852365978274,-37.2463202860965,-36.1188751984554,-33.644942685608,-31.6127212688293,-29.8474084022674,-28.5189858801456,-27.0601434723356,-25.9333748196717,-25.301225668443,-24.8777263354599,-24.785739091944,-24.905234696489,-25.3691510791442
-29.1010952540659,-30.5076210935268,-31.959400103429,-34.1338735315305,-36.1439921957737,-37.9083364003207,-39.8132671400914,-41.7544412388081,-41.7974339062257,-42.1880251297882,-41.2403897140997,-41.2132576574911,-42.113405378357,-41.4994527359226,-40.6248026381002,-40.3705574217456,-40.1960856140147,-39.334066484192,-38.9034168370263,-38.8028525641406,-38.7840675636189,-38.9037620196985,-38.9722435360256,-40.4378870697917,-41.2695766148096,-40.7676358646757,-41.714288929779,-41.6684724012625,-40.4669463916522,-39.2848409188074,-36.4542909463088,-35.0257590815354,-32.9105966995853,-30.9013154801514,-29.19995672135,-28.0616758300721,-26.9857578786849,-26.0085244681322,-25.5584290490503,-25.5051775517055,-25.7689409735572,-26.3682715003777,-26.9979368787106
-29.2900680260323,-30.8184609792353,-32.6286803840633,-35.5783012900825,-38.5262522186836,-41.3835181266723,-43.0851661373918,-43.6730740408067,-42.2700490150373,-42.3540710297674,-40.5533040881973,-41.7305378389703,-42.5965016938637,-42.6716907133332,-42.2286157047428,-42.4528245206589,-42.4006537793633,-40.841693787011,-39.6662241539031,-40.1735808047876,-40.3967772572177,-41.4425414163696,-40.861237090321,-41.8766402809236,-42.4212694198275,-42.3226467769036,-43.6581251695213,-43.3467989342255,-42.3345603165167,-40.3062982251087,-37.5832297958494,-35.0297315132396,-32.9539299911439,-30.8500292308827,-29.0918298760128,-27.9184539384088,-27.1289934656115,-26.4196429811135,-26.1768739273846,-26.5140611543492,-27.2020548222308,-28.400592033941,-29.2907120130729
-29.3374507553153,-30.9185359015817,-33.1363337560549,-36.5582174559267,-41.4626002645263,-50.1087142223454,-51.4792992990749,-45.2484790902499,-42.4083097217627,-42.3166712626445,-40.9629773308925,-43.4920800432889,-44.6246551801946,-46.1475048085362,-46.284706831634,-45.0115279238282,-44.3489541430157,-41.9593426831326,-40.2860592568361,-41.2728282721831,-42.2190750652595,-44.482165315487,-44.3235439067238,-44.4918449187922,-44.3485721723684,-44.7631453741217,-46.049419357759,-46.246704054096,-46.9912729916541,-43.3898439224391,-40.6687174170469,-36.1006524072196,-33.4395521326644,-31.0436898647274,-29.243450420639,-27.9218520393007,-27.2175257360659,-26.9030123938366,-26.9375566261003,-27.6941389676594,-28.9156150750398,-30.9763736538347,-32.661791702636
