-23.8530119403647,-23.6553982578813,-23.6946285235283,-24.1346270149534,-24.8320212920891,-26.1569381791785,-27.8736826157058,-30.6095136021063,-34.1855783089147,-39.7379737082067,-51.8400132583184,-47.0758023238782,-39.9347971934365,-36.0262417410483,-32.6725529582873,-30.4421961485281,-28.2165509359051,-26.8780117347622,-26.0457134764296,-26.0797317091881,-26.0611570035572,-27.1232532534976,-28.5255630298185,-30.2847821545531,-32.3098153757775,-34.4904016050191,-34.3231606451673,-34.0467789302652,-33.4604647157052,-32.8219661964665,-33.8989987336265,-34.2739086630687,-36.3167008426482,-37.6769561719341,-39.2215344179151,-38.480871359413,-38.6555664854746,-37.2970858424083,-36.1706410973168,-35.6775556291389,-36.678224851292,-36.9465054390937,-37.1198933151717,-35.3630306273613,-33.3875202786203,-31.7790982368091,-30.5958383901642,-30.2118746359995,-30.0738543958311,-31.1962852765796,-32.5162844969183,-35.3683100179797,-37.3275980545792,-42.5484020000581,-48.8496469944689,-44.0320304870732,-39.1485007425374,-37.3383490013066,-35.971524311236,-34.9435550031757,-34.8330125060311,-34.8770195367933,-35.58395993762,-37.1928021105283,-39.2690407195531,-40.9792382552302,-44.3167219426604,-43.7577923075064,-43.6981934601829,-41.5218161209643,-39.6050123913398,-37.0110572970881,-35.2695748333765,-34.4585779971256,-33.4284220858271,-33.0212454211538,-33.6617928014531,-35.5650504528416,-36.6261002246575,-38.7349154369809,-41.3915645362973,-41.1943214734006,-41.1101685695433,-41.9508657142593,-44.2795181656663,-47.8273799999685
-24.4591357097775,-24.1166786792039,-24.0278273893879,-24.244072914257,-24.7555104482749,-25.6386126459824,-26.945389211312,-28.6542534878635,-31.0670489299498,-34.3406066940928,-36.9128194819468,-37.5924367336878,-34.8043349931012,-31.8985506822971,-29.4725367589563,-27.9336763453079,-26.4299094968691,-25.7633879361664,-25.3907895894526,-25.8083126290358,-26.4983506261306,-28.2168301410653,-30.5577196946577,-33.6604646702153,-37.4922473691251,-42.0362382527417,-39.568090618913,-37.1510161007173,-35.67248409233,-33.9673577651759,-34.8425896499768,-34.2997595871439,-34.4607116096219,-34.6914804213096,-35.1869473149059,-35.2085424645105,-35.2240193763521,-34.79287170059,-34.7755800116582,-35.3558933570816,-38.4060262139115,-43.0825004428729,-48.7270794790981,-39.3873439336201,-35.03135935475,-32.7236615952146,-30.9483532115738,-30.4368512856061,-30.5539461590426,-31.3708154114449,-32.8796193963562,-35.2435789628404,-36.9101029274744,-39.6285008160929,-41.9983246120719,-42.6281045860631,-40.7027185484587,-39.4053248981276,-38.0349791198785,-36.4326762727558,-36.4789273277255,-36.4561779517802,-36.8961923390521,-38.7500799157004,-41.4355295849472,-44.0241220309793,-53.7268738343,-48.2863101444749,-42.7428784798912,-39.7572411915349,-37.7807344079358,-35.6243494604522,-34.6742639045845,-34.3807475258544,-33.7647995752127,-33.7770981972644,-34.5722628129384,-36.9611595023352,-39.4306817551127,-44.7231790619601,-56.8963935793322,-47.395959166624,-44.159526623492,-43.3581606652736,-43.1334728806755,-45.5129700666277
-25.6363364317825,-25.1849836651344,-24.9477123353547,-24.8578470219351,-25.0745822099171,-25.3479884366446,-26.1176517305578,-26.7637266113063,-28.0084175488049,-29.5213942212009,-30.5014066385726,-30.7524843167815,-29.6684493429473,-28.0397158703827,-26.6548172555593,-25.6784573429491,-24.8344726897218,-24.6166998726911,-24.6638100129438,-25.2803353192374,-26.6270463851079,-28.7033299211168,-31.5618715560336,-35.8074604500546,-43.2200046796307,-57.9957396335791,-43.9231529228884,-39.6986625025098,-38.6054860711413,-36.615724314359,-36.7610996808796,-35.3526958883594,-33.7773862165083,-33.1373261315839,-32.8327497194698,-33.0176146462632,-32.5406236312124,-32.4326484624188,-33.041508882913,-34.1314132255913,-36.8315056284581,-40.6386866851945,-40.7472713172046,-36.6020433503567,-34.0115080767798,-32.1494767894794,-30.5673884505733,-30.0733571998362,-30.4408731377874,-30.8208509938442,-32.3725503409022,-34.3217070962747,-36.0346376829497,-39.1689032146225,-42.5030700565861,-44.8262535901901,-43.6731256108979,-41.2941502385601,-38.3939194685463,-36.7043213689688,-36.5925594141181,-36.5828120433196,-36.8707491522069,-38.8088189064619,-40.6032140668017,-44.6345951776689,-50.3298307821784,-49.5485123519897,-42.3007185122697,-39.4826815766967,-37.294007383961,-35.2033030296844,-34.1705849012439,-34.0190027786215,-33.7597242054821,-34.0876785259247,-34.6284945324803,-36.1008179899377,-38.6242377807612,-41.5141260453509,-44.8390054689658,-44.4610078995368,-42.6026229256117,-41.3719805828951,-39.6746237292418,-39.6717611066076
-27.3364254549895,-26.9731367636099,-26.6589530277052,-26.2311302733439,-26.0211997056759,-25.6450557835591,-25.7765203038281,-25.6145919793099,-25.9192792409865,-26.3822195146663,-26.7352906855883,-26.6535624041622,-26.0412029742499,-25.1727884352302,-24.4850976599257,-23.8839050181441,-23.5873525618999,-23.6299622369525,-23.9770994486133,-24.6056539542348,-26.1590435935213,-27.9886740161354,-30.3688186538505,-33.4320558794883,-37.5016810967555,-40.7428336961092,-41.2710973513218,-40.8529029755195,-42.6987765754778,-42.9299384332265,-40.7064291859499,-37.4906027904428,-34.032402617922,-32.3580137666691,-31.2663275618004,-31.1517303332583,-30.4038745310689,-30.428335917613,-31.1148117543705,-32.0744075529889,-32.9561075919321,-33.8562816028163,-33.6327593836842,-32.4766866105923,-31.6097537500134,-30.5468286181524,-29.7540378207069,-29.3744988407119,-29.8263231664229,-29.9876033761879,-31.6074278556204,-33.4485658052025,-35.2263822251529,-39.2795694441749,-46.0584378473513,-58.631019727467,-44.9492637814098,-41.3050674511206,-37.5881300176918,-36.2316478414209,-35.722550487483,-35.7691405787098,-36.2103787117135,-37.9466603852158,-38.6935587799775,-40.81259212115,-42.3171667719848,-42.0084382522483,-40.0405679253082,-38.7499081877241,-37.0253460979894,-35.3998201284525,-34.1877394124897,-33.9142240716471,-33.815982197178,-34.148047687918,-34.1811467856762,-34.6152303494948,-35.9477358375057,-36.8504769972403,-38.3001250805164,-38.9137869285756,-38.2963463056168,-37.6951733058874,-36.5113146006032,-36.2063265251013
-29.6018515759109,-29.7599769998546,-29.5906155720539,-28.7615481153176,-27.7906090026342,-26.6424254517836,-25.9445384059533,-25.1962376745809,-24.7596398113088,-24.5239988142786,-24.4807526283597,-24.1926770052237,-23.7621794651714,-23.3332003681788,-23.0299560153861,-22.6579647073955,-22.7445049497036,-22.9258481563044,-23.4347236408654,-23.9926928759236,-25.3096277442072,-26.6447579868947,-28.4165216271611,-30.3877778229907,-32.7399302315067,-35.1334963708795,-37.478071360503,-39.9414823915623,-44.1736073090523,-51.7369059076619,-44.6441245454721,-38.1977446797644,-33.5864113381258,-31.4000335847936,-29.9003971282191,-29.3255522252717,-28.6734146596362,-28.7982272698941,-29.2859114527494,-29.9965559601856,-30.0631306654483,-30.4156050505294,-30.5643946287422,-30.3001554424578,-29.8838265059263,-29.1595068921338,-28.9650524909989,-28.6777434127867,-28.9752225161416,-29.1341627865747,-30.6112871869474,-32.1663922610302,-33.6585875738261,-36.6648309519092,-40.9315269754981,-42.8936061826918,-39.6170822195362,-38.4693730763678,-36.4800182504999,-35.702381627128,-34.9666198552546,-35.0817551183082,-35.7886246449072,-37.0158509561849,-37.3918990879856,-37.8425175692429,-38.789306970353,-38.1990211746275,-37.5483878816585,-37.2864869417526,-36.494962487758,-35.9019021952211,-34.9705995785798,-34.4949664099226,-34.4033873371569,-34.4349715679228,-33.9954262380123,-33.690695849995,-33.9799473386726,-34.1824495480929,-34.8196843393569,-35.147268231445,-34.6656937198217,-34.2483136706193,-33.9059133121908,-33.6631694577989
-32.5344587174602,-34.2502187064131,-34.9765602723821,-33.1573471065332,-30.3672662960303,-28.1113979805222,-26.4478665797084,-25.3231538466076,-24.3748111459757,-23.6720446293583,-23.3277571607462,-22.9123361140655,-22.5707778649569,-22.385554883647,-22.2604147217744,-22.0547793468329,-22.3524824498718,-22.6176135360266,-23.1832508917603,-23.7036685722135,-24.6400802449695,-25.5850404418482,-26.9472329942142,-28.3049910255741,-29.8161472607697,-31.5239742672146,-33.6182444191974,-35.6084692280062,-37.3983066173086,-37.1004743815283,-37.0083363402953,-34.2610554672037,-31.1024779036638,-29.6281555001835,-28.3991576912019,-27.5898578400289,-27.2792040661531,-27.5095200745756,-27.8332681985906,-28.4611860880227,-28.5593386327423,-28.9914181657562,-29.499491772602,-29.7158709202286,-29.28947272377,-28.5933387554163,-28.5336433111193,-28.2086398725864,-28.1490170316239,-28.3326738643972,-29.294469038921,-30.2231051746119,-31.4224543583635,-33.0289735447649,-35.067217970381,-36.0385057683,-35.5135790744819,-35.511087913816,-35.4818906558606,-35.5397828639841,-35.0718924331395,-35.361463802478,-36.2731211360988,-36.7095342828882,-37.0096556164045,-36.4733002075017,-36.9655977396609,-36.3033865770805,-35.9366673600068,-36.0056837491724,-36.0262336523283,-36.7162402644862,-36.7515105763757,-36.2441593915537,-36.056784632135,-35.4602414030738,-34.5441399245139,-33.5297852640312,-32.9189720524985,-32.6543914435142,-32.5927635159553,-32.5283282349288,-32.1173455513606,-31.7441271706707,-31.9201026393984,-31.7350705618217
-35.0938597759418,-40.9422334075436,-50.7024275111864,-38.5840961454344,-32.5807067667864,-29.3047750173741,-27.0560906747577,-25.7878023920969,-24.6124903594945,-23.662049071954,-23.087440850109,-22.5967940289075,-22.2936731817827,-22.199832022896,-22.1233287542595,-22.0846988227988,-22.4533089995279,-22.8075300097073,-23.3898598530662,-23.9713666944147,-24.5947979433102,-25.2781382579522,-26.2879517463097,-27.1851466700754,-28.0938364726684,-29.1606799348093,-30.3916150055113,-31.3361569645428,-32.1573228920707,-31.6138807429375,-31.4089665922397,-30.1346001104681,-28.2585675827213,-27.5279001185317,-26.8254090376057,-26.1183175761386,-26.187299746718,-26.5154834245313,-26.8733326088593,-27.6221924814264,-28.2877591497471,-29.1759625587653,-30.1010642746299,-30.6491662403495,-29.9810604459432,-29.0706573781028,-28.6130753906391,-28.023949797952,-27.517178376891,-27.6115764257674,-27.84059198162,-28.1629035452068,-29.2632047402234,-30.1614431433415,-31.3604586581492,-32.2595932931975,-32.8693961588624,-33.3331468759274,-34.6908274328532,-35.8657690078542,-36.4512485594239,-37.348991244149,-38.4439535168998,-37.6679092481377,-37.4960388889326,-36.1808827079381,-35.9297567557831,-35.3436328455616,-35.1189439305005,-35.2719170211539,-35.9895403430097,-37.9259856581007,-39.7439705700274,-40.1018944674681,-39.6329560101646,-37.5989062764226,-35.7946358520311,-33.9832460838274,-32.5076828931618,-31.782055592114,-31.1282419250682,-30.7724725863145,-30.4925229435303,-30.1864415970983,-30.5259938516342,-30.4187311330141
-33.8817633403823,-37.4171683478028,-37.8169094637726,-35.11490062949,-32.1865942160034,-29.5749433382232,-27.674138318426,-26.4840125896978,-25.3657901541346,-24.4073155597396,-23.6767896666129,-23.1440314845654,-22.8243725206668,-22.6774145925401,-22.5681960882272,-22.7126523571623,-23.0656678194575,-23.5646553866062,-24.2088370662133,-24.9891483946935,-25.4673934903405,-25.9674187741516,-26.5652859369577,-26.9972131638566,-27.3628085316846,-27.8257928913308,-28.1968732263973,-28.4383901142437,-28.7648865056907,-28.3878398139984,-27.9181733582889,-27.2341522737119,-26.1897215602544,-25.7862512060509,-25.4577415451025,-25.0448593654823,-25.3777399770044,-25.7758016264914,-26.3732448420473,-27.3965401655344,-28.9526562501075,-30.8354087432292,-32.6474523872197,-33.6172468271747,-32.2784171287862,-30.6162760624083,-29.1328302938548,-28.0386836119633,-27.146374875054,-27.0037720703395,-26.5851711815173,-26.5553285641246,-27.5588649761413,-28.1373808986448,-28.9268754218073,-29.8422373665953,-30.9814084657748,-31.7810598555222,-33.9344941889117,-36.2683080740522,-38.945119243019,-42.347300314789,-44.6087907342776,-40.6466324818123,-38.3343519472174,-36.0899782963817,-35.1162491828343,-34.7280241730221,-34.7176372466552,-34.9295544728636,-36.2816842088625,-38.9650082099502,-43.0621953210747,-50.2240792072911,-46.8897221630334,-40.2999471135865,-36.8273651912885,-34.6147741174785,-32.4299852545661,-31.3087432287903,-30.2763851043073,-29.7698106890568,-29.6220670258827,-29.4226455129628,-29.6666906202855,-29.7014874099376
-31.0959681015502,-32.5598291654177,-32.3822850549531,-31.4824981506146,-30.6894741466947,-29.4762379279602,-28.4460841204616,-27.49997803913,-26.6407057410346,-25.9039537204844,-25.0920314301781,-24.5221414892513,-24.0991106930149,-23.748781741942,-23.5506747514199,-23.8456543603237,-24.1535002537365,-24.8821288548035,-25.7514581060214,-26.9542337286691,-27.5890519223349,-27.9692217333058,-27.9710620061973,-27.7783659503287,-27.513001663507,-27.3386437951254,-27.0077770850618,-26.7836980554447,-26.71180019232,-26.4666706966778,-25.8258796388493,-25.4441212931979,-25.0144553307137,-24.6816949244807,-24.5213863930912,-24.4302819962117,-24.8427238888365,-25.2765395444973,-26.1945298361521,-27.5022884664402,-29.7990361832547,-33.097982901788,-37.7877635507516,-41.4861876125649,-36.3825604727003,-32.5097103036701,-29.6905931276562,-28.0970160230752,-27.017509651888,-26.5457086491882,-25.7924694562502,-25.6481956340962,-26.4077711152712,-26.8186302966428,-27.3616800772226,-28.2343179271569,-29.4842788559849,-30.5616263963636,-32.8533483233715,-35.5465101889655,-39.1222643502108,-44.771139895112,-52.6192854677232,-43.4195781527237,-38.037725534755,-35.3650258183911,-34.2594466710428,-34.1364690629416,-34.3735718676745,-34.7031782886765,-36.3185965317496,-38.5529580077045,-42.3115137654079,-47.551083508218,-44.8656033466363,-40.0172945128772,-36.4274495057878,-34.8325993355623,-32.4709466537647,-31.170667935768,-30.0341705145262,-29.4689479354313,-29.3689115727673,-29.28150788613,-29.2946763267491,-29.5143904142646
-29.3366261647437,-30.1849370568042,-30.2892700151346,-30.0646271457559,-30.0087053993297,-29.8611253128119,-29.6338363034014,-29.0771419572707,-28.616098515055,-28.2706884969179,-27.4256613317601,-26.7573900305336,-26.0775739988716,-25.3634327349777,-25.0204863449659,-25.3222600693368,-25.5826786642712,-26.5779881397511,-27.9633284920184,-30.0631064291354,-31.6601368220308,-32.1008533335069,-30.8701113486541,-29.5059387626835,-28.3521566737383,-27.4786341670175,-26.6576590587413,-26.1366355706519,-25.7490990245259,-25.5736473923935,-24.8878456274913,-24.6477486030905,-24.6448426770389,-24.2682797313416,-24.1290822102569,-24.2814577789526,-24.5962976914745,-25.040905140209,-26.1549482163549,-27.5225746297727,-29.6735044778233,-32.6923847861692,-37.8456856429762,-44.3121029046356,-36.7573734655182,-32.445734639367,-29.7036446725868,-28.0909386089407,-27.0674565640301,-26.3124254211065,-25.6166326292372,-25.5167907823285,-25.8673624422713,-26.1583566287328,-26.5224769686686,-27.2348831865513,-28.3030179678128,-29.4659934157076,-31.3007563761363,-33.3629601896628,-35.5141267533058,-37.4590673113821,-38.9334568013638,-38.3396086898988,-36.1261862001722,-34.2601043623598,-33.5002016606939,-33.5980947684144,-34.004194826668,-34.5036563916979,-35.7211325577953,-36.9647331034082,-39.247100795778,-39.8592327348086,-39.1277005063463,-37.5331288488112,-35.491135445759,-34.6425757979905,-32.7239200771725,-31.4758718206296,-30.4437381951607,-29.8136607262308,-29.6055613355162,-29.5846521248328,-29.3746520554651,-29.7659162309819
