-18.0986465357173,-17.4343112816321,-17.5212413140169,-17.6849419990084,-18.4609564577166,-19.5344875072795,-20.8702235417529,-22.1576737740663,-24.0946395873497,-25.1605345216072,-26.6020368469711,-26.6319463051619,-26.3730346161529,-25.745400114115,-25.3008700035807,-24.6202785950875,-24.4150550399845,-24.1270860860446,-23.4571991625581,-23.5961896798653,-23.1848558275877,-22.438381811443,-22.0885219271413,-22.073479800183,-22.1280977519436,-22.2998715652742,-23.0065351510214,-23.1607012331396,-24.3503244107941,-24.7447266156864,-25.8693065093205,-26.3030209886574,-25.8558933519056,-24.776210978712,-23.4374000855548,-22.2103489967625,-21.1752496253183,-20.1380073860698,-19.5283352407408,-19.0514399713769,-18.7530967948437,-18.2904879053179,-17.9568701304682,-17.76837462835,-17.6725179776136,-17.9580954756487,-18.7955221199644,-19.6134025131374,-21.3359678889925,-22.9278745167261,-25.2091077957302,-26.7312166791753,-25.9369607744321,-24.7984822500371,-24.3262997056969,-23.9011440568226,-24.6109399578945,-25.789661766899,-27.9311576617642,-29.3624395675245,-30.7712780104883,-30.8494085898614,-29.0904546684717,-28.6813696080744,-27.2354898195782,-25.5238961636259,-24.5594528231953,-23.3450483554184,-22.3339670394453,-21.6632857674253,-21.2651827431199,-21.0038841032471,-21.5739442214052,-22.3338785268784,-23.8691579534834,-25.4818141934772,-25.8923664126448,-24.3440156890303,-22.5242683818364,-20.8449949247334,-19.745387514916,-18.8339896108432,-18.5533222431906,-18.6608208741099,-19.0916890599838,-19.4445311440924,-20.3095800912112,-21.2959793086352,-21.9000138393465,-22.6297226977533,-23.5336405567182,-23.9961457229295,-24.9137256933019,-26.3597144570389,-28.2961493607651,-30.905194129536,-33.643892915435,-36.4950569966098,-33.794171617016,-31.3031302913899
-17.5152074347304,-17.1931997897553,-17.1515384200797,-17.4052753203561,-18.0914609847818,-19.0275198321138,-20.2502746817026,-21.222747644444,-22.5550411591394,-23.360213721314,-24.1366321050057,-24.6200148154971,-24.2613337858553,-24.0240696726936,-23.4471038204687,-22.8626976633522,-22.7054318849536,-22.2232433464967,-21.6420215590423,-21.7253851551671,-21.6292550733737,-21.345264774342,-21.6090493265206,-22.009424910108,-22.6964128167156,-23.338796394349,-23.7790361343623,-24.9630406035957,-25.8790318840194,-26.973018438247,-29.3552938932523,-32.0216377336846,-31.2983782890013,-29.1122324181766,-26.149483010655,-24.2120482014415,-22.8860919852238,-21.7579506196535,-21.284204378231,-21.2084545762326,-21.0728325684096,-20.609451327939,-20.0100767367279,-19.5885901721728,-18.8080908642919,-18.3452705350837,-18.6839275809151,-18.5319783300875,-19.5749993935106,-20.074760110734,-21.0475763452914,-21.8532025573747,-21.9885229046711,-22.0133151920834,-22.0841149002804,-22.3292195769754,-22.9408106172326,-23.7637197781761,-25.1075683190327,-26.0047457940034,-27.1469957777938,-27.2335436275473,-26.8131189283771,-26.292867148332,-25.2978192032554,-23.9087090126147,-22.9454888058561,-21.72709578139,-20.9382091364052,-20.2882891212043,-19.7936038673315,-19.6051482032599,-19.8251499659039,-20.011498247632,-20.7017820025702,-21.0902992390686,-20.9486732841027,-20.5074398418069,-20.0926465107558,-19.3392658154906,-18.9957295367421,-18.7962920048465,-18.878170794139,-19.5606222697751,-20.4860976989011,-21.3882629773387,-22.6896722121163,-24.1508597233847,-24.9287620629732,-25.7638741661561,-26.6139955360836,-26.8143513745295,-27.4026439648694,-28.4827690289808,-30.4291733032612,-32.4054728632684,-36.8439953021052,-48.7849520312697,-37.3083421915645,-33.2804747196572
-17.1618662779771,-17.207658593674,-17.1259799301097,-17.5512105433747,-18.166449806625,-19.0216125706041,-20.1433570982995,-21.2266796462251,-22.3128126973403,-23.1614679142048,-23.4744681729552,-24.0106910093331,-23.4284643418918,-23.1852039906878,-22.4113416791916,-21.8236350011819,-21.5517882211341,-20.9880070465897,-20.6541883310207,-20.6229787868122,-20.8012939421714,-21.0419976836866,-21.8125750189072,-22.6055309996057,-23.9896781258403,-25.262878687903,-25.4281505278692,-27.6534275991603,-27.8666156468597,-29.6324297747126,-32.8120181494284,-40.8421438775406,-45.2313969196441,-33.7540367836365,-28.459269581374,-25.9174579308567,-24.2445835852402,-23.3902437571542,-23.3048126631888,-24.1136151463303,-24.7669023936006,-24.8552446431157,-23.6731545841801,-22.3014602675499,-20.4397274360938,-19.0523485239871,-18.638109593774,-17.8772957130192,-18.3066507689639,-18.3399232322125,-18.6974573488634,-19.1144353092015,-19.4945725208712,-19.8946047079075,-20.1895363232324,-20.8563489904612,-21.4860087277468,-22.3081153321959,-23.2646621366836,-24.295996331614,-25.5506691546744,-25.7058834570399,-25.970073050492,-25.1478289725115,-24.4219023515443,-23.372780923326,-22.2336593383745,-21.0173677289283,-20.1755196942117,-19.3918440519054,-18.7228281478516,-18.5163597753281,-18.3944717829899,-18.3188750347227,-18.5478953200096,-18.5674894611784,-18.3663182698873,-18.3820526446229,-18.5166722160884,-18.3679526110368,-18.5982189532023,-19.1177696583144,-19.6855766422891,-20.9856683121878,-22.5549174812995,-24.4255014010209,-26.2514462351575,-28.0373017375565,-29.127370748246,-29.9368350454976,-30.5769089561488,-30.6871513339599,-30.5394972495006,-30.4793940879604,-31.3762979772692,-31.5230333713342,-32.3584067960188,-33.9997029332993,-32.7107661943152,-31.1641103436465
-17.2885075201606,-17.6016440915708,-17.5916464892318,-18.178832502695,-18.7473359698459,-19.5310328736869,-20.5251862272079,-22.0222686066495,-23.2451269983896,-24.4800267765934,-24.6589630088141,-24.9460032321655,-23.9740844531693,-23.2123742952547,-22.1035909504459,-21.313416654722,-20.7754692509531,-20.2393006277174,-20.2208477106065,-20.1723465259988,-20.6250882141255,-21.4066177881715,-22.597570109149,-23.8449634611056,-25.9206486293781,-28.0638682522903,-28.534182507852,-31.3473274614536,-30.6457910949579,-32.1056007629565,-32.7504192031743,-33.8808727314055,-34.4604870083193,-31.3991632707996,-28.1003235922882,-26.4443160825253,-24.6495627554806,-24.4734104414498,-25.0176194013706,-27.1326326879797,-30.7026287300353,-35.1020366774866,-29.6456813187369,-25.1134582133478,-21.9613718693328,-19.8108113402227,-18.6027073176128,-17.726364254917,-17.5877360930485,-17.4830965233649,-17.4801626940256,-17.6385066944296,-18.0576943514135,-18.5578207001509,-18.9219869677052,-19.7609190945159,-20.4234545793422,-21.3974364421665,-22.2650485962577,-23.6404813835013,-25.2069156797658,-25.9590543756692,-26.8566245818577,-25.7715259965956,-24.9182119078343,-23.7978141394977,-22.2086928195495,-20.9296094570605,-19.8748232410877,-18.9405809846334,-18.143745158117,-17.8750991488559,-17.5308752163248,-17.3941442396699,-17.3476713093781,-17.2637088668429,-17.1462929447708,-17.3831130003,-17.6938693732196,-17.9725783863513,-18.5807948637097,-19.6822089647817,-20.8619316744748,-22.7999248631269,-25.2292194111522,-28.5925677914557,-31.3898756165493,-33.0154708084914,-34.4622448607031,-34.9412933628029,-35.636992340383,-36.9265210920639,-35.2961711587058,-32.9876074884311,-32.0245124031654,-30.6835199127111,-29.4922400897508,-29.5298875326015,-29.098931701297,-28.3285208728738
-18.0557485927081,-18.5344565593226,-18.7384294205152,-19.4182581577706,-19.9364518907682,-20.5717176424584,-21.3455157238335,-23.1775153511837,-24.8879927333226,-27.2142720094222,-28.5687893548014,-28.2838864655457,-26.106517015107,-23.8523425118025,-22.1616083418649,-21.0012159820329,-20.1691067544937,-19.8026671719791,-20.117600656888,-20.2652055369533,-21.0621113027258,-22.3765320285203,-23.9335038843124,-25.7006461563691,-28.044110844501,-30.938488456328,-33.9151172180709,-36.628978958306,-35.3162946380875,-34.9665533151973,-32.1578337993559,-30.6852870775035,-29.5954005553921,-28.0563177202628,-26.0632129341326,-25.5188923294986,-24.1025329820641,-24.534246462589,-25.5146717490971,-27.5120718595387,-31.536766175303,-33.869055599709,-29.3394714140652,-25.3462580808757,-22.335540443727,-20.2101196027573,-18.5911895063459,-17.9704806383755,-17.3494564442189,-17.2711322023492,-17.1000746170733,-17.1274777716991,-17.5215898659646,-18.0186898883993,-18.4090581572225,-19.2203636397128,-19.8440958802193,-20.8939134240288,-21.8303678780481,-23.5109765360474,-25.4991129526934,-27.8860152872821,-30.3363996495081,-29.2263913431748,-27.1257346938671,-24.8330082448386,-22.5173597438641,-21.0542676208056,-19.8219070752379,-18.8615203964244,-18.0992486073416,-17.7940170701588,-17.3942676908203,-17.2839659854089,-17.0525270871223,-16.9273254295663,-16.9087822370886,-17.1723709867855,-17.4498195722854,-18.016124199051,-18.801249055043,-20.2339228592726,-21.9807036938615,-24.4387047561246,-27.7789257209572,-32.4793304017308,-38.9212988800485,-40.0614960581603,-40.2185233989877,-39.4257869216429,-40.8690232898255,-56.744237295451,-42.9627334189465,-36.1581569620918,-32.5570525853877,-30.3710709886287,-28.3063706103996,-27.3224516437226,-26.9339187051782,-26.3206700313239
-19.5226697924386,-20.2167215749461,-20.8890789064081,-21.5904075789318,-21.938753883435,-22.1722206174805,-22.4938244552775,-23.9731124895345,-25.7742948914851,-29.3368671438655,-37.3833615109732,-36.6807381521643,-28.5269165702948,-24.1246248608459,-21.9085026782419,-20.5441232725489,-19.5914426260297,-19.5017132333356,-20.0844055104843,-20.6545770324865,-21.953648794218,-23.8935037704353,-26.0187382170589,-28.4666368084483,-30.2057005739606,-32.4741438943063,-37.7576346401047,-41.969921041816,-46.4132778666196,-39.8085479050903,-32.9507521766016,-29.4707397063313,-27.2440829806904,-25.7368854594468,-24.0211080749378,-23.7613526689327,-23.0212606547473,-23.5851316023583,-24.4970127660209,-25.1860338868545,-26.181118945341,-25.9502034865323,-24.7846030867006,-23.6287761293879,-21.733512903446,-20.2191829584789,-18.7595323488085,-18.4356082677686,-17.5411505266561,-17.5337173243896,-17.395933116634,-17.4499807811269,-17.8408460399894,-18.3125341965526,-18.7561068535027,-19.3816076717581,-19.8588218759579,-20.7289031317395,-21.6696634124575,-23.3146409081388,-25.3911371067787,-29.6781609067926,-37.7796694482056,-40.7974173196896,-29.8334131457928,-25.251036311854,-22.5584996115944,-20.9601925735208,-19.8289341738475,-19.0844177263431,-18.625629487667,-18.4096439061405,-18.1597414876618,-18.0953753789242,-17.7030853903127,-17.4649189609511,-17.4346969635651,-17.505197956599,-17.6189787458416,-18.2963587429513,-19.0903139392791,-20.5573280452873,-22.4837027206047,-25.0026812616453,-28.4066994707424,-32.662568097444,-41.3767928650076,-47.4193053081546,-43.4989142337078,-41.1537883333863,-40.2897479262304,-41.332063621058,-39.8299550505225,-36.694486335545,-32.1468774693254,-29.9492997973961,-27.8371673111613,-26.1596666401095,-25.5800267231435,-25.0197718258065
-21.4685829914498,-22.8358170394134,-24.7418944468893,-25.6084037989062,-25.2014725121854,-24.3055442242155,-23.7022135877527,-23.9091757668097,-24.6661862092482,-26.9262032487988,-29.1863509894226,-29.8526506505297,-25.9813899603294,-22.9190138865029,-20.9617205167052,-19.846673319026,-19.0414620515782,-19.1957197937626,-19.8421063220572,-20.8611126105024,-22.6891836114846,-25.4328972168694,-29.045883942466,-33.6560322241455,-34.4314799912373,-33.7103590994381,-34.1753238630778,-36.2305141238639,-35.9592784165317,-35.3252353534905,-31.1063512843324,-27.4145674227159,-25.0587199367199,-23.6361821422684,-22.2029208916182,-21.832216023436,-21.750699090611,-22.1370283024791,-22.8478411645124,-23.1089549268321,-23.3780066499335,-23.3659611262002,-22.8870601679038,-22.5648216188215,-21.3486748772753,-20.3064473273791,-19.2895994363396,-18.9841472879224,-18.1315226238655,-18.1531037098864,-18.2483412278025,-18.5248001662803,-19.032142727836,-19.5392346036845,-20.128569400231,-20.4313533828329,-20.6317598068146,-20.9783906083757,-21.6291107652227,-22.7327370799754,-24.1606537406344,-26.9604093017051,-30.2444547302527,-30.1751717555188,-26.9542874104059,-23.859549238115,-21.8887753824648,-20.5262792536908,-19.8208075683527,-19.5705597750465,-19.7592223130283,-19.9194118272927,-20.1298420925579,-20.1017483884213,-19.4525797950253,-18.8509746396134,-18.5292638158721,-18.1663220474347,-18.050381182972,-18.6307073070678,-19.3739695133119,-20.6864710339505,-22.405794215653,-24.5892214281723,-27.3284040208873,-31.0582840182212,-35.7012748422391,-38.4866687112993,-40.0622711260245,-40.0658562596087,-37.3544008600971,-36.2579961298136,-35.0938271842771,-33.757692978409,-30.8853554109885,-29.008785172197,-27.2583860188401,-25.5397883862631,-24.747185210566,-24.2188373261749
-22.8295847490654,-25.5376523463299,-31.0999829052052,-36.2773950299297,-29.9623315860562,-26.145019789134,-24.2355376037127,-23.0242749084568,-22.7415899820496,-23.5838836336175,-23.5679058548367,-23.5824826003818,-22.2798274391982,-21.0751331014228,-19.8284914062915,-19.1477635592192,-18.6388946314094,-18.8558045548737,-19.3003883108668,-20.4576993063589,-22.2611048083936,-25.1678182749877,-29.6081742258443,-36.7588669662562,-42.429733140551,-33.3237722587413,-30.6100021590066,-30.1121911207396,-28.4008978028875,-27.9708487736999,-25.9476281242293,-24.0405857459981,-22.452686976151,-21.45533096723,-20.555937159812,-20.1156446552092,-20.5212895608528,-20.7775369570567,-21.451216574996,-22.0376356261529,-22.4740656911961,-23.0739118705721,-23.1025562373906,-22.8480306982949,-21.8776433916999,-20.9264684984877,-20.2426758937458,-19.5849170670376,-19.062433292844,-19.0400903281602,-19.5182524727678,-20.2407120138676,-21.1468916463636,-21.9266989771433,-22.8964547262416,-22.6978259708952,-22.3605802848827,-21.7828918732516,-21.7641754733951,-21.997597186331,-22.5047737434215,-23.4126738732804,-24.4215632814369,-23.789735357966,-22.8477000073387,-21.7476571432595,-20.7710919856152,-19.9762438554131,-19.8291782680223,-20.2731799317543,-21.4270423572788,-22.5673974502397,-24.0076845263184,-24.038703443885,-22.5772493828909,-20.9964444318517,-19.9147580461291,-18.9435818966722,-18.6072946072886,-18.9297039280786,-19.6661413608072,-20.8020847343125,-22.3041703260606,-24.1713018785302,-26.4146212599118,-29.7406050075437,-32.5529972505595,-34.6138879083009,-36.1363423583755,-37.4415851955549,-35.4363047706627,-34.0770919031078,-32.8757964951595,-31.4623747543006,-29.818621239747,-28.1234750706125,-26.5733364294921,-25.2979009897383,-24.3664001158053,-23.7752767861053
-22.2469229627718,-24.5383686106255,-27.9439438226442,-31.1380395499313,-28.4469347525456,-25.0425477742846,-23.1158480000511,-21.5428165088981,-20.9761667094658,-21.1536952419525,-20.7990377062983,-20.6060692822601,-20.1900610671222,-19.8481245141664,-19.2076389098153,-18.8099479618087,-18.5510598395222,-18.5936543490217,-18.6775514311413,-19.5820966659473,-20.7271536406475,-22.7032181203105,-25.0103129387287,-27.3628082467433,-28.6934294410466,-27.64718268004,-25.9946443496694,-25.1440633256159,-23.6443376220992,-23.072274394715,-21.7042828121045,-20.8376600735185,-19.924546820902,-19.3826215467248,-19.0994251100657,-18.8013799290823,-19.5016222077282,-19.8568425634431,-20.6799710311286,-21.9224414904541,-23.0404867178493,-24.6113466618822,-25.438155019795,-24.7781139388371,-23.6043932225855,-22.2798855913143,-21.4739347126731,-20.2888528150069,-20.1925508538993,-20.0799974165313,-20.9602367718815,-22.2987558124799,-24.1084079090312,-25.9331987701856,-28.1929199420364,-26.8879501899352,-25.0817619622611,-23.1137064251619,-22.1544309076907,-21.4837809157087,-21.2612199370366,-21.1718692110561,-21.3576559319849,-20.7699358505946,-20.306481942581,-20.0444746797474,-19.7148984648502,-19.5311891694063,-19.8860391135223,-21.0004740169855,-23.0426233663835,-26.0223562461498,-31.8023494120333,-32.7600067715226,-26.7688317987568,-23.2486161081553,-21.0993437300696,-19.6238169250727,-19.1627277226206,-19.1889397462203,-19.9560739128322,-20.9659013180232,-22.482424770922,-24.2529369414505,-26.3805165988808,-29.24901800318,-31.6039871151147,-33.6666927724621,-34.1898967537873,-34.9514454601169,-34.1091947492129,-32.7225102360244,-31.801249542287,-30.4837145503882,-29.6257590553614,-28.1409338629602,-26.5829123602922,-25.581689849565,-24.4755619335012,-23.5727375039795
-20.5329433282524,-21.3136620893576,-22.2983740845876,-22.9166512091627,-22.8576353923347,-21.7344045126487,-20.7909300558657,-19.8261774315437,-19.5359493818198,-19.5464510859737,-19.5177405250717,-19.4487557966649,-19.6573410742699,-19.7567907140125,-19.5408893568695,-19.1623501369669,-18.9407194319296,-18.5775693882523,-18.2685422833441,-18.6811425989327,-19.0844844502065,-20.0597875606012,-20.987293848029,-22.0553568665689,-22.4937305718084,-22.5571926604854,-21.6641384800049,-21.1981372013905,-20.2522797904922,-19.626719575107,-18.7386884658656,-18.368148029071,-17.8887007325148,-17.6692285821822,-17.8913930626844,-17.9489450826373,-18.7984856772143,-19.4877107563079,-20.6022400110081,-22.529613012124,-24.7675443135309,-27.9826168763778,-31.0499071500093,-29.0280175880192,-26.5372939689208,-24.2485072662495,-22.6294214606774,-21.1372475573215,-21.2591501443278,-21.0643661430888,-22.1166636517729,-23.914303434961,-26.7039960021704,-31.1210334164546,-45.1679762011342,-33.6439921443378,-27.5487671087806,-24.4345108846145,-22.7036544168781,-21.399593441898,-20.7311633613637,-20.1126329221548,-19.7960294253582,-19.3452165083921,-18.9922007211423,-18.9737397105812,-18.9754679879809,-19.2603252736076,-19.9606550775905,-21.3654482288453,-23.3777723330064,-26.6818974466499,-31.5533610490151,-33.072388189558,-27.1471674553237,-23.883373964847,-21.5224722141069,-20.0470547522633,-19.5990587797057,-19.4163072630044,-20.1518017587186,-21.0454936107666,-22.7575151703277,-24.6818522612486,-27.1780306280134,-30.1671057074869,-33.298764437099,-35.4161370321597,-34.1423630347636,-33.1672728337427,-32.5898727821657,-31.4611604692435,-31.1499397154596,-30.6166361680376,-30.802675697027,-29.902227263653,-28.2251576143514,-26.6989155431914,-25.0503503555967,-23.4729615157537
