-20.2547370344458,-19.8793558663613,-19.6605401641067,-19.4457169747463,-19.4605022018294,-19.3678224589871,-19.3518676528192,-19.4348482867617,-19.70037133667,-20.1201181459702,-20.8616650863864,-21.9036426454912,-23.1375244487712,-25.0131379546755,-27.8926711591439,-29.8734595815783,-28.9848353361722,-26.4713401358327,-24.1951111054877,-22.3761449995066,-21.391702560644,-20.8642221480005,-20.6116681179847,-21.1769489554519,-22.178252087789,-23.7660023338672,-25.6255717433877,-28.0039672609072,-31.1474668169996,-32.4536242513618,-30.8423367125164,-29.4413328051262,-29.2561719096106,-28.844137746083,-29.0261946539604,-28.2154257038153,-27.6538171224855,-26.6340988738304,-24.9755691737425,-22.9938754740399,-21.2863293056979,-19.7745389246595,-18.5322270899089,-17.5754730266763,-17.0508326077375,-16.6496438550321,-16.8684764807027,-17.2119213287956,-17.8587733446245,-18.986694953413,-20.4973120535387,-22.3540501810253,-24.2144666262162,-25.5207060875966,-26.3954493109044,-25.5455459979526,-25.0756057097428,-24.7294123701558,-24.4977734569477,-24.6768309553995,-24.9536635367294,-25.7049251100159,-26.6106280464242,-27.6394764226851,-29.3302938160485
-19.7554258529164,-19.2112641161713,-18.87514198339,-18.7453332136377,-18.8866000638126,-18.9564772894048,-19.109727072348,-19.4492230055524,-19.9508608125986,-20.7172861258788,-21.5251309129351,-22.8733324906051,-24.3506264376332,-26.8695221074188,-31.7010864049715,-44.0174810630602,-37.0225664955051,-29.552796101277,-25.3174599676886,-23.0133387214467,-21.4944819690986,-20.7964930985763,-20.3574218443368,-20.5699462789489,-21.1681066383427,-22.2146361160812,-23.2580129899395,-24.4761489447249,-26.121772086852,-27.3243223620817,-27.5488223300199,-27.9888014327535,-28.6045331941608,-29.3104404095928,-30.5667343418288,-31.201127627017,-30.4582075979014,-28.4367786531511,-26.0081821938003,-23.7125405237228,-21.7825222137372,-20.3775707599769,-19.1587159763005,-18.2984827675005,-17.9367037509228,-17.6799037481019,-18.0484663775071,-18.4757958868714,-19.2437830375173,-20.7210329830163,-22.6477109080395,-25.6606638590085,-28.8493045189576,-32.1406135682758,-32.6314951939531,-29.0685564267272,-27.2811944099045,-26.2524173887931,-25.6054774420796,-25.517005370797,-25.6919371128248,-26.3169360710584,-27.4170586540037,-28.4590373404039,-30.3150981270468
-19.5758369597999,-19.0715339108101,-18.7959573582865,-18.8735449295178,-19.149518737248,-19.4217402891909,-19.7371387273283,-20.2649953545861,-20.8641345124406,-21.7844511457175,-22.4822745169804,-23.775638635244,-25.1574495624942,-27.1948998298219,-30.0891564764662,-32.7800408940658,-31.9733380780886,-28.5978872329811,-25.2772550435509,-23.3056246178472,-21.6436451095154,-20.8132850754186,-20.3058089597856,-20.11374066276,-20.3035360382237,-20.7990566432583,-21.4677650247036,-22.1855453223337,-23.2341601645371,-24.3187734042352,-25.2450317418674,-26.5766103835342,-27.7180946415971,-29.8524030871908,-32.725753057478,-40.0629197065855,-37.1687449851742,-31.2009444655431,-27.1669256025118,-24.6402529856384,-22.5782539081561,-21.3557328443242,-20.2238149972361,-19.5266758630374,-19.2323145978411,-19.1091963703356,-19.3894087255031,-19.8124001908005,-20.6263941095939,-22.1575125666789,-24.2229755404934,-27.7091639313311,-32.5951378154373,-43.4246968752636,-39.5154589707271,-32.8241968395701,-29.7194668491697,-28.1356155724584,-27.3368896647806,-27.0542124915842,-27.2056286093726,-27.5633879103873,-28.5801137589742,-29.4383115566623,-30.9718776321806
-19.8230689470344,-19.5012705787334,-19.4054302912686,-19.7286367612162,-20.1293234850181,-20.664966809507,-21.2116440315284,-21.9640324749691,-22.5877498230039,-23.4438757877695,-23.8944127881636,-24.7312659009306,-25.6301474150619,-26.4700085583112,-27.2881142543041,-27.8125699685657,-27.453723821032,-26.2321194042659,-24.6627872709222,-23.3357815634178,-21.927624790302,-21.0040773243464,-20.4972431443521,-19.9902240645812,-19.8399553888297,-19.9070289514916,-20.3658007761633,-20.8608219655067,-21.5406678028676,-22.4505871605908,-23.6361048327391,-25.1486671705742,-26.5073462011278,-29.3253482716331,-32.5915462578716,-37.9250466409649,-35.4110379795479,-30.8572823314863,-27.2914473498094,-25.300363296114,-23.6260994017052,-22.7307387647606,-21.8420965034873,-21.4014729890387,-21.0504904636308,-20.980124594306,-20.8836992394832,-21.1544657309008,-21.8536027571956,-22.9772125671786,-24.6094965904262,-26.8438976664588,-30.1274082245722,-32.4764397768681,-33.1415425371934,-32.9196401416375,-31.2929417336348,-30.0612157962352,-29.6367938389167,-29.306379949595,-29.4385531540144,-29.3417921234087,-29.9750616347693,-30.5013867545362,-31.4010361588795
-20.6238760430499,-20.5369412374924,-20.6724428808176,-21.1952409157937,-21.7144519183387,-22.6041499073798,-23.5639217536931,-24.7193006364134,-25.4383751893109,-25.997617363349,-26.0537785725592,-26.0395454715711,-26.2097712002813,-26.0762433237576,-26.0167012258056,-26.1718027679593,-25.9060246393351,-25.2973998897101,-24.5762425214188,-23.6133134453543,-22.5313790080846,-21.5260914566056,-20.9632505701157,-20.2788590358202,-19.8809753088284,-19.6486220773926,-19.9020590752679,-20.2692963175405,-20.6855686216665,-21.3875650019808,-22.5398905805953,-23.8221291921203,-25.159136374161,-27.379244682757,-29.4793929623716,-29.9610244933062,-29.3873090527383,-28.1160648257561,-26.707317861872,-25.80411189064,-25.0467192871875,-24.6205291862844,-24.2078723604496,-24.105177237198,-23.5676462781551,-23.3805644633015,-22.6639982736798,-22.6007189353538,-22.9662115738134,-23.423244277571,-24.3471875140087,-25.5141196025944,-27.5447363517656,-28.880421938586,-30.3028375706684,-31.6629555457217,-32.160971048685,-32.3082979370185,-32.7076387370605,-32.3932904932111,-32.1938454431879,-31.4038428831688,-31.412788551847,-31.6807496018519,-32.0876165126182
-22.144031312902,-22.2319374060012,-22.5185017272546,-23.058839754545,-23.6857842366466,-25.0289039484268,-26.7842991750136,-28.8481489388021,-30.2842192364083,-30.1398299035215,-29.299856654124,-27.8423176480978,-27.1411239843118,-26.4380739046715,-26.0671236091538,-26.2544678364558,-26.1717116092107,-25.9366058368838,-25.5300879577415,-24.6164694776918,-23.6659845140242,-22.5591767008554,-21.767328648274,-20.9991163601848,-20.4439850142937,-20.0172858185605,-20.0211472488727,-20.2700748137128,-20.5093621339166,-21.011307253696,-21.9536731712689,-22.9080242960618,-24.0897252237362,-25.3905563624598,-26.7482012173659,-26.784639220348,-26.754734526232,-26.5027364414046,-26.5615646978639,-26.6864624338688,-27.0783994534196,-27.2460169716053,-27.6423775369088,-27.9170644774527,-27.0714212436611,-26.4508485638802,-24.9844661703212,-24.3653472761128,-24.1551932924582,-23.9261395514157,-24.1757138654059,-24.8356269386741,-26.1877378738462,-27.5269210727659,-29.455991476949,-31.6114851807216,-33.9497772399741,-36.3512834606441,-37.558991513591,-36.2589325738745,-34.6025800676464,-33.1238808329404,-32.5333870255689,-32.9452190785,-33.4493092368824
-24.6873022513965,-24.6962418304572,-24.8061496641211,-24.9556639868248,-25.5652364921727,-27.2298221195819,-30.0858097580641,-33.8441322721842,-41.3681518435649,-37.3388302142098,-33.1484110453498,-29.7348663240653,-28.3007844878595,-27.5041664272034,-27.2288765001062,-27.6317504007814,-27.9031007444053,-28.1259177703167,-27.7886141919236,-26.7215608927945,-25.5557179145036,-24.2738461909355,-23.0170800347197,-22.1369057240133,-21.4710007568506,-20.9316533345105,-20.6670573936127,-20.7865072740619,-20.9522854492848,-21.3125404633572,-21.9843403309818,-22.6722528081207,-23.6221582945853,-24.2264349514163,-25.1749719523778,-25.5617783833375,-25.9382574168204,-26.2797847583366,-27.3049513132994,-28.282485812881,-29.9384729395205,-30.9473346116686,-32.7355863705128,-33.3725124416965,-32.074535627228,-30.3094774371312,-28.1069955946162,-26.5991622664487,-25.5417547254503,-24.672315029091,-24.3443091823245,-24.6631402349697,-25.4916573585805,-26.8335138838416,-29.0075075992442,-31.7588787230107,-36.805489124545,-46.7076221744311,-45.309640687891,-37.4847957920625,-34.5827628244618,-33.4651566294405,-32.8957565816405,-33.9696203859597,-35.4339983722403
-29.0326102080427,-28.1162634161541,-27.3238775807422,-26.4757654410966,-26.700292651142,-27.9349706075189,-30.4696024978112,-32.9459864693499,-37.3163483783495,-36.7178717105098,-33.4170988165741,-30.786376196427,-29.4774382195796,-29.2426849454714,-29.5122445573173,-30.2254364824771,-31.0235971640125,-31.9664544616582,-31.7379914358654,-30.4500070723586,-28.5175531979756,-26.7835042435224,-24.8026181564253,-23.6072020053604,-22.7837432351974,-22.2132708205709,-21.7608526658815,-21.7984438830247,-22.039900204681,-22.3793899713279,-22.8055928488815,-23.2887821709264,-23.9219103811307,-24.0659627691988,-24.6587806380124,-25.5014880396756,-26.2215432348326,-27.0881728372585,-28.7679772685506,-30.4465737442044,-33.5025958482011,-36.2420841088051,-40.7938312384816,-41.932125682237,-39.4435343036911,-34.7296045721297,-31.8903104841965,-29.1242570494605,-27.0197808363809,-25.6016937178223,-24.7928202757927,-24.6844747000852,-24.9931216933544,-26.0266243394237,-27.8841040293882,-29.8776504496325,-33.7355792311679,-36.6115460939595,-36.8867074775357,-33.6245213413438,-32.2284513624088,-32.1484453123328,-32.2269209235357,-33.9216656763358,-36.2801667983716
-38.0599702867911,-32.0499703053427,-29.3157763900933,-27.2431363771366,-26.800803881992,-27.0004755782318,-28.1145577324129,-28.9571633396207,-30.1609357807824,-30.7889008929508,-30.7608803799673,-30.886392681757,-30.8024234756388,-31.9614413886686,-33.3511780477037,-34.2962423656144,-35.4969399042966,-37.290495823128,-38.3823738216353,-37.3664415945877,-33.061577070732,-29.7619942452232,-26.9202527109666,-25.1151315841965,-24.0243315456684,-23.5555204498829,-23.175116795274,-23.3385593830674,-23.9069144408799,-24.4578465318325,-24.7055837861476,-24.9209368339492,-25.0522015352122,-24.8479160806053,-25.0267552257819,-26.1269019428584,-27.0672733046537,-28.3648564466473,-30.2330420981455,-32.402816929951,-36.4145465156024,-42.5315327795185,-48.614809374217,-58.7485674340052,-45.4044009086755,-38.4794600266438,-34.6404875721944,-31.1990696570977,-28.3146797838385,-26.526748845308,-25.2900435377655,-24.6632414346066,-24.4307615240886,-24.9508971709961,-26.1318228832423,-26.8922420408058,-28.5804721962742,-29.8875333154486,-30.7764045418259,-29.9523714910472,-29.6647109097364,-30.1570034694977,-30.7325351324081,-32.3668561129363,-34.1723981479693
-35.9784003606485,-31.9841480699277,-28.8868778638596,-26.8434833198481,-26.0315148306477,-25.4713285159608,-25.7072994986373,-26.0896017483785,-26.7792506163835,-27.5779114594391,-28.580866562964,-30.4851124233649,-32.2394430396068,-35.9458010707748,-40.5436463041469,-41.8716580282574,-40.8917382858576,-41.2629061620444,-45.2531459483538,-47.817690506728,-36.8164075214635,-31.0059006545714,-28.1428015622007,-26.021388196156,-24.7452219896522,-24.5600264435334,-24.6857757198923,-25.4047736998034,-26.8280380406741,-28.2042937686184,-28.3350863696556,-27.809478121903,-26.9233447654285,-26.3265001956398,-26.0443645522898,-26.9653232426389,-27.9804760846198,-29.4776275118758,-31.0844199549288,-33.5646533482001,-37.2165443000857,-41.9122791282542,-45.0066605097266,-50.1200273207374,-44.309376870532,-40.6810162650949,-35.3961330820083,-32.2996341076357,-29.2407411736375,-27.1973577376684,-25.4943520389081,-24.4249743302375,-23.7295940392655,-23.7773832420439,-24.3264854964641,-24.4424866960202,-25.2112877212833,-26.2087490593892,-27.1213802196696,-27.4027662247016,-27.7088755484496,-28.3705787772327,-29.1070770626506,-30.3365194018422,-31.5719275808722
