-36.9414968794299,-32.3074273799498,-29.4370812970698,-27.0448798420514,-25.7519159788258,-24.8276810206591,-24.5169742615925,-24.5674629075791,-25.0650943228954,-25.6679227296163,-27.4258656396346,-29.4916106379437,-32.808813448432,-39.1711834272053,-36.9202964692358,-31.041178608143,-27.3718549254125,-24.8466775215312,-23.4170905919428,-22.8170257082292,-22.5933533104612,-23.0969475209683,-23.8956339224165,-25.0012814863043,-26.5267135160783,-26.8058442642486,-27.2453456230774,-26.8199486447383,-27.1854672805342,-27.311300465932,-28.5917584115396,-30.0849581416648,-32.1488306922945,-33.1915425025105,-31.9373843571698,-30.5349890518906,-28.9075238585415,-28.1115566191584,-27.556020489702,-27.5022094766047,-27.7097064571712,-27.2503171282766,-26.5668674853313,-25.875940852824,-25.1217051941239,-24.3188288271651,-23.7007875169443,-23.3861929274784,-23.5382245653716,-23.8257860966058,-23.9333689631649,-25.0398488538912,-26.186744387531,-27.9736508170448,-29.6630778939785,-31.635847129727,-33.5336765124162,-33.3853732121743,-33.103680377723,-31.9653264492891,-31.1977942727422,-30.3721699288962,-30.2587790336434,-30.6609472395441,-31.93030123408,-34.2416474786579,-36.1360898278441,-35.4396718377876,-32.9269952483915,-29.5321977838172,-28.0705425947565,-27.0506947830996,-26.6579435876125,-26.7016998102555,-26.9763901018095,-26.5620373918316,-25.9699942241745,-24.7253233783426,-23.728198577523,-22.6775404828463,-21.9980708217927,-21.4104296376094
-37.060729503132,-32.2147680161305,-28.8112024644923,-26.6271731889481,-25.7691555641276,-25.0156368622282,-24.9801932127791,-25.2393044250669,-25.6803871149554,-26.2540190034582,-27.5168001073177,-28.4383735166252,-29.6814149588971,-30.6781110420918,-29.8657715415479,-27.6477202834338,-25.5485949812288,-23.5275917570489,-22.3039955994694,-21.5268121793857,-21.2603774706579,-21.2797056707581,-21.7739309822835,-22.4324280357207,-23.3098668802889,-23.830615697334,-24.8015344481318,-25.2491750002858,-25.9061030885641,-26.5293519196046,-27.872438659097,-28.1552863847137,-28.7143303439397,-28.7615203076279,-28.3234057874554,-27.875667852234,-27.576881209367,-27.4316412960606,-27.6182526833422,-28.6526566339366,-30.0706181150842,-31.1367256644233,-29.9525624588315,-27.9726700039174,-25.8893407711513,-24.3546853778473,-22.9283174683444,-22.3725278865583,-22.1473553451111,-22.3636937956393,-22.6441637604342,-23.6696978428518,-24.8840544884357,-26.5069723140998,-28.3506946478428,-30.0156866827838,-31.8204182358381,-31.6933829741844,-32.2311592283388,-31.6653917527139,-31.0619923305787,-30.2912120413577,-30.4130997409155,-31.0060102337474,-32.5852438930519,-36.043896345067,-43.3295826011235,-41.8527303374281,-34.7213885120913,-30.3631531718273,-28.2389614818791,-26.5170554550148,-25.5321888675036,-25.2517850749945,-25.1731012043667,-24.4731051306898,-24.4203490748706,-23.6303767175834,-23.3834224318766,-22.7640645281064,-22.3995049776887,-21.8908343068637
-29.8392717775598,-28.5084843145092,-26.7521415509651,-25.7311455043429,-25.5471707804381,-25.3417272248613,-25.8195958513953,-26.582598759401,-27.1797324105455,-27.916913303823,-28.23392839423,-27.9915990003412,-27.7046219674879,-27.2024656934633,-26.1387035911438,-24.7031144706208,-23.2926228354363,-21.907510663666,-20.8971462833889,-20.1296484628366,-19.9095824769568,-19.7124244944935,-20.0543733591169,-20.5535882692427,-21.2045571132953,-22.1307607241808,-23.3402346654812,-24.5690743341991,-25.5023533536606,-26.6880133165024,-27.927096869281,-27.7247952535408,-27.525283644865,-27.0542141880594,-26.5371134690935,-25.9178433211795,-25.9302587355538,-26.0104715314313,-26.6992049971676,-28.5128764214151,-31.6361461024774,-39.8966818361762,-39.4503390156116,-30.8422078162037,-26.2742088785656,-23.9479970872312,-22.1565578876426,-21.406951653997,-20.9147308261626,-21.079923451879,-21.5998819369609,-22.5214218829314,-23.8192937716556,-25.2652440010711,-27.4159837990408,-29.3888358074275,-31.6578587009622,-32.8299780669581,-33.9655105135234,-33.2892752224373,-31.9409360545377,-30.5035309437751,-30.1218534206417,-30.2514976071059,-30.9789469638174,-32.0460291649325,-33.3179981358777,-32.441072161275,-30.5966333377275,-28.7040194699541,-26.8569074815977,-25.34503520716,-24.4579354339814,-24.2655777892561,-24.2415997642225,-23.8668966009316,-24.2284709527021,-23.9441476981569,-24.0873303478114,-23.6916941785721,-23.3701939652176,-22.8718272985816
-25.8479962109231,-25.3971907887143,-24.8346437599497,-24.7770939274876,-25.0984719826985,-25.6306633333106,-26.8021114534351,-28.5406609566796,-30.0657051057764,-31.759778007451,-30.5958256343023,-28.8834936826199,-27.1352818918313,-25.5517364561286,-24.0720861944645,-22.8029861281373,-21.5143611165315,-20.4978832308407,-19.5985724091416,-18.9132268037972,-18.7263278235017,-18.5316443539769,-18.7855916569196,-19.232904141614,-19.832553849856,-21.0775099842937,-22.3787714950213,-24.2685071022777,-26.0022059855124,-28.1732634062615,-29.779746452046,-29.5060451449709,-28.1699970388862,-26.7358370102045,-25.6158366039993,-24.4983670344016,-24.2139171137108,-24.1613132417678,-24.7956621130593,-26.2534572348633,-28.3005145672551,-30.988671247083,-30.9526876874316,-27.8968205819895,-24.5595386287687,-22.5071680775457,-21.1660452769804,-20.4323933047528,-19.9603006958468,-20.12901269232,-20.7922788694004,-21.5691164485753,-22.8613694855312,-24.2355135470189,-26.5594592822732,-29.0946917411249,-32.4075168123828,-37.8825827262882,-41.1079063245953,-36.9244409703286,-33.1141212558592,-30.3899392426774,-29.183623273492,-28.7007017698942,-28.5603985699366,-28.3479202870357,-28.3935385615461,-27.7610771528459,-27.0926671917189,-26.2741337699606,-25.1381405706607,-24.141021745641,-23.6663667579411,-23.6973940151871,-23.9042588757254,-24.2729767944,-25.1010435759087,-25.6934311064362,-26.1924992114056,-25.9223033259888,-25.218287187284,-24.4680712664821
-23.5727976022859,-23.449370219818,-23.548161633278,-24.0066363904673,-24.5409772954905,-25.6924747630895,-27.4081291004922,-30.1834099094529,-34.1740774635471,-42.7930568330215,-35.8035093192394,-30.6101851083442,-27.3035990524936,-24.7233993937531,-22.8944368106171,-21.6448545196915,-20.3567550053384,-19.5090523993936,-18.6949532652441,-18.1074816154623,-17.8957597871421,-17.8105259706965,-17.9944333424399,-18.4120484751337,-19.0088965467141,-20.3076824277675,-21.607996707087,-23.7133108168393,-26.6496416973824,-30.4166795666172,-35.6829185963732,-35.183795111178,-30.0322370910466,-26.7308212604859,-24.7717835521272,-23.2601937346553,-22.5267178748117,-22.2383271593511,-22.5235451911062,-23.2337910211314,-23.9532659054326,-24.5580789707562,-24.1633544256812,-23.2821551788332,-21.9651826647098,-20.7370842842945,-20.105045354063,-19.5908254111107,-19.3879621111445,-19.6130610612479,-20.2825661983199,-20.9099220354308,-22.0873198078617,-23.466027645703,-25.6073083316555,-28.156517899331,-31.8010989987225,-37.6334898399751,-41.7992644810401,-36.2236663075431,-32.2787755204431,-29.3167110732972,-27.7764755295965,-27.0004844135921,-26.453489856776,-25.8944079746738,-25.6082466036564,-25.1806988847575,-24.8628849457885,-24.3848604026439,-23.8915983312701,-23.419154316097,-23.373791970523,-23.6001714885974,-24.0600047595678,-25.3167914682084,-26.701981041633,-28.8247724039718,-30.4429926523584,-30.48103226534,-28.3949498436663,-26.6525343594828
-22.3744926624181,-22.4343286432328,-22.8735211424692,-23.4984581111985,-24.0677784954753,-25.4743863511851,-27.1857063870926,-29.6492990404716,-33.2353268507991,-37.4380141694191,-35.5640581259039,-30.2551782158995,-26.9818423230692,-24.1313271114471,-22.2374900724486,-20.9889712472837,-19.7714368210839,-19.002112895078,-18.3183426839773,-17.8434471103875,-17.5724472267125,-17.6100710139123,-17.7299688972902,-18.1054307185916,-18.6750620376159,-19.7282091960167,-20.9308269244509,-22.6907897866194,-25.6941835316832,-29.0686130736103,-36.242868024166,-34.4815000089752,-29.3050855611862,-25.5857238667668,-23.44146095194,-21.9444131683279,-20.9632292200964,-20.5124001883826,-20.4637361542598,-20.6231851945522,-20.7719055882987,-20.9292231762359,-20.6053779670571,-20.2846867057812,-19.93988103464,-19.4061249584916,-19.3110485397271,-19.127513379095,-19.2987293410516,-19.6240772012452,-20.2126736029536,-20.7311980783276,-21.700542436293,-23.0048855332746,-24.6291430128362,-26.5081856151369,-29.0571900090712,-30.4797780433508,-31.7928055162442,-31.0409501089774,-29.4619734604193,-27.6686866344223,-26.4074456867982,-25.6109446530008,-24.9696562021831,-24.415464937229,-24.0156470710457,-23.7750852948238,-23.5739767663481,-23.2924635668813,-23.3186564913089,-23.3775546072494,-23.7017749111812,-24.0833430883372,-24.7335407305782,-26.5312843924353,-28.3125947404928,-31.9376782551303,-38.2065010459445,-42.4310571358838,-32.8410038695748,-28.6168121102018
-21.9723930676502,-22.1645442692014,-22.7377609721838,-23.33297563462,-23.922515775443,-25.2129442358057,-26.5120649725266,-27.9067128381731,-29.4008836944756,-30.3335280156432,-29.6813013093224,-27.6472227392551,-25.6819084467996,-23.5537105498827,-21.9333463771782,-20.7265030828844,-19.7019273810199,-19.0019449996481,-18.5143340436983,-18.184106353972,-17.8786234587225,-17.9996917891419,-18.0705627450823,-18.3773327677388,-18.8628045506693,-19.4826648618822,-20.4612276730677,-21.6220279556837,-23.4488130083616,-25.2157158148655,-27.3278169159782,-26.7572684785789,-25.3966317826449,-23.3524242325689,-21.7640254804774,-20.5774275182938,-19.6396889700945,-19.1445292385749,-18.8847193064967,-18.7347587400169,-18.6893694310442,-18.7461672225416,-18.6196481949142,-18.586747137046,-18.7525893771819,-18.7741257248466,-19.0462041667956,-19.258519519686,-19.8102359569418,-20.2790042853089,-20.7783615437013,-21.2398282306643,-21.9051305254513,-22.9171436867186,-23.8658794987795,-24.9777866255745,-26.4515859255534,-26.9114965682457,-27.7387853701386,-27.7583342431897,-27.0919492999493,-26.3538906164454,-25.5526984432472,-24.8139190185079,-24.2013678653793,-23.7420668150584,-23.2823694704582,-23.1759972411198,-23.0191332258057,-22.9672498243823,-23.4123790548283,-24.0218500214647,-24.6828065952552,-25.2670810702474,-26.0722839045218,-27.6442506132308,-29.1741302944258,-31.8275410314633,-35.4382385471149,-35.7358774175475,-32.3531472012576,-28.3931495487575
-22.2149772148171,-22.5311819051273,-23.123829201257,-23.6498425800177,-24.331291384931,-25.2925530026726,-26.1502780809172,-26.8064056645812,-27.3761506959539,-27.6689917299324,-26.7832339461027,-25.7283897418806,-24.4235926022675,-23.1584526019064,-21.9589321457812,-20.8584461802424,-20.1147246036005,-19.5305508237221,-19.2903779079049,-19.1617453188106,-18.9242997939575,-19.0768880312063,-19.1325939351808,-19.3312725350517,-19.657804695554,-19.7849432280785,-20.3953612684071,-20.9669939465813,-21.6077667040155,-22.4846041548524,-23.0686075931498,-22.8261757434552,-22.2838137612123,-21.2893181887768,-20.2714420913178,-19.4159072256376,-18.6871062966467,-18.2364680314151,-17.8876038374465,-17.6114808601257,-17.5289546166318,-17.5678791051796,-17.666967271607,-17.8511078009561,-18.3209447690375,-18.8392010573671,-19.4305495691043,-20.1277235103803,-21.0870556417659,-21.7734467391848,-22.2432799095214,-22.6499133170363,-22.8570257812633,-23.2872676689591,-23.5349148582569,-24.0589654470165,-24.812142978036,-25.3027290313944,-25.8790451856597,-26.1722555794058,-25.9475774237717,-25.9147563265898,-25.5226002762211,-24.8132966298544,-24.219083329142,-23.7969249245227,-23.2540288444625,-23.1725242306448,-23.0500009454573,-23.2849709529605,-24.0812401413967,-25.2318219666331,-26.2892639223777,-27.2956105615369,-28.4062199134703,-29.0896549094984,-29.7537072843262,-30.6555800708559,-30.618899039437,-29.5544403158323,-28.2747525360184,-26.4563042392392
-23.0037924728561,-23.4863342566066,-24.0841495831561,-24.6306345013667,-25.4760717808965,-26.0563539843646,-26.5924092369785,-26.8722665167429,-27.0328579267964,-27.0037226160846,-25.9314677409532,-25.1630822680962,-24.0145249253876,-23.2441770176524,-22.3824760982032,-21.4402087756126,-20.9867520238298,-20.5964429253998,-20.6336557005841,-20.8013233315148,-20.8402207047308,-21.0067877154863,-21.1039183283449,-21.1231035205955,-21.1672979569561,-20.7983903727739,-20.8910104074777,-20.9384670851904,-20.7394961416073,-21.0857341839181,-20.9530322446171,-20.8590663983357,-20.5000512725872,-19.9775192322395,-19.3235875396788,-18.7214597396504,-18.2317783359408,-17.8730765142045,-17.5305391056356,-17.2581965518268,-17.1929782558201,-17.2179415862255,-17.4975289762809,-17.8539483808697,-18.4954454721128,-19.4684681796486,-20.4334052969003,-21.7772600322639,-23.3834304579201,-24.5134417580523,-25.0695378973774,-25.2230460667351,-24.6367765037721,-24.1526837787579,-23.7314195768371,-23.8310311298867,-24.1115146669833,-24.9010854224447,-25.3751419619197,-25.9038372431975,-26.1435925251205,-26.6391980390122,-26.5717958215159,-25.8172083901575,-25.1174424230966,-24.5453195119818,-23.829184844273,-23.6012760510109,-23.5019500153006,-24.0051846575109,-25.1029515518861,-26.6878743882539,-28.385974550103,-30.3612237830853,-32.5290203740457,-31.8972787293619,-31.1090670551038,-30.3404853264161,-28.5975136762783,-27.110671460628,-25.7420267071055,-24.7034138854048
-24.2657857818672,-25.0183014587092,-25.7218340947611,-26.4893773621239,-27.5380961099187,-27.8182516579978,-28.1337240426685,-28.221903317625,-28.1090855091078,-27.7513226855254,-26.671055428709,-25.9365057746945,-24.7423706532767,-24.0485406692915,-23.3045142519931,-22.5192148152534,-22.270538528224,-22.1523130982654,-22.4947860831996,-23.1135409584119,-23.8220004549183,-24.1268163625428,-24.354361733367,-24.0102778668342,-23.4783942658729,-22.5904413722237,-22.0180240035401,-21.5876303898707,-20.8855488356945,-20.8133669549354,-20.2776425499097,-20.2164098474152,-19.8531189593576,-19.5131457880445,-19.0638043391594,-18.6591263710733,-18.383725749543,-18.1428109969334,-17.8827344846401,-17.7015270680624,-17.6522112055479,-17.6334044289547,-17.9758438817064,-18.4233774033885,-19.1000823403086,-20.3942142182537,-21.7697572422445,-23.9215056634167,-26.9748625533323,-29.5734716652353,-30.4972279021225,-29.164141171496,-27.029928347302,-25.3531302058586,-24.4086336795678,-24.212524382429,-24.2234235891093,-25.2769651347117,-25.8477772323579,-26.7432998159793,-27.7562601891107,-28.8516294486851,-29.1125388685554,-28.1538364987762,-27.0215350489302,-25.9313333785667,-24.879691574682,-24.2915735600737,-24.1606340558245,-24.7502852515691,-25.9967199025377,-27.7244933324127,-30.3489904014061,-34.0855932833685,-41.2564547762836,-37.5121790313533,-33.4261209678986,-30.3559821757199,-27.8269726435759,-26.1862948499227,-24.5870985369196,-23.6949048502306
