-31.347351822442,-31.0879452135541,-30.3762300270945,-29.92273354413,-28.9297139416463,-28.0771726836136,-26.620705858366,-24.9855589907703,-23.251800373855,-21.6957726022121,-20.3540451127309,-18.9482892192488,-18.117226015232,-17.1897791601955,-16.6115060147101,-16.2442388351311,-16.0498717129743,-16.1063964337814,-16.4802645914757,-16.8830232467329,-17.58469577262,-18.5055075178948,-19.6824244025621,-20.852334134904,-22.2907257975648,-23.459318336432,-24.4548408375536,-25.182714830591,-25.3076993834875,-25.4779384119915,-25.3387325130922,-25.5101385044578,-25.5224354810217,-26.2835402445861,-27.4199813977448,-29.1499651829458,-31.9255995933008,-37.1602225191902,-37.9330756349772,-32.9369021973202,-29.0898284754335,-26.3825549078247,-24.7482368882597,-23.4854207054756,-23.0939153542697,-22.8354956110595,-23.1799569685963,-23.6044613989745,-24.1739936412907,-25.3517334456413,-26.4699758646511,-27.5959858340657,-28.6704509268472,-29.9055685564136,-31.6410988378631,-33.2153387608979,-34.3500149158258,-35.5358806080826,-34.692382927565,-33.2037729054637,-32.1487629316858
-31.7867635530239,-31.4576794261137,-30.8202802662281,-30.9762730517696,-30.1842495716754,-29.6472808220605,-28.0676033472183,-26.069957417274,-24.1423027311502,-22.2619559554242,-20.7200292536883,-19.3910758033675,-18.4684146110152,-17.5605705385999,-17.042925398556,-16.7285710666689,-16.5296833035564,-16.6357547255287,-17.1205842813733,-17.5598217713174,-18.3053385711237,-19.3966261599347,-20.7197864864865,-22.3161403279924,-24.0377068341427,-25.9467565639031,-27.1114161581231,-27.8898788171953,-27.325277992429,-26.6247651112358,-25.9364300339359,-25.4921112079761,-25.3564803545318,-25.7489681517846,-26.4067833386949,-27.6570285029836,-28.9874348803231,-30.4895632213276,-30.096241070212,-28.6999353641505,-27.0098588832066,-25.4625511053102,-24.3321752736006,-23.5565831936612,-23.3732848540118,-23.2811107175248,-23.7328439609366,-24.4196395905888,-25.1263141368199,-26.5643807758952,-27.7555684213247,-28.750366913761,-29.9754088510752,-30.4258294536562,-31.1789978811365,-31.7534392973033,-31.8350242367085,-32.0173210461605,-31.2740413436748,-30.6787188162423,-30.2163092574774
-32.0864019938063,-32.0242061022158,-32.1627440438714,-33.4749265468114,-33.7487397695225,-33.4065581219529,-30.7342142415427,-27.9084202916312,-25.4188880537166,-23.2909503577932,-21.5554000499288,-20.3241054291061,-19.2363527788951,-18.4304305158125,-17.9574366423234,-17.7143038320894,-17.5765856559842,-17.7469143339437,-18.2484939491096,-18.7809488508053,-19.5523037592733,-20.736343188218,-22.1007893512044,-24.1286906744819,-26.4312126877736,-29.864173089716,-32.4974865249415,-33.3833045706054,-30.8363259089116,-28.5600897664449,-27.1966735534474,-26.0595429546148,-25.7397719380385,-25.5496000612269,-25.5747483912048,-26.1407330717543,-26.54836829654,-26.9652532173187,-26.7868085475386,-26.0005847837466,-25.1471407236314,-24.4924929856887,-23.9375528593956,-23.7732438317292,-23.8192595748555,-24.0746412279986,-24.6775520040316,-25.6915856792473,-26.7336197888338,-28.4880958832319,-30.0768045391026,-31.2426538697425,-32.6994141889175,-32.2577092380824,-31.7601493291447,-31.3163333663389,-30.7652817650436,-30.2418229762857,-29.4589770728832,-28.9853866155155,-28.6293015187518
-31.9250618053824,-32.5593788355482,-34.3172151665775,-38.0128535613488,-43.0264701860395,-40.5838558893464,-33.5751693856194,-29.9682815114935,-26.8510352755516,-24.7227733300533,-22.8542159133692,-21.6467514926425,-20.3777155203287,-19.7441390597737,-19.310104163666,-19.1768722320577,-19.2155606630016,-19.4800434320178,-19.9037116918414,-20.5577258433993,-21.3058924506331,-22.4081054208774,-23.6330618919354,-25.6694832282789,-28.4722194089776,-33.0722415028469,-42.3906848156247,-43.168714138231,-34.5139888704783,-30.4456066269781,-28.5803825371529,-27.0623736280538,-26.5485032894095,-25.814568481253,-25.3516565005664,-25.3376493612766,-25.2642472164777,-25.1984202008433,-25.1814650229207,-24.6580369101152,-24.1835734535304,-24.029468905259,-23.937559988983,-24.2921925800989,-24.5705971279232,-25.2706492184217,-26.0678528960139,-27.314042995052,-28.8107555559606,-30.7905968901836,-33.2979558648077,-35.7975018238626,-38.0945355486954,-36.3680841066257,-33.627208284554,-31.8395586543421,-30.5618393675143,-29.405476986014,-28.58829460717,-28.0104617821131,-27.5961160827394
-31.1573515519385,-32.5561083005777,-35.8506069750411,-41.7119320215888,-43.8630094550653,-40.279174295929,-34.5057120969072,-31.8053313071189,-28.676453248601,-26.5745666304987,-24.5278324518424,-23.1566545652351,-21.7777361410489,-21.3507260972527,-21.0204314925213,-21.0981051987482,-21.5045099652551,-21.9573069936348,-22.2854654135245,-23.005325292683,-23.5886007908827,-24.3132692476606,-25.1603204940839,-26.540173358736,-28.6869720217044,-31.3245421354258,-34.0843581754473,-35.1782431206333,-33.9740471823781,-31.1712259682212,-29.5567432760963,-28.3788972330394,-27.6795377692657,-26.6817541331919,-25.9524381208659,-25.4468296940841,-25.0560716682966,-24.6314555897777,-24.5849859920427,-24.2686784154569,-24.0555972263962,-24.185716649477,-24.4629210253016,-25.1992087058837,-25.7687429619841,-26.9510054944435,-28.0204624020762,-29.3096491979769,-31.1487901487049,-32.8370983081677,-35.8215191809747,-41.1873940427451,-52.3776291328967,-44.1208996206956,-36.1481176977827,-32.7318451322666,-30.6539880098342,-29.0701057784433,-28.298501178186,-27.6205773840188,-27.162129657959
-29.5350782683494,-31.1189991643289,-33.6732943782243,-36.3218299447439,-35.9270478210477,-36.494660074619,-35.5781541733097,-34.4757109874309,-31.6044404847304,-28.710610684202,-26.1546234626137,-24.4876584166997,-23.194539657007,-22.9748375599898,-22.9313300103407,-23.4381160866143,-24.5410393944719,-25.5014645077569,-25.9110525400475,-26.4362009562907,-26.4720312614448,-26.3860634271618,-26.6363785768886,-27.1190011009664,-28.006270375198,-29.3660339003337,-30.1788889253567,-31.4112878056258,-32.1520677445891,-31.2189373910237,-30.3105319634106,-29.9654242182333,-29.1307964170619,-28.2639659817841,-27.4668625826758,-26.5206691602335,-25.8414154888971,-25.0614449580628,-24.7447586273045,-24.5813558691634,-24.5785793725899,-24.8686656113565,-25.4657559475925,-26.4738476882789,-27.4852422337138,-29.2214716249778,-30.7466818259775,-32.0178745286622,-33.8208828267655,-34.3570898805573,-35.7271023358858,-37.873435316698,-40.3806507962743,-38.9642322096915,-35.847538725577,-32.7303383366203,-30.5656332936177,-28.9893059948641,-28.379065905868,-27.7409077957443,-27.3461576161378
-27.2767493230917,-28.5181924552652,-30.0261924961696,-31.7597216863526,-32.945009989586,-35.5659116678763,-40.9757307125657,-41.5712878754969,-35.0779567514452,-29.9421535805857,-26.8197589960578,-25.1974822633665,-24.2847017284063,-24.253380477291,-24.6999671920477,-25.9293513767307,-28.2652623551812,-30.9451170703283,-32.3538120332668,-31.499995336561,-29.91007699526,-28.4757849870833,-28.0524958660185,-27.8928123491124,-27.8797626295289,-28.9253134394241,-29.2950896753115,-30.5833375347028,-31.6304188754307,-31.7747978594756,-31.5141278168402,-31.9047327924828,-31.0997720677335,-30.6808000622907,-29.9654320857437,-28.633264491616,-27.5909390233224,-26.4115270739789,-25.5644512416321,-25.4139639279643,-25.5274457177126,-25.871871986865,-26.7398822754561,-27.9374616642609,-29.5649599675937,-32.106607853275,-34.5736853440203,-36.4157335461642,-37.4574778326302,-35.9358345600688,-35.0827400470702,-34.7371428492009,-35.2220477190108,-33.9203728916882,-33.081609738474,-31.552992410859,-30.2662555995754,-29.130905540074,-28.7594478236876,-28.3605691956849,-28.1848460948122
-25.0801663076109,-25.9408005938978,-27.0353830883778,-28.5187165498795,-30.3943665506262,-33.2451390393814,-38.7145918630466,-38.0999465552554,-32.3156863116553,-28.6561926570138,-26.149867879119,-25.1220300391567,-24.7866696990368,-24.8808549239645,-25.7648368514621,-27.6040269264519,-31.0597890775998,-37.9144677076348,-53.488179356318,-37.1359549581773,-32.6775278145278,-30.085416064713,-29.2589529021386,-28.9368172690274,-28.6685513740232,-29.7773133260594,-30.3506216212007,-31.6422964353295,-32.4838507707659,-33.3767941876843,-33.6376101017496,-34.3492678455259,-33.9811659276992,-34.2104492078854,-33.6671902928984,-31.9601821275729,-30.2458656532543,-28.5752060821072,-26.9870848925207,-26.5961644974502,-26.6471607360787,-26.9312343475833,-27.9371249935655,-29.2049466819795,-31.297685173466,-34.8418609946512,-39.0851920399214,-46.6637615519507,-42.3333951517503,-37.7120723762701,-35.0073636698451,-33.4271722261456,-32.9454886166557,-31.6541659853671,-31.0383763523562,-30.3601018366674,-30.0610772337559,-29.5948342122489,-29.4878459210133,-29.5330518934387,-29.7722984406973
-23.4268272471403,-23.9934811681747,-24.8703166119026,-26.0221394781221,-27.4792781601065,-28.9950486853943,-30.1183978823252,-29.8332417926991,-27.8296906065375,-26.2768605391029,-24.9401565562706,-24.5142201646843,-24.6756664713475,-24.8341870346478,-25.8680465014793,-27.5309545238812,-30.1710810290484,-33.3435121314604,-34.1003421090223,-34.200188637008,-32.3890509547438,-30.6521064452549,-30.0128393727445,-30.0364314208773,-30.2543610043342,-31.5572850889403,-33.0574469724772,-34.4872793331027,-34.9257921477173,-36.343411190583,-36.8571820750284,-37.2650013443389,-38.1642599156393,-39.9514211166985,-39.5529375341842,-36.6422380727388,-33.2757363846344,-31.0296039365959,-28.8583558000451,-27.9255757442907,-27.7059537970645,-27.8492511715467,-28.7543587618203,-29.8883119748056,-31.7569584362148,-35.0749674149931,-38.78722089933,-45.3710206738812,-41.509343493176,-37.9799941237593,-34.893202162369,-32.9287425988221,-31.9172274669597,-30.8594981979366,-30.1328085685232,-29.8104621937048,-30.1429487809172,-30.4074462416607,-30.6323103325622,-31.3649644857064,-32.3418167914624
-22.4970225388754,-22.8266261520481,-23.4533716432432,-24.1634157844038,-24.9788171737422,-25.6082569650311,-25.7614949695176,-25.648426685564,-24.9283107651221,-24.2952902745642,-23.85746030289,-23.752523852457,-24.153472111485,-24.4523252156019,-25.4929141977915,-26.6371208788029,-28.2080181759957,-29.4818790803247,-29.9634270383932,-31.0022914554467,-30.8601441288854,-30.5473054323546,-30.3680865572134,-30.9409340600152,-32.1931809355698,-33.541048652156,-36.6434063020035,-39.3867574090091,-40.4584466919856,-41.5373007461666,-40.99921028619,-39.8250572958095,-42.1153747095408,-53.8974250017339,-49.1023256050834,-39.774236466146,-34.7470376561987,-32.3496221310025,-30.6835585388291,-29.1615351489207,-28.6026650606308,-28.6286782027596,-29.2341926692644,-30.075973228921,-31.3561300341728,-33.3329254900776,-35.3226078368973,-37.3280075293046,-37.3963200208181,-36.3239708335597,-34.3972481369326,-32.8201538937569,-31.6988432528679,-31.0289019514876,-30.1995114323648,-29.9591710613103,-30.4452512314698,-31.3009157371297,-32.0402573275971,-33.8551425366254,-36.3863576811775
