-51.4319952300152,-51.5438672690307,-51.8922745887359,-52.3168970361938,-53.0942009652069,-54.0635740963498,-55.5016678736005,-56.8541306752922,-57.7831578640375,-57.4778979710155,-56.709379133049,-54.539635183432,-53.0645143630602,-51.6718622397513,-50.8583119883007,-50.0198555669526,-48.9368098594814,-48.2500287597256,-47.7522525680411,-47.3908272063958,-46.8308429156241,-46.5993858612767,-46.0550599284896,-46.0018588417176,-45.6127287134193,-45.6942323598496,-45.558990161116,-45.819322306038,-46.1545342465498,-46.6247555067798,-47.2609381414241,-48.3717065286794,-49.6752310071279,-51.5669090033173,-54.1616251290331,-53.293044832663,-52.1878558071812,-50.7009551374587,-50.0603740858652,-49.8351759869147,-49.7270086956072,-48.5604535648607,-47.7730950080495,-48.677342881245,-48.3547636675974,-47.4249214692009,-47.6229766084569,-48.2701244570975,-47.8963869693721,-48.31293215749,-49.4755552536533,-51.3977863433183,-55.5444506710689,-68.3969294142109,-59.6532860681555,-56.6620097051294,-54.1984429195549,-49.9521479262795,-47.1897778206758,-46.4831862334171,-47.3025119014456,-48.044527995334,-48.7777274348132,-51.3587490876259,-54.8968403313952,-56.8856470614155,-64.0387834291734,-59.2267844748753,-54.389765503708,-52.4858634434394,-50.7426867449037,-49.3898875161969,-48.6120106313794,-47.9906860606193,-47.2120729477471,-46.7467285150555,-46.4608314009869,-46.4512856315156,-46.1835760731202,-46.6853872820583,-46.7811790850615,-46.9434455479707,-46.9847325287014,-47.1866695501999,-47.4028948931975,-47.5058008731938,-47.2954798852451,-47.4807469570066,-47.7448073195264,-47.7534589476678,-47.8505417018598,-47.9583487677026,-48.2763186416245,-49.0136771590313,-49.5075825751375,-50.9798443131485,-53.4278840051228,-57.1756590765204,-62.1228596020823,-58.55439885921,-53.8215123568625,-50.7693411441577
-53.5521170477619,-53.2220979294916,-53.0277731717305,-53.2242591733682,-53.8156722659573,-54.4476326822191,-55.0080525366753,-55.4319000739585,-55.9548678602163,-54.8381908164202,-54.4443923111452,-53.657137915059,-52.7941111936027,-51.9319682148412,-51.6609893449121,-50.8145050406927,-50.2172450858141,-49.7712153232517,-49.3669991773827,-48.7993223678914,-48.1334700491228,-47.7782158559481,-47.0693139388137,-46.8396943284354,-46.4282903877056,-46.572169041325,-46.3549472587237,-46.7359442022163,-47.182267387323,-47.6782499642519,-48.7700181213895,-50.4489780625207,-52.7502850561192,-55.2949528363747,-56.3704920594756,-55.0568946845734,-54.6487097089179,-53.4464524597591,-52.8344359188764,-52.5089657078156,-51.6194514038064,-49.655059730455,-49.2331794169824,-50.6394325753171,-50.2234386585997,-49.623471571941,-49.4649298223657,-48.9804694297926,-48.0167534986356,-48.0855067124672,-48.5531126027725,-49.6904733479152,-52.4139151093579,-57.0406486987072,-53.4494462790749,-50.0489180687611,-49.6248417337087,-49.4858199072166,-47.5064975348548,-46.1971306177253,-46.7801426115187,-48.0300575780561,-48.7575787717341,-50.565572712111,-53.4339749177199,-54.5749392758008,-59.0604893594239,-61.277776716945,-56.5407822652264,-54.138481016736,-52.2074418419524,-49.9565539348322,-48.571824039457,-47.5436840708787,-46.9722860525927,-46.4850363483965,-46.2363466876034,-46.1985826999153,-46.0967365730753,-46.5800924858547,-46.6999809390138,-46.8878291093415,-47.1486493873422,-47.3838125225838,-47.4376618893285,-47.3947622576846,-46.8924570670043,-46.859952141284,-46.5971698079559,-46.4445891451736,-46.5405245155628,-46.7083942266751,-47.3244976123751,-48.220767674031,-49.3201110168874,-51.5020316447873,-54.4105368615237,-59.0620714949615,-64.3596484839981,-59.7131210724782,-54.5610524591678,-51.870107102476
-56.21084357368,-55.4254536855788,-54.667770229307,-54.6567466323771,-54.9067983942685,-55.1593711529382,-55.1248935563637,-55.0512886767622,-55.5528038608727,-54.1967618567702,-53.7882601195439,-53.7311309513273,-53.2405706203192,-52.8161934109353,-52.7987847491227,-52.0816742227919,-52.2473727207817,-52.2070275128361,-52.0279670228342,-51.2207403101922,-50.5082624360974,-49.8720076290138,-48.9796632026001,-48.3373010555523,-47.9764565682694,-48.0407612176707,-47.9086432129792,-48.3787044006732,-48.9806760025056,-49.4999990144814,-50.9921211097731,-52.8857003974274,-55.3000943294439,-56.5378464080815,-56.5035928463926,-58.8108663739151,-60.2817021939658,-57.4588497448981,-55.9239376441387,-55.9426486878524,-53.875840955405,-51.3249262355853,-51.5127761875231,-52.3347593974481,-51.9565105460824,-52.7121275172699,-52.1799352177803,-50.5751392514869,-49.4584135843974,-49.0456949199044,-48.6745264759265,-48.7616496131742,-49.5244416887845,-50.9213337473621,-50.0499256405829,-46.8642480211791,-45.8849788663081,-46.7793803295768,-46.9859867506941,-45.9681544852536,-46.188531245822,-47.666344803148,-48.4584431165418,-49.4473375312596,-51.9806632852066,-53.6573568694812,-58.2294166032151,-66.1402420955879,-64.1767620920914,-58.5499220360416,-54.7758581705697,-51.0547661171364,-48.7719850322989,-47.2075150978078,-46.7039008160564,-46.2729779730473,-46.1899830639504,-46.2745396691979,-46.6405436859597,-47.1542685557643,-47.5781454804936,-48.0049997128436,-48.6140117441049,-48.8438842359659,-48.6178938786384,-48.2672853094121,-47.5302364218101,-47.1387943809374,-46.3935133277884,-46.0727221996694,-46.0539971050295,-46.1672572339464,-46.7653108386745,-47.4981078614163,-48.8554064014082,-50.7258110774568,-52.4342129249236,-54.0225891512941,-55.18099110864,-54.6398798369682,-53.0798358614581,-52.3163621029114
-58.8451791214811,-57.8804711975758,-56.8992247466546,-56.7516126077008,-56.6273402770537,-56.4497958115163,-56.1634839412955,-55.8341997655316,-56.1871787637526,-55.0361070759868,-54.5226446278678,-54.7717555477704,-54.4733894774726,-54.3896450747137,-54.3967950553618,-54.0983754911279,-55.2180053904547,-55.8615914275737,-56.1306765641473,-55.1304641145187,-54.1468177227465,-52.855559396099,-51.6131372970201,-50.3269242702924,-50.0645229389918,-49.9214479696354,-50.170179599675,-50.8000813103713,-51.714311491983,-52.3287345103799,-53.9329732801555,-55.0435715737814,-55.8555870919744,-55.9408244455558,-57.3781045543596,-68.9071860085936,-63.6146872360539,-57.5770415132481,-57.1017134921763,-58.8326361945029,-55.864368585765,-53.6994374678222,-54.4760514853633,-53.2482797521805,-53.0600314722057,-55.5571490018554,-55.7031923269855,-53.837380487685,-52.6907191867551,-51.3564215865873,-49.9734701438252,-48.8978769045429,-47.8516799785934,-47.3705001836885,-47.3519088422169,-45.4202983205149,-43.9583690494675,-44.340614135283,-45.6457040779723,-45.6276378656957,-45.5936118787928,-47.0390864908572,-48.0032915999916,-48.4851699999476,-51.2524092886642,-54.2753014695075,-60.7902400748192,-65.6074971371037,-61.3417135020865,-58.4929020407559,-54.9258497986844,-51.6787086419881,-49.2274846341218,-47.3867706013591,-46.798836474342,-46.4260167492373,-46.4764424202501,-46.7207973280949,-47.6461762293396,-48.2615743084944,-49.2857048195942,-50.334077459726,-51.6560587045508,-52.0487797952364,-51.4363889002847,-50.4458417520662,-49.3224071526269,-48.2298071121929,-47.03181201225,-46.4521063589716,-46.1628738348123,-46.1092013143478,-46.4585275358282,-46.8985235322825,-48.1675732738758,-49.3493322572827,-50.3040346944824,-51.1093133160227,-52.0834737317733,-52.2495015773655,-52.1000949598423,-52.8527399808991
-60.879367910397,-60.348811534931,-59.9678069447984,-59.8711155666309,-59.3415922080161,-58.6735970313235,-58.2252389127301,-57.8076092192616,-57.7313619093682,-57.2877002845859,-56.6686845876294,-56.7760558758097,-56.4731051715655,-56.5944914174749,-56.4976812489597,-57.1016461228675,-59.1706405759372,-61.1085821408938,-62.8812483070126,-61.9936270612344,-59.0994014889423,-56.3554076629011,-54.4989517121532,-52.595174369907,-52.3432931357516,-51.9271771448377,-52.840939071587,-53.8435380959318,-55.4204059890407,-56.5472776947342,-57.925019047659,-57.2607106204053,-56.3752422300111,-56.318414487416,-59.8198411791089,-64.6327167007825,-56.9763997915064,-55.4419276636402,-58.0265877337403,-60.9158052006507,-57.3619693671183,-57.054822132697,-57.6227421813332,-53.8754867910531,-53.8697080292278,-56.0740131251164,-59.2636912142059,-61.1040097401259,-57.0236102320786,-53.8737741201696,-51.5659714788153,-49.6762149355221,-47.2262937902152,-45.3542237456398,-45.0599658827965,-44.7041380387263,-43.3046017462688,-42.9107525282017,-44.1850640739909,-45.0766693790245,-45.074729878846,-46.3842141023282,-47.6685816183617,-47.9947709896323,-50.9036962311355,-54.5388846505606,-62.9252626940591,-61.8551904973656,-55.2070529138901,-53.6443511238239,-52.3187697068704,-51.1338044211269,-49.7833045335897,-48.2324184783734,-47.4999522809392,-47.157041947046,-47.2557287739698,-47.6199558940676,-48.9461711043512,-49.7600753446086,-51.5564725697762,-53.763753235591,-56.7584868101524,-58.5133288900365,-57.1186858444682,-54.3067004187952,-52.1465415212391,-49.868481903502,-48.3170603225802,-47.3851422396711,-46.6941879701715,-46.3917562824595,-46.3775819015915,-46.5495573290188,-47.5072029372149,-48.2480253600152,-49.0873981095917,-49.9522183619052,-51.0701344251027,-51.711534083168,-52.436156244697,-54.0028285750048
-62.2761483755177,-62.8566405604489,-64.4041320524386,-64.901075298614,-63.6397946777311,-62.3224968554245,-61.2791404503153,-60.9147776445257,-60.1996528902735,-61.2423299890332,-60.5865536137674,-59.9189532348901,-59.2706802154062,-59.2282624538333,-58.9298769282782,-60.9347339981176,-63.0878566606856,-66.1614173661325,-79.0382072983712,-75.9987397833651,-63.2556369011569,-59.087596416915,-56.9082363440566,-54.9334528803028,-54.3116139034433,-53.664764666307,-55.0597029959671,-56.4614478239094,-58.5401821283259,-61.587796980265,-65.0259114812507,-61.6011838776445,-57.902299490314,-57.3907864849594,-62.2739885196311,-57.6621752254733,-54.1021798471719,-55.8078325293684,-62.3098714728285,-63.3355351635819,-59.2592982227687,-61.7240052096376,-59.9594216414583,-54.6184175149068,-54.8014719206289,-55.3136688037756,-59.9976847910314,-67.192512789093,-55.917948759414,-53.4438786583686,-51.541510083393,-49.9901625937467,-47.198068560219,-44.4862249052113,-43.4743228544656,-43.993106200726,-43.403518543137,-42.3854966312055,-43.0492727099467,-44.3814978682662,-44.725227245191,-45.923527505234,-47.6140836919446,-47.9890301118238,-50.3216077063746,-52.8586432445373,-57.2191969400704,-59.5911407137029,-53.4683970700326,-51.4738668495117,-50.6445638660438,-50.3559829420707,-50.282567267438,-49.6658125997228,-48.8912242031478,-48.5745141522044,-48.6579721730055,-49.0864344750057,-50.4208409274192,-51.4888356232433,-53.7714729707272,-56.9357286816331,-61.6763709007931,-73.7664151320895,-66.5522202638456,-58.6404755082897,-54.7215988078697,-51.5258316851019,-49.8632362191007,-48.5968848395423,-47.5085188112105,-46.9571497697283,-46.570699987841,-46.5526608375332,-47.0808450193499,-47.6650839210989,-48.6495045346903,-49.8649917196838,-51.2903456738012,-52.5705700606672,-54.3732562313823,-56.1262839284732
-63.3231300203423,-65.2409490216871,-70.8456583624036,-73.2862426289965,-70.249171632531,-67.3538466042126,-64.8498743058062,-64.5811776787,-63.4279872193783,-67.8247659131064,-67.8702308957998,-65.1087142244552,-62.9611802514496,-61.7107914421538,-61.0986162966377,-63.5232270980175,-63.724879848032,-64.6231118456224,-67.8382462641503,-66.3973080156925,-64.1974896591006,-60.7413412409365,-58.9491489110729,-57.2303957920426,-55.5732415612381,-54.7675676280427,-55.687212706901,-56.5920023172071,-57.3513946973946,-60.1973533739828,-67.7830405542945,-65.7688457774532,-57.9914689990698,-57.6080170866558,-59.8346519307415,-54.300887428817,-53.7547482991221,-60.3845834845607,-70.4320579377129,-65.0157203165613,-63.3443567103665,-66.7831086181052,-60.2779136303877,-55.1432597423135,-55.8246517854273,-55.039947693545,-57.9336730987719,-56.2540372416297,-52.6578539058562,-51.6781861340167,-50.3733886755604,-49.1310252364494,-47.0024251948962,-44.415340298524,-42.7608745647252,-43.1566161853709,-43.6450294851229,-42.5003334351282,-42.377212047974,-43.7296872793131,-44.6359654971304,-45.7915419346278,-47.862388896969,-48.4118455723666,-49.7326583926365,-51.4375661911215,-53.6434787911542,-57.4254290366925,-54.2498167491708,-51.5608740525636,-50.5531814140189,-50.2924046937878,-50.7831462094613,-51.3860740932968,-50.9324296954667,-50.7571042673927,-50.8228685425933,-51.3074305793391,-52.1474297993401,-53.3627142822251,-55.3247395290912,-57.5464923546402,-59.481252463071,-60.5211015904079,-59.2908340367066,-57.6035420120804,-55.1056576480335,-52.7857982918699,-51.2637887436594,-49.8482706051767,-48.5632362799479,-47.8265263075805,-47.1115877551811,-46.9459136254719,-46.9827980820676,-47.5215894181637,-48.6258628294493,-50.201799823052,-52.1392943626943,-54.5109066249884,-58.526224191642,-60.3841525732379
-64.4780595035873,-66.4546424367626,-72.1965848390751,-70.1190591790466,-70.18122178589,-67.3643013588162,-67.0332680633142,-66.8067253847671,-65.9460651687213,-70.6256099527287,-84.2426587729358,-75.3475479083309,-65.6096612716107,-62.4737522416867,-61.8085984584781,-62.2946964959104,-61.4817194095272,-61.6752986019509,-63.1090881447754,-64.380258228192,-67.1465380913106,-64.1669216301298,-62.1237581383715,-59.1830565365173,-56.0854771852377,-55.0366585627784,-54.6314889957785,-54.5878850197899,-54.4770283674901,-55.9948766215296,-57.8835494895821,-57.0945916280512,-55.16393038832,-56.3785331656162,-55.0874332219111,-52.2897756325126,-55.4129935296812,-62.9396699271284,-58.9362117654262,-64.814980483916,-68.368160130046,-64.9816687614764,-58.4017971193889,-55.3490829015068,-56.990139672704,-55.6662831722712,-56.0376566754143,-52.6087996706412,-51.1002389157827,-50.9561021415872,-49.7576109622422,-47.9690538153884,-46.1733987017187,-44.6030327613482,-42.8584842564457,-42.5044818834827,-43.4977032098994,-42.9350985177519,-42.2145165008992,-43.3390680210242,-44.869945808143,-46.03308959451,-48.3838965459904,-49.3673464051014,-49.9841510212604,-51.7422092253999,-52.635940318995,-55.4093881867096,-56.236284547432,-53.4842282244742,-51.9842534913152,-51.2674489993182,-51.548467809463,-52.9748741937551,-53.3953655671115,-53.753117566728,-53.948789578059,-54.6176299396916,-54.544066731021,-55.6039268429403,-56.6212786907226,-57.3769086160447,-57.8014754399796,-57.3290748957662,-56.1712667112161,-55.6420485906039,-54.8697951137289,-53.9863573268522,-52.6620275169237,-51.2606360150217,-50.0099291207531,-49.0757985609634,-48.0694991199598,-47.7072213804293,-47.236313815139,-47.6420405321162,-48.6117119377374,-50.2064755307595,-52.4822383922976,-55.8743856257449,-62.2602395036016,-77.5716535765577
-66.7291947752946,-67.0118072792512,-68.725873643403,-66.2640027427778,-65.307396287371,-63.7312671571285,-65.9178766218966,-65.6277866308975,-65.2623078007068,-64.0171921615373,-66.1363994327544,-65.7928025883675,-62.1795106754536,-60.3888550794684,-59.9519536140139,-59.0378552924825,-58.5841423197339,-58.9198007816641,-59.9001835293032,-62.5579576552817,-70.4700649038615,-80.1788316536162,-65.9340898394884,-58.9856132589087,-55.6890305703892,-54.3193942911659,-52.6969417879992,-52.1263595610839,-52.0075678289189,-52.830929601842,-52.935197184781,-52.1386116205984,-52.4996655565101,-54.0617012260498,-51.3934603622264,-51.2913921191195,-56.9245876886476,-54.271430199502,-54.4889080044876,-61.4044917398327,-59.6341751516744,-59.4686054153316,-55.8698828010537,-55.9200634749567,-58.3747932652343,-57.285757159003,-55.3021971477082,-51.7958594749008,-51.2806037358727,-51.5504123862995,-50.0694782644186,-47.326507656074,-45.1884812529784,-44.489829346092,-43.4946361680181,-42.2467258792681,-42.913172254131,-43.362485600637,-42.5788027071635,-43.3791575563273,-45.4269080451177,-46.6229584015575,-49.1777807187501,-51.1779227119939,-51.8366787610599,-54.4461042789964,-53.8970342736885,-54.3532848188223,-56.352818526513,-56.2376490684576,-54.7317112114033,-53.3716738332697,-52.8619255242579,-54.221544550889,-55.7493449157486,-57.3666513540569,-58.2814014770577,-59.6357061866697,-58.5169498367864,-58.9688356794447,-58.6023927376188,-58.097006579015,-57.8720073585872,-57.0561711537983,-55.974012307036,-55.5424319436177,-55.6942480034066,-55.8624126892303,-54.818556282461,-53.434722924851,-52.213200734746,-50.793138599375,-49.4821938170337,-48.7537534788117,-47.8296159242353,-47.8809504301447,-48.395385817847,-49.5374726158006,-51.3340253768357,-53.9181950958207,-56.566829950781,-60.3738521009684
-72.8521206305915,-70.038161275476,-67.742536552747,-65.7597218357619,-62.380169094887,-61.2764169527515,-62.7798539566306,-62.0390518122681,-62.0065139527003,-59.5235613990838,-60.1644512937283,-59.2177988980179,-57.7750974139748,-57.1968056485455,-56.6662890731237,-55.5466435747939,-55.6687639497335,-56.0850929532389,-56.57076566814,-57.7169874774281,-60.458716576309,-61.8577919956097,-59.5284596275919,-55.7871286318547,-53.866920409457,-52.5307967521489,-50.5877801351149,-49.8784190118326,-49.9506468349673,-50.3215792656918,-49.8636873699148,-49.4490711053863,-50.7261918525453,-51.3230388125723,-49.1363074214667,-51.161516094639,-53.7082033884619,-50.3792300310534,-52.7370334334553,-55.9896031392345,-54.2523091211457,-54.9750801810699,-53.6976466531958,-56.8753116276197,-57.9608951716442,-59.1797135087716,-56.1792548951308,-53.7316161381457,-53.4318028825907,-53.2314405793205,-50.8850691476728,-47.2810988731568,-44.6500448171314,-44.0790467266876,-44.1721522986338,-42.4021165800074,-42.2714424515376,-43.5619908692935,-43.4324783827402,-43.9073604761093,-46.1885249691975,-47.4633712703572,-50.275492754145,-54.3062393624015,-56.2671403726679,-61.5891696096641,-57.8745175710385,-54.7010896027772,-55.0770006205104,-57.2113425901653,-57.7319659241527,-56.6173421297135,-54.9371348406953,-55.2418800836694,-57.391271224887,-60.6854185687951,-63.6492514253474,-66.8757330348433,-66.6392655748991,-65.5484261030671,-61.7566696347087,-59.4406976203374,-58.7283880481349,-58.0493322873199,-57.4330588090897,-56.9963983257167,-57.788126921659,-59.0297655521615,-58.8415885424614,-57.4147403262826,-55.6589722906508,-52.9721231779099,-51.2836952781746,-49.9337041204252,-48.7131998335607,-48.207438665016,-48.0983990594067,-48.5885245416842,-49.5019140576799,-50.9086021682911,-52.0587710726308,-53.2713756486158
